RatingID,ParentRatingID,LBRatingID,AnnualTurnover,AnnualTurnoverDirect,AnnualTurnoverParent,AnnualTurnoverLBR,TotalAssets,TotalAssetsDirect,TotalAssetsParent,TotalAssetsLBR
2944838,2944838,null,501399000,501399000,501399000,null,280889000,280889000,280889000,null
2938673,2938673,null,10439000,10439000,10439000,null,6310000,6310000,6310000,null
2876258,2876258,null,204711000,204711000,204711000,null,92103000,92103000,92103000,null
2761731,2761731,null,92663000,92663000,92663000,null,79206000,79206000,79206000,null
2871726,2871726,null,11501000,11501000,11501000,null,9748000,9748000,9748000,null
2916353,2916353,null,3727000,3727000,3727000,null,9648000,9648000,9648000,null
2882678,2882678,null,1538000,1538000,1538000,null,635000,635000,635000,null
2891436,2891436,null,323516000,323516000,323516000,null,512930000,512930000,512930000,null
2792650,2792650,null,58940000,58940000,58940000,null,163724000,163724000,163724000,null
2886833,2886833,null,6919000,6919000,6919000,null,9872000,9872000,9872000,null
2806829,2806829,null,59591000,59591000,59591000,null,52995000,52995000,52995000,null
2801219,2801219,null,4861000,4861000,4861000,null,3285000,3285000,3285000,null
2871449,2871449,null,6826000,6826000,6826000,null,4281000,4281000,4281000,null
2743470,2743470,null,6364000,6364000,6364000,null,7297000,7297000,7297000,null
2917839,2917839,null,412271000,412271000,412271000,null,99602000,99602000,99602000,null
2906917,2906917,null,668250000,668250000,668250000,null,309645000,309645000,309645000,null
2929996,2929996,null,8816000,8816000,8816000,null,5313000,5313000,5313000,null
2875746,2875746,null,13198516105.6822,13198516105.6822,13198516105.6822,null,44642598624.6833,44642598624.6833,44642598624.6833,null
2940487,2940487,null,1035000000,1035000000,1035000000,null,2517800000,2517800000,2517800000,null
2875822,2875822,null,1369000,1369000,1369000,null,13266000,13266000,13266000,null
2908652,2908652,null,4579000,4579000,4579000,null,1982000,1982000,1982000,null
2742075,2742075,null,1309000,1309000,1309000,null,864000,864000,864000,null
2868393,2868393,null,15691000,15691000,15691000,null,3925000,3925000,3925000,null
2934787,2934787,null,17006000,17006000,17006000,null,28812000,28812000,28812000,null
2842156,2842156,null,6300000,6300000,6300000,null,5120000,5120000,5120000,null
2942506,2942506,null,90662000,90662000,90662000,null,43187000,43187000,43187000,null
2744074,2744074,null,157971000,157971000,157971000,null,45874000,45874000,45874000,null
2950389,2950389,null,22418000,22418000,22418000,null,9034000,9034000,9034000,null
2869254,2869254,null,3638000000,3638000000,3638000000,null,91926000000,91926000000,91926000000,null
2886203,2886203,null,1858000,1858000,1858000,null,3533000,3533000,3533000,null
2956807,2956807,null,52150000,52150000,52150000,null,25822000,25822000,25822000,null
2889190,2889190,null,19676000,19676000,19676000,null,14330000,14330000,14330000,null
2929506,2929506,null,240855000,240855000,240855000,null,189518000,189518000,189518000,null
2865519,2865519,null,255716000,255716000,255716000,null,65260000,65260000,65260000,null
2925616,2925616,null,2643000,2643000,2643000,null,3137000,3137000,3137000,null
2921505,2921505,null,1909840000,1909840000,1909840000,null,1045746000,1045746000,1045746000,null
2884532,2884532,null,9863000,9863000,9863000,null,7318000,7318000,7318000,null
2933671,2933671,null,18777000,18777000,18777000,null,8917000,8917000,8917000,null
2929649,2929649,null,65300000,65300000,65300000,null,78235000,78235000,78235000,null
2859310,2859310,null,8909000,8909000,8909000,null,18444000,18444000,18444000,null
2868028,2868028,null,40029000,40029000,40029000,null,5916000,5916000,5916000,null
2830925,2830925,null,8136988780.31126,8136988780.31126,8136988780.31126,null,8754071661.23779,8754071661.23779,8754071661.23779,null
2872216,2872216,null,902000,902000,902000,null,2738000,2738000,2738000,null
2915202,2915202,null,7121000,7121000,7121000,null,8969000,8969000,8969000,null
2791231,2791231,null,40467000,40467000,40467000,null,13288000,13288000,13288000,null
2859989,2859989,null,84526000,84526000,84526000,null,157362000,157362000,157362000,null
2928886,2928886,null,40870000,40870000,40870000,null,102994000,102994000,102994000,null
2934900,2934900,null,18872000,18872000,18872000,null,7330000,7330000,7330000,null
2935251,2935251,null,867000,867000,867000,null,3482000,3482000,3482000,null
2928546,2928546,null,15751000,15751000,15751000,null,19813000,19813000,19813000,null
2890540,2890540,null,340915671.371697,340915671.371697,340915671.371697,null,942558812.884546,942558812.884546,942558812.884546,null
2949746,2949746,null,178710000,178710000,178710000,null,6242000,6242000,6242000,null
2865576,2865576,null,38682000,38682000,38682000,null,20049000,20049000,20049000,null
2839432,2839432,null,906000,906000,906000,null,5337000,5337000,5337000,null
2865902,2865902,null,8653000,8653000,8653000,null,4230000,4230000,4230000,null
2951253,2951253,null,2046841000,2046841000,2046841000,null,3729687000,3729687000,3729687000,null
2923367,2923367,null,10305400000,10305400000,10305400000,null,15789100000,15789100000,15789100000,null
2895575,2895575,null,5473000,5473000,5473000,null,14363000,14363000,14363000,null
2822182,2822182,null,6760000,6760000,6760000,null,8135000,8135000,8135000,null
2852838,2852838,null,null,null,null,null,6775244299.67427,6775244299.67427,6775244299.67427,null
2792887,2792887,null,1815000,1815000,1815000,null,2761000,2761000,2761000,null
2920649,2920649,null,184536000,184536000,184536000,null,238320000,238320000,238320000,null
2797000,2797000,null,2437000,2437000,2437000,null,5529000,5529000,5529000,null
2899422,2899422,null,8616000,8616000,8616000,null,7993000,7993000,7993000,null
2872508,2872508,null,413922000,413922000,413922000,null,198767000,198767000,198767000,null
2822870,2822870,null,4948000,4948000,4948000,null,4285000,4285000,4285000,null
2782295,2782295,null,203587000,203587000,203587000,null,390449000,390449000,390449000,null
2856968,2856968,null,3052528.3976244,3052528.3976244,3052528.3976244,null,1137058.17909243,1137058.17909243,1137058.17909243,null
2876684,2876684,null,126582657.984729,126582657.984729,126582657.984729,null,271844010.133912,271844010.133912,271844010.133912,null
2904350,2904350,null,31847000,31847000,31847000,null,11690000,11690000,11690000,null
2881533,2881533,null,68883000,68883000,68883000,null,39714000,39714000,39714000,null
2933679,2933679,null,26116000,26116000,26116000,null,13418000,13418000,13418000,null
2932892,2932892,null,8820000,8820000,8820000,null,4264000,4264000,4264000,null
2920227,2920227,null,13555000,13555000,13555000,null,9344000,9344000,9344000,null
2775704,2775704,null,169747000,169747000,169747000,null,947455000,947455000,947455000,null
2842873,2842873,null,9364000,9364000,9364000,null,4802000,4802000,4802000,null
2831818,2831818,null,4997000,4997000,4997000,null,4376000,4376000,4376000,null
2908898,2908898,null,19521000,19521000,19521000,null,13695000,13695000,13695000,null
2895462,2895462,null,65204000,65204000,65204000,null,8249000,8249000,8249000,null
2926367,2926367,null,1297779000,1297779000,1297779000,null,791113000,791113000,791113000,null
2875168,2875168,null,227833000,227833000,227833000,null,149363000,149363000,149363000,null
2813477,2813477,null,8846865.60259079,8846865.60259079,8846865.60259079,null,4396252.60235947,4396252.60235947,4396252.60235947,null
2919999,2919999,null,229434000,229434000,229434000,null,254354000,254354000,254354000,null
2904258,2904258,null,685139341.295693,685139341.295693,685139341.295693,null,457005971.769815,457005971.769815,457005971.769815,null
2906203,2906203,null,2057000,2057000,2057000,null,784000,784000,784000,null
2942486,2942486,null,96323000,96323000,96323000,null,76973000,76973000,76973000,null
2815392,2815392,null,885000,885000,885000,null,4570000,4570000,4570000,null
2911815,2911815,null,691713725.942146,691713725.942146,691713725.942146,null,4775844185.77849,4775844185.77849,4775844185.77849,null
2938099,2938099,null,53270405223.7373,53270405223.7373,53270405223.7373,null,79842039562.1279,79842039562.1279,79842039562.1279,null
2911484,2911484,null,44522000,44522000,44522000,null,33579000,33579000,33579000,null
2787069,2787069,null,176467000,176467000,176467000,null,211070000,211070000,211070000,null
2883454,2883454,null,206388000,206388000,206388000,null,95827000,95827000,95827000,null
2819675,2819675,null,968000,968000,968000,null,801000,801000,801000,null
2843693,2843693,null,67554352.93,67554352.93,67554352.93,null,62642000,62642000,62642000,null
2939757,2939757,null,5871000,5871000,5871000,null,5232000,5232000,5232000,null
2908945,2908945,null,1558975000,1558975000,1558975000,null,2908794000,2908794000,2908794000,null
2915141,2915141,null,385562000,385562000,385562000,null,68516000,68516000,68516000,null
2758491,2758491,null,86334640.38,86334640.38,86334640.38,null,77961115,77961115,77961115,null
2898436,2898436,null,34830000,34830000,34830000,null,12736000,12736000,12736000,null
2847463,2847463,null,23805000,23805000,23805000,null,84680000,84680000,84680000,null
2924002,2924002,null,799000,799000,799000,null,7312000,7312000,7312000,null
2772711,2772711,null,54868526240.7363,54868526240.7363,54868526240.7363,null,33368623468.6602,33368623468.6602,33368623468.6602,null
2890865,2890865,null,3631324190.38838,3631324190.38838,3631324190.38838,null,4696438861.35761,4696438861.35761,4696438861.35761,null
2944338,2944338,null,797000,797000,797000,null,1865000,1865000,1865000,null
2930852,2930852,null,32485000,32485000,32485000,null,12176000,12176000,12176000,null
2951792,2951792,null,96116000,96116000,96116000,null,242577000,242577000,242577000,null
2916447,2916447,null,17509000,17509000,17509000,null,5724000,5724000,5724000,null
2911856,2911856,null,552601059.13504,552601059.13504,552601059.13504,null,518061554.316766,518061554.316766,518061554.316766,null
2950798,2950798,null,362000,362000,362000,null,22275000,22275000,22275000,null
2874935,2874935,null,null,null,null,null,142122000,142122000,142122000,null
2915911,2915911,null,85871000,85871000,85871000,null,64484000,64484000,64484000,null
2835234,2835234,null,24551000,24551000,24551000,null,17149000,17149000,17149000,null
2912630,2912630,null,1158954000,1158954000,1158954000,null,3613698000,3613698000,3613698000,null
2894225,2894225,null,8458000,8458000,8458000,null,9331000,9331000,9331000,null
2904687,2904687,null,35905000,35905000,35905000,null,16127000,16127000,16127000,null
2890102,2890102,null,1046571661.23778,1046571661.23778,1046571661.23778,null,1392246652.18965,1392246652.18965,1392246652.18965,null
2890093,2890093,null,26271000,26271000,26271000,null,5999000,5999000,5999000,null
2916941,2916941,null,993669000,993669000,993669000,null,954613000,954613000,954613000,null
2895747,2895747,null,12830000,12830000,12830000,null,15168000,15168000,15168000,null
2863248,2863248,null,19822000,19822000,19822000,null,11799000,11799000,11799000,null
2892496,2892496,null,2081479747.13182,2081479747.13182,2081479747.13182,null,11932802622.3367,11932802622.3367,11932802622.3367,null
2934189,2934189,null,34799000,34799000,34799000,null,22344000,22344000,22344000,null
2839695,2839695,null,1114000,1114000,1114000,null,904000,904000,904000,null
2803399,2803399,null,85641000,85641000,85641000,null,178566000,178566000,178566000,null
2924934,2924934,null,8832000,8832000,8832000,null,6895000,6895000,6895000,null
2954446,2954446,null,7806000,7806000,7806000,null,9528000,9528000,9528000,null
2943881,2943881,null,27221000,27221000,27221000,null,32932000,32932000,32932000,null
2855324,2855324,null,165831264.346278,165831264.346278,165831264.346278,null,5762757871.87839,5762757871.87839,5762757871.87839,null
2919092,2919092,null,8716000,8716000,8716000,null,45973000,45973000,45973000,null
2892171,2892171,null,5819000,5819000,5819000,null,12858000,12858000,12858000,null
2899504,2899504,null,5831000,5831000,5831000,null,4855000,4855000,4855000,null
2901048,2901048,null,33967000,33967000,33967000,null,96311000,96311000,96311000,null
2926416,2926416,null,91863000,91863000,91863000,null,41416000,41416000,41416000,null
2907317,2907317,null,3940000,3940000,3940000,null,93224000,93224000,93224000,null
2860126,2860126,null,668910000,668910000,668910000,null,6807152000,6807152000,6807152000,null
2909400,2909400,null,99298000,99298000,99298000,null,68949000,68949000,68949000,null
2942135,2942135,null,8390000,8390000,8390000,null,2193000,2193000,2193000,null
2849295,2849295,null,341296434.226078,341296434.226078,341296434.226078,null,589737617.91138,589737617.91138,589737617.91138,null
2831863,2831863,null,4468000,4468000,4468000,null,7035000,7035000,7035000,null
2938491,2938491,null,29316000,29316000,29316000,null,14645000,14645000,14645000,null
2854115,2854115,null,51262000,51262000,51262000,null,66566000,66566000,66566000,null
2913783,2913783,null,159005000,159005000,159005000,null,99349000,99349000,99349000,null
2780290,2780290,null,25613000,25613000,25613000,null,9755000,9755000,9755000,null
2937823,2937823,null,1579400000,1579400000,1579400000,null,5521000000,5521000000,5521000000,null
2903101,2903101,null,46494000,46494000,46494000,null,30216000,30216000,30216000,null
2939593,2939593,null,1623000,1623000,1623000,null,2228000,2228000,2228000,null
2916467,2916467,null,9883000,9883000,9883000,null,25670000,25670000,25670000,null
2909464,2909464,null,3396636036.32651,3396636036.32651,3396636036.32651,null,47326432889.9637,47326432889.9637,47326432889.9637,null
2742089,2742089,null,976000,976000,976000,null,884000,884000,884000,null
2876761,2876761,null,17994000,17994000,17994000,null,23694000,23694000,23694000,null
2937157,2937157,null,33237000,33237000,33237000,null,11133000,11133000,11133000,null
2944129,2944129,null,48015000,48015000,48015000,null,22220000,22220000,22220000,null
2851788,2851788,null,1070000,1070000,1070000,null,7148000,7148000,7148000,null
2900082,2900082,null,2913000,2913000,2913000,null,2779000,2779000,2779000,null
2872495,2872495,null,944000,944000,944000,null,484000,484000,484000,null
2792753,2792753,null,6022000,6022000,6022000,null,4521000,4521000,4521000,null
2943554,2943554,null,536000,536000,536000,null,9619000,9619000,9619000,null
2895321,2895321,null,4549000,4549000,4549000,null,4135000,4135000,4135000,null
2908422,2908422,null,693300000,693300000,693300000,null,1133100000,1133100000,1133100000,null
2829533,2829533,null,7460430691.2776,7460430691.2776,7460430691.2776,null,4127029496.92363,4127029496.92363,4127029496.92363,null
2807168,2807168,null,197431000,197431000,197431000,null,239878000,239878000,239878000,null
2894810,2894810,null,0,0,0,null,0,0,0,null
2887480,2887480,null,567545000,567545000,567545000,null,726611000,726611000,726611000,null
2897058,2897058,null,879501000,879501000,879501000,null,501621000,501621000,501621000,null
2910773,2910773,null,3896445000,3896445000,3896445000,null,1274616000,1274616000,1274616000,null
2894943,2894943,null,254206901.325581,254206901.325581,254206901.325581,null,97298425224.1027,97298425224.1027,97298425224.1027,null
2900687,2900687,null,5381000,5381000,5381000,null,5185000,5185000,5185000,null
2748607,2748607,null,19314127000,19314127000,19314127000,null,24303697000,24303697000,24303697000,null
2910728,2910728,null,43854405.7713028,43854405.7713028,43854405.7713028,null,121899203.764025,121899203.764025,121899203.764025,null
2952885,2952885,null,8359000000,8359000000,8359000000,null,8832000000,8832000000,8832000000,null
2821914,2821914,null,21109000,21109000,21109000,null,7884000,7884000,7884000,null
2727749,2727749,null,2943000,2943000,2943000,null,8273000,8273000,8273000,null
2920540,2920540,null,58666000,58666000,58666000,null,417978000,417978000,417978000,null
2925695,2925695,null,3242000,3242000,3242000,null,2561000,2561000,2561000,null
2908771,2908771,null,4235000,4235000,4235000,null,3042000,3042000,3042000,null
2780362,2780362,null,13630000,13630000,13630000,null,5862000,5862000,5862000,null
2875055,2875055,null,24108000,24108000,24108000,null,5422000,5422000,5422000,null
2854531,2854531,null,9667000,9667000,9667000,null,3074000,3074000,3074000,null
2894816,2894816,null,0,0,0,null,0,0,0,null
2883840,2883840,null,645494028.230185,645494028.230185,645494028.230185,null,1368982989.50416,1368982989.50416,1368982989.50416,null
2790473,2790473,null,2081000,2081000,2081000,null,5236000,5236000,5236000,null
2741744,2741744,null,15968000,15968000,15968000,null,9976000,9976000,9976000,null
2934004,2934004,null,125191000,125191000,125191000,null,127292000,127292000,127292000,null
2951411,2951411,null,99607000,99607000,99607000,null,38899000,38899000,38899000,null
2857636,2857636,null,27152000,27152000,27152000,null,13506000,13506000,13506000,null
2900737,2900737,null,851000,851000,851000,null,2633000,2633000,2633000,null
2890048,2890048,null,1723488000,1723488000,1723488000,null,23411676000,23411676000,23411676000,null
2865639,2865639,null,98610000,98610000,98610000,null,92966000,92966000,92966000,null
2813121,2813121,null,3067000,3067000,3067000,null,3776000,3776000,3776000,null
2841322,2841322,null,16144564727.1087,16144564727.1087,16144564727.1087,null,47214704555.7059,47214704555.7059,47214704555.7059,null
2916743,2916743,null,4425000,4425000,4425000,null,4491000,4491000,4491000,null
2890369,2890369,null,1963000,1963000,1963000,null,2439000,2439000,2439000,null
2919110,2919110,null,57065077.9969082,57065077.9969082,57065077.9969082,null,302152551.574376,302152551.574376,302152551.574376,null
2867368,2867368,null,82799000,82799000,82799000,null,47844000,47844000,47844000,null
2897944,2897944,null,23217701.9707272,23217701.9707272,23217701.9707272,null,11896968.9985018,11896968.9985018,11896968.9985018,null
2905518,2905518,null,31774000,31774000,31774000,null,113465000,113465000,113465000,null
2772121,2772121,null,9416000,9416000,9416000,null,7233000,7233000,7233000,null
2863258,2863258,null,4051000,4051000,4051000,null,2178000,2178000,2178000,null
2923249,2923249,null,4976000,4976000,4976000,null,4897000,4897000,4897000,null
2849376,2849376,null,16512000,16512000,16512000,null,2936000,2936000,2936000,null
2877008,2877008,null,3977240112.08599,3977240112.08599,3977240112.08599,null,554839450.594883,554839450.594883,554839450.594883,null
2892350,2892350,null,418929992.975884,418929992.975884,418929992.975884,null,4167943104.65933,4167943104.65933,4167943104.65933,null
2901127,2901127,null,15000,15000,15000,null,1325743000,1325743000,1325743000,null
2927545,2927545,null,233115000,233115000,233115000,null,781304000,781304000,781304000,null
2813111,2813111,null,67812000,67812000,67812000,null,29773000,29773000,29773000,null
2794815,2794815,null,570000,570000,570000,null,4642000,4642000,4642000,null
2929361,2929361,null,12590000,12590000,12590000,null,5427000,5427000,5427000,null
2772261,2772261,null,553676.138926477,553676.138926477,553676.138926477,null,199594.046008119,199594.046008119,199594.046008119,null
2933332,2933332,null,44772000,44772000,44772000,null,24405000,24405000,24405000,null
2906949,2906949,null,14568000,14568000,14568000,null,15206000,15206000,15206000,null
2933289,2933289,null,517000,517000,517000,null,148892000,148892000,148892000,null
2904657,2904657,null,560000,560000,560000,null,3991000,3991000,3991000,null
2910424,2910424,null,5943000000,5943000000,5943000000,null,5405000000,5405000000,5405000000,null
2939828,2939828,null,1689200000,1689200000,1689200000,null,2056200000,2056200000,2056200000,null
2901517,2901517,null,275494000,275494000,275494000,null,263480000,263480000,263480000,null
2936221,2936221,null,5214784.27882138,5214784.27882138,5214784.27882138,null,29985478.0531222,29985478.0531222,29985478.0531222,null
2875165,2875165,null,57743000,57743000,57743000,null,3487164000,3487164000,3487164000,null
2811572,2811572,null,22674848.9249075,22674848.9249075,22674848.9249075,null,198616198.997517,198616198.997517,198616198.997517,null
2813027,2813027,null,1620006000,1620006000,1620006000,null,6485195000,6485195000,6485195000,null
2887552,2887552,null,49702000,49702000,49702000,null,119873000,119873000,119873000,null
2768644,2768644,null,145040000,145040000,145040000,null,123458000,123458000,123458000,null
2927261,2927261,null,38231089.3955845,38231089.3955845,38231089.3955845,null,333322475.570033,333322475.570033,333322475.570033,null
2897472,2897472,null,445500,445500,445500,null,582000,582000,582000,null
2938771,2938771,null,916000,916000,916000,null,9539000,9539000,9539000,null
2922218,2922218,null,18638000,18638000,18638000,null,8305000,8305000,8305000,null
2857810,2857810,null,201095000,201095000,201095000,null,45133000,45133000,45133000,null
2944788,2944788,null,370460583.375177,370460583.375177,370460583.375177,null,643446386.999589,643446386.999589,643446386.999589,null
2925095,2925095,null,121322000,121322000,121322000,null,66672000,66672000,66672000,null
2851284,2851284,null,2000000,2000000,2000000,null,100000000,100000000,100000000,null
2868517,2868517,null,65436000,65436000,65436000,null,21732000,21732000,21732000,null
2915213,2915213,null,385562000,385562000,385562000,null,66952000,66952000,66952000,null
2887233,2887233,null,9968000,9968000,9968000,null,5287000,5287000,5287000,null
2930524,2930524,null,3808000,3808000,3808000,null,62563000,62563000,62563000,null
2937217,2937217,null,84641693.8110749,84641693.8110749,84641693.8110749,null,230639434.112522,230639434.112522,230639434.112522,null
2760925,2760925,null,41966000,41966000,41966000,null,39945000,39945000,39945000,null
2938380,2938380,null,null,null,null,null,201670000,201670000,201670000,null
2935533,2935533,null,6219000,6219000,6219000,null,32760000,32760000,32760000,null
2943295,2943295,null,265382993.675334,265382993.675334,265382993.675334,null,1000840946.35746,1000840946.35746,1000840946.35746,null
2911556,2911556,null,95669000,95669000,95669000,null,57431000,57431000,57431000,null
2769074,2769074,null,59618000,59618000,59618000,null,20771000,20771000,20771000,null
2953137,2953137,null,24122000000,24122000000,24122000000,null,12832000000,12832000000,12832000000,null
2913490,2913490,null,980000,980000,980000,null,3413000,3413000,3413000,null
2915038,2915038,null,2046000,2046000,2046000,null,7269000,7269000,7269000,null
2869984,2869984,null,241888000,241888000,241888000,null,928229000,928229000,928229000,null
2870781,2870781,null,7066000,7066000,7066000,null,7408000,7408000,7408000,null
2895283,2895283,null,null,null,null,null,15505940000,15505940000,15505940000,null
2926869,2926869,null,334639000,334639000,334639000,null,21625000,21625000,21625000,null
2901691,2901691,null,20522000,20522000,20522000,null,25581000,25581000,25581000,null
2869537,2869537,null,7811000,7811000,7811000,null,31158000,31158000,31158000,null
2934635,2934635,null,53995000,53995000,53995000,null,7397000,7397000,7397000,null
2872519,2872519,null,37740000,37740000,37740000,null,27940000,27940000,27940000,null
2811019,2811019,null,2649000,2649000,2649000,null,2037000,2037000,2037000,null
2877581,2877581,null,45549000,45549000,45549000,null,180226000,180226000,180226000,null
2799764,2799764,null,255670000,255670000,255670000,null,88515000,88515000,88515000,null
2881898,2881898,null,146800000,146800000,146800000,null,91943000,91943000,91943000,null
2786511,2786511,null,22444000,22444000,22444000,null,6669000,6669000,6669000,null
2861332,2861332,null,null,null,null,null,33114000,33114000,33114000,null
2901855,2901855,null,843327000,843327000,843327000,null,1295992000,1295992000,1295992000,null
2857511,2857511,null,33599000,33599000,33599000,null,26050000,26050000,26050000,null
2890026,2890026,null,4239000000,4239000000,4239000000,null,7746000000,7746000000,7746000000,null
2896783,2896783,null,7315000,7315000,7315000,null,3260000,3260000,3260000,null
2918802,2918802,null,22838000,22838000,22838000,null,33676000,33676000,33676000,null
2923631,2923631,null,8969000,8969000,8969000,null,2727000,2727000,2727000,null
2733439,2733439,null,701000,701000,701000,null,1934000,1934000,1934000,null
2835690,2835690,null,2282000,2282000,2282000,null,1925000,1925000,1925000,null
2796941,2796941,null,598000,598000,598000,null,48022000,48022000,48022000,null
2851748,2851748,null,9500000,9500000,9500000,null,7389000,7389000,7389000,null
2815718,2815718,null,3872000,3872000,3872000,null,9979000,9979000,9979000,null
2908187,2908187,null,20732000,20732000,20732000,null,21952000,21952000,21952000,null
2938868,2938868,null,5991000,5991000,5991000,null,2612000,2612000,2612000,null
2848122,2848122,null,80743000,80743000,80743000,null,51076000,51076000,51076000,null
2902315,2902315,null,902000,902000,902000,null,20164000,20164000,20164000,null
2918733,2918733,null,9461874578.88299,9461874578.88299,9461874578.88299,null,269493631601.869,269493631601.869,269493631601.869,null
2817863,2817863,null,2260000,2260000,2260000,null,3265000,3265000,3265000,null
2783965,2783965,null,8899000,8899000,8899000,null,72725000,72725000,72725000,null
2939397,2939397,null,6059000,6059000,6059000,null,3421000,3421000,3421000,null
2766244,2766244,null,261000,261000,261000,null,2553000,2553000,2553000,null
2859036,2859036,null,95627000,95627000,95627000,null,121094000,121094000,121094000,null
2874454,2874454,null,127480000,127480000,127480000,null,94351000,94351000,94351000,null
2931851,2931851,null,126920000,126920000,126920000,null,81122000,81122000,81122000,null
2943739,2943739,null,null,null,null,null,24700665038.0022,24700665038.0022,24700665038.0022,null
2866919,2866919,null,17968000,17968000,17968000,null,30508000,30508000,30508000,null
2852090,2852090,null,0,0,0,null,0,0,0,null
2888725,2888725,null,300000000000,300000000000,300000000000,null,0,0,0,null
2873339,2873339,null,20932000,20932000,20932000,null,9835000,9835000,9835000,null
2765103,2765103,null,52477493380.406,52477493380.406,52477493380.406,null,946561406364.45,946561406364.45,946561406364.45,null
2934068,2934068,null,934000,934000,934000,null,2884000,2884000,2884000,null
2903438,2903438,null,17446000000,17446000000,17446000000,null,75040000000,75040000000,75040000000,null
2923218,2923218,null,8814000,8814000,8814000,null,16814000,16814000,16814000,null
2860715,2860715,null,2590000,2590000,2590000,null,16623000,16623000,16623000,null
2850864,2850864,null,122146000,122146000,122146000,null,114831000,114831000,114831000,null
2871089,2871089,null,null,null,null,null,403655000,403655000,403655000,null
2810687,2810687,null,350000,350000,350000,null,86181000,86181000,86181000,null
2911787,2911787,null,1431000000,1431000000,1431000000,null,4097000000,4097000000,4097000000,null
2936644,2936644,null,62000,62000,62000,null,600000,600000,600000,null
2877407,2877407,null,14387000,14387000,14387000,null,14723000,14723000,14723000,null
2920646,2920646,null,152511000,152511000,152511000,null,77062000,77062000,77062000,null
2896994,2896994,null,28814000,28814000,28814000,null,14370000,14370000,14370000,null
2756074,2756074,null,6296000,6296000,6296000,null,5349000,5349000,5349000,null
2949763,2949763,null,31253000,31253000,31253000,null,24515000,24515000,24515000,null
2742965,2742965,null,399165000,399165000,399165000,null,15077687000,15077687000,15077687000,null
2880369,2880369,null,null,null,null,null,216110000,216110000,216110000,null
2948923,2948923,null,72129000,72129000,72129000,null,207050000,207050000,207050000,null
2944611,2944611,null,1049212000,1049212000,1049212000,null,504674000,504674000,504674000,null
2905931,2905931,null,99088000000,99088000000,99088000000,null,586225000000,586225000000,586225000000,null
2791749,2791749,null,27327000,27327000,27327000,null,57475000,57475000,57475000,null
2785908,2785908,null,9734000,9734000,9734000,null,5873000,5873000,5873000,null
2864234,2864234,null,6121000,6121000,6121000,null,4361000,4361000,4361000,null
2900966,2900966,null,3591000,3591000,3591000,null,3718000,3718000,3718000,null
2943334,2943334,null,24041000,24041000,24041000,null,22113000,22113000,22113000,null
2761490,2761490,null,23429000,23429000,23429000,null,5615000,5615000,5615000,null
2924036,2924036,null,23428000,23428000,23428000,null,9315000,9315000,9315000,null
2885482,2885482,null,176755000,176755000,176755000,null,40500000,40500000,40500000,null
2898207,2898207,null,7617000,7617000,7617000,null,7420000,7420000,7420000,null
2886907,2886907,null,9785000,9785000,9785000,null,90463000,90463000,90463000,null
2772245,2772245,null,2026780311.84547,2026780311.84547,2026780311.84547,null,575687689.085408,575687689.085408,575687689.085408,null
2805812,2805812,null,91483000,91483000,91483000,null,170586000,170586000,170586000,null
2762961,2762961,null,221059990.9788,221059990.9788,221059990.9788,null,81494136.2201173,81494136.2201173,81494136.2201173,null
2959000,2959000,null,0,0,0,null,0,0,0,null
2944005,2944005,null,2237658608.87284,2237658608.87284,2237658608.87284,null,121553590144.341,121553590144.341,121553590144.341,null
2923659,2923659,null,33843000,33843000,33843000,null,55843000,55843000,55843000,null
2764355,2764355,null,95718367.9205509,95718367.9205509,95718367.9205509,null,196537218.344498,196537218.344498,196537218.344498,null
2905496,2905496,null,22742000,22742000,22742000,null,18230000,18230000,18230000,null
2787078,2787078,null,344717000,344717000,344717000,null,177138000,177138000,177138000,null
2864203,2864203,null,31360000,31360000,31360000,null,14246000,14246000,14246000,null
2830055,2830055,null,3918000,3918000,3918000,null,3092000,3092000,3092000,null
2878393,2878393,null,18443000,18443000,18443000,null,6635000,6635000,6635000,null
2883778,2883778,null,1176000,1176000,1176000,null,25498000,25498000,25498000,null
2889849,2889849,null,35932000,35932000,35932000,null,22037000,22037000,22037000,null
2925504,2925504,null,4270000,4270000,4270000,null,2329000,2329000,2329000,null
2856605,2856605,null,16571.5337875161,16571.5337875161,16571.5337875161,null,279914.727963667,279914.727963667,279914.727963667,null
2815964,2815964,null,9716000,9716000,9716000,null,4049000,4049000,4049000,null
2877925,2877925,null,77866000,77866000,77866000,null,32578000,32578000,32578000,null
2935729,2935729,null,13915000,13915000,13915000,null,15658000,15658000,15658000,null
2775280,2775280,null,36316000,36316000,36316000,null,9061000,9061000,9061000,null
2924115,2924115,null,704741059.003148,704741059.003148,704741059.003148,null,702000000,702000000,702000000,null
2766482,2766482,null,15510000,15510000,15510000,null,151356000,151356000,151356000,null
2851335,2851335,null,11364000,11364000,11364000,null,4690000,4690000,4690000,null
2862138,2862138,null,3072000,3072000,3072000,null,1257000,1257000,1257000,null
2923409,2923409,null,907000,907000,907000,null,25028000,25028000,25028000,null
2952380,2952380,null,30895000,30895000,30895000,null,38112000,38112000,38112000,null
2859502,2859502,null,16636000,16636000,16636000,null,15330000,15330000,15330000,null
2850301,2850301,null,35771000,35771000,35771000,null,16378000,16378000,16378000,null
