RatingID;XPK_COUNTERPARTY;FAIR_AnnualTurnover;RDF_TotalTurnover;Turnover_Difference;Turnover_Match_Status;FAIR_TotalAssets;RDF_TotalAssets;Assets_Difference;Assets_Match_Status;Overall_Match_Status
2855969;2855969;4606000.00;5730000;1124000;MISMATCH;4023000.00;4023000;0;MATCH;MISMATCH
2855994;2855994;4829000.00;4900339;71339;MISMATCH;7731000.00;7731000;0;MATCH;MISMATCH
2856011;2856011;39064000.00;39064000;0;MATCH;11625000.00;9904000;1721000;MISMATCH;MISMATCH
2856128;2856128;1985000.00;2200000;215000;MISMATCH;3459000.00;4501000;1042000;MISMATCH;MISMATCH
2856192;2856192;20187000.00;24503000;4316000;MISMATCH;12202000.00;13813000;1611000;MISMATCH;MISMATCH
2856234;2856234;1648000.00;1648000;0;MATCH;5365000.00;5310000;55000;MISMATCH;MISMATCH
2856268;2856268;13712000.00;13172000;540000;MISMATCH;4955000.00;5504000;549000;MISMATCH;MISMATCH
2856336;2856336;32490000.00;31517000;973000;MISMATCH;21441000.00;21773000;332000;MISMATCH;MISMATCH
2856373;2856373;55698000.00;55698000;0;MATCH;23264000.00;18942000;4322000;MISMATCH;MISMATCH
2856412;2856412;2531000.00;2446000;85000;MISMATCH;3185000.00;3185000;0;MATCH;MISMATCH
2856494;2856494;30139000.00;30139000;0;MATCH;14072000.00;12337000;1735000;MISMATCH;MISMATCH
2856497;2856497;50514000.00;50514000;0;MATCH;31396000.00;44753000;13357000;MISMATCH;MISMATCH
2856605;2856605;16571.53;0;16571.53;MISMATCH;185048.79;279.914.727.963.667;94.865.937.963.667;MISMATCH;MISMATCH
2856611;2856611;96405000.00;112383000;15978000;MISMATCH;146118000.00;146118000;0;MATCH;MISMATCH
2856663;2856663;4109000.00;4109000;0;MATCH;5526000.00;5476000;50000;MISMATCH;MISMATCH
2856770;2856770;11518000.00;12520000;1002000;MISMATCH;11266000.00;11266000;0;MATCH;MISMATCH
2856879;2856879;2754000.00;3503000;749000;MISMATCH;16533000.00;20019000;3486000;MISMATCH;MISMATCH
2856894;2856894;12185000.00;9134000;3051000;MISMATCH;6133000.00;5983000;150000;MISMATCH;MISMATCH
2856942;2856942;33413000.00;45267000;11854000;MISMATCH;27966000.00;29015000;1049000;MISMATCH;MISMATCH
2856945;2856945;3078000.00;3623000;545000;MISMATCH;10821000.00;11522000;701000;MISMATCH;MISMATCH
2856970;2856970;219335000.00;248406000;29071000;MISMATCH;472821000.00;472821000;0;MATCH;MISMATCH
2857005;2857005;5323000.00;7906000;2583000;MISMATCH;24082000.00;29078000;4996000;MISMATCH;MISMATCH
2857013;2857013;67273000.00;79794000;12521000;MISMATCH;42584000.00;42584000;0;MATCH;MISMATCH
2857075;2857075;4503000.00;5635000;1132000;MISMATCH;13511000.00;15076000;1565000;MISMATCH;MISMATCH
2857110;2857110;87341000.00;99621000;12280000;MISMATCH;23452000.00;23452000;0;MATCH;MISMATCH
2857127;2857127;184308000.00;184308000;0;MATCH;310503000.00;319437000;8934000;MISMATCH;MISMATCH
2857170;2857170;23343000.00;28534000;5191000;MISMATCH;11497000.00;11497000;0;MATCH;MISMATCH
2857183;2857183;46600000.00;46600000;0;MATCH;9323000.00;12344000;3021000;MISMATCH;MISMATCH
2857332;2857332;13341000.00;13341000;0;MATCH;15244000.00;15374000;130000;MISMATCH;MISMATCH
2857382;2857382;711000.00;743000;32000;MISMATCH;5976000.00;5976000;0;MATCH;MISMATCH
2857574;2857574;4871000.00;4871000;0;MATCH;54278000.00;59015000;4737000;MISMATCH;MISMATCH
2857745;2857745;117332000.00;111199000;6133000;MISMATCH;67067000.00;67067000;0;MATCH;MISMATCH
2857783;2857783;6260000.00;9610000;3350000;MISMATCH;11367000.00;11367000;0;MATCH;MISMATCH
2857810;2857810;192145000.00;192145000;0;MATCH;45133000.00;45022000;111000;MISMATCH;MISMATCH
2857841;2857841;118508000.00;132165000;13657000;MISMATCH;149793000.00;149793000;0;MATCH;MISMATCH
2858122;2858122;10264000.00;10264000;0;MATCH;2530000.00;4614000;2084000;MISMATCH;MISMATCH
2858239;2858239;1914000.00;2001000;87000;MISMATCH;50752000.00;50752000;0;MATCH;MISMATCH
2858250;2858250;1914000.00;2001000;87000;MISMATCH;49587000.00;50752000;1165000;MISMATCH;MISMATCH
2858469;2858469;35741000.00;43290000;7549000;MISMATCH;18260000.00;18260000;0;MATCH;MISMATCH
2858592;2858592;16248000.00;16248000;0;MATCH;4184000.00;9683000;5499000;MISMATCH;MISMATCH
2858733;2858733;9158000.00;9793000;635000;MISMATCH;11846000.00;11846000;0;MATCH;MISMATCH
2858741;2858741;492000.00;492000;0;MATCH;7898000.00;8866000;968000;MISMATCH;MISMATCH
2858777;2858777;77068000.00;97887000;20819000;MISMATCH;223293000.00;223293000;0;MATCH;MISMATCH
2858875;2858875;0.00;0;0;MATCH;749000.00;965000;216000;MISMATCH;MISMATCH
2858982;2858982;108816000.00;125186000;16370000;MISMATCH;2932441000.00;2932441000;0;MATCH;MISMATCH
2859092;2859092;202000.00;202000;0;MATCH;64342000.00;65763000;1421000;MISMATCH;MISMATCH
2859150;2859150;2931000.00;2753000;178000;MISMATCH;1634000.00;1634000;0;MATCH;MISMATCH
2859204;2859204;24424000.00;24424000;0;MATCH;14391000.00;14480000;89000;MISMATCH;MISMATCH
2859223;2859223;109501000.00;110607000;1106000;MISMATCH;39094000.00;39094000;0;MATCH;MISMATCH
2859310;2859310;8046000.00;8909000;863000;MISMATCH;17634000.00;18444000;810000;MISMATCH;MISMATCH
2859368;2859368;11877000.00;12302000;425000;MISMATCH;11995000.00;10753000;1242000;MISMATCH;MISMATCH
2859395;2859395;78662000.00;79590000;928000;MISMATCH;102010000.00;83316000;18694000;MISMATCH;MISMATCH
2859430;2859430;8239000.00;8346000;107000;MISMATCH;4610000.00;5604000;994000;MISMATCH;MISMATCH
2859456;2859456;4889000.00;5109000;220000;MISMATCH;5471000.00;5403000;68000;MISMATCH;MISMATCH
2859502;2859502;14546000.00;16636000;2090000;MISMATCH;14040000.00;15330000;1290000;MISMATCH;MISMATCH
2859509;2859509;6886000.00;8221000;1335000;MISMATCH;7671000.00;8026000;355000;MISMATCH;MISMATCH
2859688;2859688;47427682.38;474.276.823.787.023;0.0012977048754692078;MATCH;20134190.35;239.414.544.197.303;38.072.640.697.302.900;MISMATCH;MISMATCH
2859777;2859777;92049000.00;106203000;14154000;MISMATCH;373287000.00;373287000;0;MATCH;MISMATCH
2859803;2859803;12389490.30;112.907.686.988.591;10.987.216.011.409.000;MISMATCH;67877146.48;678.771.464.791.979;0.0008020997047424316;MATCH;MISMATCH
2859818;2859818;70765000.00;70765000;0;MATCH;25473000.00;53004000;27531000;MISMATCH;MISMATCH
2859850;2859850;51992000.00;57085000;5093000;MISMATCH;148206000.00;151176000;2970000;MISMATCH;MISMATCH
2859900;2859900;31594000.00;45556000;13962000;MISMATCH;13747000.00;13747000;0;MATCH;MISMATCH
2859989;2859989;81232000.00;84526000;3294000;MISMATCH;156728000.00;156728000;0;MATCH;MISMATCH
2860003;2860003;7871000.00;7871000;0;MATCH;18592000.00;18369000;223000;MISMATCH;MISMATCH
2860033;2860033;2514000.00;2514000;0;MATCH;2240000.00;3248000;1008000;MISMATCH;MISMATCH
2860058;2860058;2961000.00;3199000;238000;MISMATCH;6404000.00;7039000;635000;MISMATCH;MISMATCH
2860094;2860094;1283767000.00;1283767000;0;MATCH;25167072000.00;28331545000;3164473000;MISMATCH;MISMATCH
2860097;2860097;8252000.00;8377000;125000;MISMATCH;1207000.00;1207000;0;MATCH;MISMATCH
2860103;2860103;115735000.00;113145000;2590000;MISMATCH;52314000.00;57120000;4806000;MISMATCH;MISMATCH
2860108;2860108;113144000.00;113145000;1000;MISMATCH;57120000.00;57120000;0;MATCH;MISMATCH
2860136;2860136;324702163994.60;230.801.398.337.113;9.390.076.565.748.690;MISMATCH;77677196765.50;787.816.515.495.087;11.044.547.840.086.900;MISMATCH;MISMATCH
2860201;2860201;83490000.00;93439000;9949000;MISMATCH;46744000.00;65640000;18896000;MISMATCH;MISMATCH
2860349;2860349;6317000.00;8012000;1695000;MISMATCH;5875000.00;5875000;0;MATCH;MISMATCH
2860361;2860361;2636000.00;3774000;1138000;MISMATCH;29137000.00;29137000;0;MATCH;MISMATCH
2860474;2860474;4219000.00;5528000;1309000;MISMATCH;8315000.00;8315000;0;MATCH;MISMATCH
2860789;2860789;2424000.00;2622000;198000;MISMATCH;13489000.00;15605000;2116000;MISMATCH;MISMATCH
2861054;2861054;6866382171.23;912.105.410.785.378;2.254.671.936.623.780;MISMATCH;99916971939.85;841.177.234.889.613;15.799.248.450.888.700;MISMATCH;MISMATCH
2861179;2861179;83073000.00;75882000;7191000;MISMATCH;17247000.00;17247000;0;MATCH;MISMATCH
2861280;2861280;4206000.00;4206000;0;MATCH;1953000.00;2036000;83000;MISMATCH;MISMATCH
2861333;2861333;37062000.00;38260000;1198000;MISMATCH;21518000.00;21518000;0;MATCH;MISMATCH
2861440;2861440;75374000.00;75374000;0;MATCH;72135000.00;97323000;25188000;MISMATCH;MISMATCH
2861506;2861506;17626000.00;20425000;2799000;MISMATCH;9774000.00;9774000;0;MATCH;MISMATCH
2861526;2861526;65869525.88;658.695.258.776.692;0.0023308023810386658;MATCH;284601114.91;254.884.183.858.125;29.716.931.051.875.000;MISMATCH;MISMATCH
2861570;2861570;13304000.00;13304000;0;MATCH;7846000.00;8672000;826000;MISMATCH;MISMATCH
2861578;2861578;578000.00;578000;0;MATCH;4032000.00;4389000;357000;MISMATCH;MISMATCH
2861770;2861770;386000.00;372000;14000;MISMATCH;4266000.00;4266000;0;MATCH;MISMATCH
2861841;2861841;18137000.00;18137000;0;MATCH;5215000.00;7804000;2589000;MISMATCH;MISMATCH
2862138;2862138;3072000.00;3072000;0;MATCH;1092000.00;1257000;165000;MISMATCH;MISMATCH
2862201;2862201;173670000.00;173670000;0;MATCH;62656000.00;56467000;6189000;MISMATCH;MISMATCH
2862386;2862386;2903000.00;4202000;1299000;MISMATCH;12036000.00;12036000;0;MATCH;MISMATCH
2862555;2862555;2738000.00;3507000;769000;MISMATCH;7012000.00;7012000;0;MATCH;MISMATCH
2862585;2862585;40499000.00;46228000;5729000;MISMATCH;18012000.00;19223000;1211000;MISMATCH;MISMATCH
2862662;2862662;18349000.00;21482000;3133000;MISMATCH;8775000.00;11357000;2582000;MISMATCH;MISMATCH
2862701;2862701;6376000.00;6376000;0;MATCH;4150000.00;4502000;352000;MISMATCH;MISMATCH
2862946;2862946;62259000.00;78379000;16120000;MISMATCH;42096000.00;42096000;0;MATCH;MISMATCH
2863027;2863027;156249000.00;152020000;4229000;MISMATCH;383812000.00;388957000;5145000;MISMATCH;MISMATCH
2863176;2863176;1501000.00;1167000;334000;MISMATCH;4991000.00;4898000;93000;MISMATCH;MISMATCH
2863248;2863248;16584000.00;19822000;3238000;MISMATCH;11594000.00;11799000;205000;MISMATCH;MISMATCH
2863249;2863249;27088000.00;30939000;3851000;MISMATCH;9506000.00;9506000;0;MATCH;MISMATCH
2863258;2863258;3364000.00;4051000;687000;MISMATCH;1688000.00;2178000;490000;MISMATCH;MISMATCH
2863279;2863279;4106000.00;4551000;445000;MISMATCH;3561000.00;3187000;374000;MISMATCH;MISMATCH
2863691;2863691;3555000.00;4259000;704000;MISMATCH;4780000.00;4780000;0;MATCH;MISMATCH
2863706;2863706;275008000.00;166352000;108656000;MISMATCH;44065000.00;44065000;0;MATCH;MISMATCH
2863766;2863766;75964695.50;878.031.125.588.129;11.838.417.058.812.900;MISMATCH;5025829390.55;475.630.836.047.774;2.695.210.300.722.590;MISMATCH;MISMATCH
2863837;2863837;44294000.00;44294000;0;MATCH;15421000.00;20406000;4985000;MISMATCH;MISMATCH
2863893;2863893;50765000.00;59046956;8281956;MISMATCH;154956000.00;154956000;0;MATCH;MISMATCH
2863938;2863938;38438188.04;234.645.313.065.509;14.973.656.733.449.000;MISMATCH;45611092.89;354.569.308.722.403;10.154.162.017.759.700;MISMATCH;MISMATCH
2863943;2863943;840000.00;840000;0;MATCH;2056000.00;2006000;50000;MISMATCH;MISMATCH
2864020;2864020;12127000.00;13202000;1075000;MISMATCH;9400000.00;23959000;14559000;MISMATCH;MISMATCH
2864022;2864022;13663000.00;13663000;0;MATCH;631049000.00;502929000;128120000;MISMATCH;MISMATCH
2864024;2864024;10308000.00;10308000;0;MATCH;8037000.00;9346000;1309000;MISMATCH;MISMATCH
2864052;2864052;7108000.00;7552000;444000;MISMATCH;2174000.00;2303000;129000;MISMATCH;MISMATCH
2864203;2864203;27675000.00;31360000;3685000;MISMATCH;13984000.00;13984000;0;MATCH;MISMATCH
2864259;2864259;6546000.00;8395000;1849000;MISMATCH;11415000.00;11415000;0;MATCH;MISMATCH
2864298;2864298;1615000.00;961000;654000;MISMATCH;4060000.00;4060000;0;MATCH;MISMATCH
2864414;2864414;5536000.00;5884000;348000;MISMATCH;4279000.00;4508000;229000;MISMATCH;MISMATCH
2864472;2864472;36252000.00;36252000;0;MATCH;10654000.00;16097000;5443000;MISMATCH;MISMATCH
2864508;2864508;17097000.00;17097000;0;MATCH;8116000.00;14520000;6404000;MISMATCH;MISMATCH
2864532;2864532;15773000.00;13933000;1840000;MISMATCH;8466000.00;7316000;1150000;MISMATCH;MISMATCH
2864574;2864574;3151000.00;3151000;0;MATCH;2204000.00;2559000;355000;MISMATCH;MISMATCH
2864769;2864769;17421000.00;14794000;2627000;MISMATCH;9377000.00;9377000;0;MATCH;MISMATCH
2864998;2864998;40785000.00;40785000;0;MATCH;45672000.00;39921000;5751000;MISMATCH;MISMATCH
2865007;2865007;1422000.00;1906000;484000;MISMATCH;1469000.00;1029000;440000;MISMATCH;MISMATCH
2865021;2865021;12766000.00;15717000;2951000;MISMATCH;50830000.00;50830000;0;MATCH;MISMATCH
2865051;2865051;3793000.00;4427000;634000;MISMATCH;1098000.00;1098000;0;MATCH;MISMATCH
2865247;2865247;30637000.00;39633000;8996000;MISMATCH;5885000.00;5660000;225000;MISMATCH;MISMATCH
2865296;2865296;964000.00;964000;0;MATCH;8289000.00;8544000;255000;MISMATCH;MISMATCH
2865344;2865344;709000.00;709000;0;MATCH;7354000.00;7425000;71000;MISMATCH;MISMATCH
2865345;2865345;1329000.00;1325000;4000;MISMATCH;20995000.00;27407000;6412000;MISMATCH;MISMATCH
2865493;2865493;10787053.00;15216484;4429431;MISMATCH;153874000.00;181880000;28006000;MISMATCH;MISMATCH
2865519;2865519;209099000.00;209099000;0;MATCH;65260000.00;60460000;4800000;MISMATCH;MISMATCH
2865523;2865523;21554000.00;21109000;445000;MISMATCH;12984000.00;12984000;0;MATCH;MISMATCH
2865570;2865570;89673000.00;111203000;21530000;MISMATCH;157544000.00;210147000;52603000;MISMATCH;MISMATCH
2865576;2865576;34455000.00;38682000;4227000;MISMATCH;17525000.00;20049000;2524000;MISMATCH;MISMATCH
2865639;2865639;82011000.00;98610000;16599000;MISMATCH;83272000.00;92966000;9694000;MISMATCH;MISMATCH
2865741;2865741;1273000.00;1273000;0;MATCH;834000.00;891000;57000;MISMATCH;MISMATCH
2865916;2865916;797000.00;1307000;510000;MISMATCH;22278000.00;44176000;21898000;MISMATCH;MISMATCH
2865941;2865941;7724000.00;8629000;905000;MISMATCH;3498000.00;3498000;0;MATCH;MISMATCH
2865945;2865945;39563000.00;50216000;10653000;MISMATCH;64362000.00;65872000;1510000;MISMATCH;MISMATCH
2865968;2865968;9643000.00;11432000;1789000;MISMATCH;5974000.00;5897000;77000;MISMATCH;MISMATCH
2866185;2866185;7115000.00;7115000;0;MATCH;9482000.00;9879000;397000;MISMATCH;MISMATCH
2866260;2866260;1633000.00;1633000;0;MATCH;3855000.00;4352000;497000;MISMATCH;MISMATCH
2866311;2866311;16284000.00;16284000;0;MATCH;23980000.00;23976000;4000;MISMATCH;MISMATCH
2866386;2866386;72263000.00;72263000;0;MATCH;32837000.00;36880000;4043000;MISMATCH;MISMATCH
2866388;2866388;12578000.00;12578000;0;MATCH;51527000.00;56880000;5353000;MISMATCH;MISMATCH
2866438;2866438;11632000.00;11632000;0;MATCH;3786000.00;3988000;202000;MISMATCH;MISMATCH
2866605;2866605;18544000.00;18258000;286000;MISMATCH;7119000.00;7119000;0;MATCH;MISMATCH
2866619;2866619;9345000.00;9345000;0;MATCH;9781000.00;11331000;1550000;MISMATCH;MISMATCH
2866688;2866688;12371000.00;12371000;0;MATCH;13481000.00;12700000;781000;MISMATCH;MISMATCH
2866771;2866771;-896613107.23;13.318.856.315.599;22.284.987.387.899;MISMATCH;18922366992.40;189.223.669.923.996;0.000400543212890625;MATCH;MISMATCH
2866818;2866818;4758000.00;5021000;263000;MISMATCH;4328000.00;4328000;0;MATCH;MISMATCH
2866848;2866848;1451000.00;1124000;327000;MISMATCH;2860000.00;2860000;0;MATCH;MISMATCH
2866901;2866901;18258000.00;18258000;0;MATCH;8235000.00;7622000;613000;MISMATCH;MISMATCH
2866919;2866919;17556000.00;17968000;412000;MISMATCH;30508000.00;30037000;471000;MISMATCH;MISMATCH
2866966;2866966;32494000.00;32494000;0;MATCH;19187000.00;22265000;3078000;MISMATCH;MISMATCH
2866985;2866985;8941000.00;10369000;1428000;MISMATCH;6534000.00;6534000;0;MATCH;MISMATCH
2866987;2866987;147822000.00;148224000;402000;MISMATCH;163187000.00;303362000;140175000;MISMATCH;MISMATCH
2866994;2866994;4254000.00;4254000;0;MATCH;3001000.00;2401000;600000;MISMATCH;MISMATCH
2867003;2867003;738000.00;562000;176000;MISMATCH;2834000.00;3039000;205000;MISMATCH;MISMATCH
2867086;2867086;6225000.00;4834000;1391000;MISMATCH;2669000.00;2523000;146000;MISMATCH;MISMATCH
2867114;2867114;18782000.00;23793000;5011000;MISMATCH;2409000.00;2409000;0;MATCH;MISMATCH
2867151;2867151;12824000.00;13718000;894000;MISMATCH;6891000.00;6511000;380000;MISMATCH;MISMATCH
2867274;2867274;113973000000.00;99415000000;14558000000;MISMATCH;983174000000.00;9,83174E+11;0;MATCH;MISMATCH
2867336;2867336;5373000.00;5373000;0;MATCH;3398000.00;3161000;237000;MISMATCH;MISMATCH
2867368;2867368;80014000.00;82799000;2785000;MISMATCH;47844000.00;47844000;0;MATCH;MISMATCH
2867377;2867377;11519000.00;9335000;2184000;MISMATCH;6115000.00;6115000;0;MATCH;MISMATCH
2867390;2867390;9566000.00;9458000;108000;MISMATCH;9380000.00;11816000;2436000;MISMATCH;MISMATCH
2867405;2867405;237880000.00;229374000;8506000;MISMATCH;793253000.00;793253000;0;MATCH;MISMATCH
2867448;2867448;45444000.00;47926000;2482000;MISMATCH;132372000.00;132372000;0;MATCH;MISMATCH
2867502;2867502;5086000.00;8491000;3405000;MISMATCH;6328000.00;6328000;0;MATCH;MISMATCH
2867568;2867568;2219000.00;2429000;210000;MISMATCH;18680000.00;18680000;0;MATCH;MISMATCH
2867831;2867831;40442216704.92;45.757.328.990.228;5.315.112.285.307.990;MISMATCH;208724212812.16;208.724.212.812.161;0.001007080078125;MATCH;MISMATCH
2867835;2867835;225396542.84;228.979.370.249.729;3.582.827.409.729.000;MISMATCH;613042582.10;591.172.638.436.482;2.186.994.366.351.800;MISMATCH;MISMATCH
2867881;2867881;1098022947.93;110.776.601.520.087;974.306.727.086.997;MISMATCH;6534709620.48;59.789.757.509.953;5.557.338.694.846.990;MISMATCH;MISMATCH
2867883;2867883;17989000.00;17665000;324000;MISMATCH;5191000.00;5191000;0;MATCH;MISMATCH
2867901;2867901;807000.00;1220000;413000;MISMATCH;3207000.00;3207000;0;MATCH;MISMATCH
2867969;2867969;5878000.00;5878000;0;MATCH;17527000.00;16486000;1041000;MISMATCH;MISMATCH
2868028;2868028;40029000.00;31652000;8377000;MISMATCH;4463000.00;5916000;1453000;MISMATCH;MISMATCH
2868088;2868088;22337000.00;25267000;2930000;MISMATCH;10811000.00;11182000;371000;MISMATCH;MISMATCH
2868125;2868125;58950000.00;55441000;3509000;MISMATCH;28480000.00;27221000;1259000;MISMATCH;MISMATCH
2868300;2868300;122315000000.00;1,01658E+11;20657000000;MISMATCH;696697000000.00;6,44449E+11;52248000000;MISMATCH;MISMATCH
2868313;2868313;200609000.00;199665000;944000;MISMATCH;312547000.00;312547000;0;MATCH;MISMATCH
2868323;2868323;387000.00;1133000;746000;MISMATCH;7075000.00;7075000;0;MATCH;MISMATCH
2868333;2868333;163587900.00;197327800;33739900;MISMATCH;47807000.00;47807000;0;MATCH;MISMATCH
2868339;2868339;1705000.00;1865000;160000;MISMATCH;2053000.00;1909000;144000;MISMATCH;MISMATCH
2868395;2868395;6260000.00;6273000;13000;MISMATCH;4846000.00;4846000;0;MATCH;MISMATCH
2868403;2868403;529000.00;553000;24000;MISMATCH;7985000.00;7985000;0;MATCH;MISMATCH
2868410;2868410;504000.00;552000;48000;MISMATCH;9027000.00;9240000;213000;MISMATCH;MISMATCH
2868430;2868430;7819000.00;6394000;1425000;MISMATCH;3811000.00;2667000;1144000;MISMATCH;MISMATCH
2868454;2868454;2513000.00;2513000;0;MATCH;8005000.00;8301000;296000;MISMATCH;MISMATCH
2868476;2868476;491000.00;515000;24000;MISMATCH;9105000.00;9105000;0;MATCH;MISMATCH
2868487;2868487;479000.00;499000;20000;MISMATCH;7294000.00;7294000;0;MATCH;MISMATCH
2868497;2868497;683000.00;593000;90000;MISMATCH;1704000.00;1704000;0;MATCH;MISMATCH
2868547;2868547;29125000.00;26315000;2810000;MISMATCH;18469000.00;16038000;2431000;MISMATCH;MISMATCH
2868584;2868584;15306000.00;6054000;9252000;MISMATCH;8061000.00;8849000;788000;MISMATCH;MISMATCH
2868622;2868622;4380000.00;4380000;0;MATCH;7512000.00;7155000;357000;MISMATCH;MISMATCH
2868756;2868756;2641000.00;3492000;851000;MISMATCH;2404000.00;2404000;0;MATCH;MISMATCH
2868758;2868758;42064000.00;35853000;6211000;MISMATCH;21950000.00;21950000;0;MATCH;MISMATCH
2868793;2868793;6971000.00;6971000;0;MATCH;7029000.00;6814000;215000;MISMATCH;MISMATCH
2868838;2868838;5933000.00;8440000;2507000;MISMATCH;2462000.00;2894000;432000;MISMATCH;MISMATCH
2868873;2868873;5111000.00;4347000;764000;MISMATCH;3440000.00;3944000;504000;MISMATCH;MISMATCH
2868909;2868909;711000.00;739000;28000;MISMATCH;4387000.00;4387000;0;MATCH;MISMATCH
2868949;2868949;9183000.00;9718000;535000;MISMATCH;3817000.00;6144000;2327000;MISMATCH;MISMATCH
2869003;2869003;16059000000.00;16291207000;232207000;MISMATCH;35477000000.00;35477000000;0;MATCH;MISMATCH
2869040;2869040;38728626.97;433.686.210.640.608;4.639.994.094.060.800;MISMATCH;324763843.65;324.763.843.648.209;0.0017910003662109375;MATCH;MISMATCH
2869042;2869042;13095000.00;13550000;455000;MISMATCH;12724000.00;12724000;0;MATCH;MISMATCH
2869051;2869051;13095000.00;13550000;455000;MISMATCH;12726000.00;12843000;117000;MISMATCH;MISMATCH
2869076;2869076;6425000.00;6425000;0;MATCH;5020000.00;5099000;79000;MISMATCH;MISMATCH
2869097;2869097;135085000.00;135085000;0;MATCH;43811000.00;53706000;9895000;MISMATCH;MISMATCH
2869122;2869122;44762034020.99;447.620.340.209.917;0.00170135498046875;MATCH;137725507502.21;149.482.446.615.997;11.756.939.113.787.000;MISMATCH;MISMATCH
2869152;2869152;2281000.00;2183000;98000;MISMATCH;5798000.00;5798000;0;MATCH;MISMATCH
2869253;2869253;4934000000.00;3841000000;1093000000;MISMATCH;64288000000.00;64562000000;274000000;MISMATCH;MISMATCH
2869255;2869255;71569000.00;71569000;0;MATCH;1883514000.00;2665819000;782305000;MISMATCH;MISMATCH
2869265;2869265;49406000.00;28966000;20440000;MISMATCH;13178000.00;10034000;3144000;MISMATCH;MISMATCH
2869306;2869306;59830000.00;63349000;3519000;MISMATCH;6655000.00;6655000;0;MATCH;MISMATCH
2869313;2869313;5878000.00;6981000;1103000;MISMATCH;2936000.00;2906000;30000;MISMATCH;MISMATCH
2869322;2869322;3537000.00;3537000;0;MATCH;3639000.00;4021000;382000;MISMATCH;MISMATCH
2869340;2869340;1593202791.96;260.966.793.340.572;10.164.651.414.457.200;MISMATCH;6582198903.83;743.269.634.455.302;8.504.974.407.230.190;MISMATCH;MISMATCH
2869418;2869418;3937000.00;3937000;0;MATCH;5969000.00;6042000;73000;MISMATCH;MISMATCH
2869419;2869419;493000.00;542000;49000;MISMATCH;6967000.00;6967000;0;MATCH;MISMATCH
2869436;2869436;5711000.00;5711000;0;MATCH;2241000.00;2306000;65000;MISMATCH;MISMATCH
2869459;2869459;2283000.00;3785000;1502000;MISMATCH;66546000.00;66546000;0;MATCH;MISMATCH
2869537;2869537;7070000.00;7811000;741000;MISMATCH;25713000.00;31158000;5445000;MISMATCH;MISMATCH
2869556;2869556;488000.00;519000;31000;MISMATCH;4118000.00;4118000;0;MATCH;MISMATCH
2869607;2869607;18224000.00;19843000;1619000;MISMATCH;8621000.00;8621000;0;MATCH;MISMATCH
2869666;2869666;1424087693.82;325.370.973.579.443;18.296.220.419.744.200;MISMATCH;7788448025.48;907.347.086.500.181;12.850.228.395.218.100;MISMATCH;MISMATCH
2869729;2869729;64942000000.00;65891000000;949000000;MISMATCH;312405000000.00;2,73793E+11;38612000000;MISMATCH;MISMATCH
2869731;2869731;2343000.00;2021000;322000;MISMATCH;2292000.00;2292000;0;MATCH;MISMATCH
2869819;2869819;15615000.00;20999000;5384000;MISMATCH;27400000.00;27136000;264000;MISMATCH;MISMATCH
2869835;2869835;10532000.00;11366000;834000;MISMATCH;5852000.00;5852000;0;MATCH;MISMATCH
2869891;2869891;447000.00;342000;105000;MISMATCH;713000.00;736000;23000;MISMATCH;MISMATCH
2869984;2869984;233077000.00;241888000;8811000;MISMATCH;897903000.00;897903000;0;MATCH;MISMATCH
2870013;2870013;104035000.00;104035000;0;MATCH;22751000.00;21362000;1389000;MISMATCH;MISMATCH
2870051;2870051;168229000.00;181097000;12868000;MISMATCH;105369000.00;105369000;0;MATCH;MISMATCH
2870098;2870098;42818382884.13;439.590.879.838.191;11.407.050.996.891.000;MISMATCH;201877202926.74;187.520.266.004.719;14.356.936.922.020.900;MISMATCH;MISMATCH
2870191;2870191;94695534.51;27.572.893.857.324;18.103.340.406.324;MISMATCH;808198015.34;807.675.463.870.001;52.255.146.999.907.400;MISMATCH;MISMATCH
2870215;2870215;523000.00;108000;415000;MISMATCH;859000.00;1639000;780000;MISMATCH;MISMATCH
2870217;2870217;262029000.00;208000000;54029000;MISMATCH;151111000.00;141320000;9791000;MISMATCH;MISMATCH
2870232;2870232;54214000.00;65201000;10987000;MISMATCH;21277000.00;18365000;2912000;MISMATCH;MISMATCH
2870234;2870234;29583861971.74;295.838.619.717.447;0.00469970703125;MATCH;102160489024.73;909.121.877.968.803;112.483.012.278.497;MISMATCH;MISMATCH
2870309;2870309;15712000.00;15712000;0;MATCH;18916000.00;23143000;4227000;MISMATCH;MISMATCH
2870326;2870326;35231627037.69;393.549.692.010.665;41.233.421.633.764.900;MISMATCH;168552825944.00;165.242.910.116.147;3.309.915.827.852.990;MISMATCH;MISMATCH
2870361;2870361;12877000.00;17485000;4608000;MISMATCH;85401000.00;85401000;0;MATCH;MISMATCH
2870366;2870366;974853405.50;416.964.388.613.576;5.578.890.168.864.240;MISMATCH;5541795665.63;399.757.980.868.964;154.421.585.694.036;MISMATCH;MISMATCH
2870371;2870371;13000.00;48693000;48680000;MISMATCH;5985000.00;10145000;4160000;MISMATCH;MISMATCH
2870392;2870392;1057000.00;1098000;41000;MISMATCH;17947000.00;17947000;0;MATCH;MISMATCH
2870410;2870410;828000000.00;1103000000;275000000;MISMATCH;2858000000.00;2858000000;0;MATCH;MISMATCH
