XPK_COUNTERPARTY,FK_DATA,OWNERSHIP,COI,UNIT,SOURCE_SYSTEM,FULL_NAME,TOTAL_ASSETS,TOTAL_ASSETS_CURRENCY,TOTAL_TURNOVER,TOTAL_TURNOVER_CURRENCY,RatingID,ParentRatingID,LBRatingID,AnnualTurnover,AnnualTurnoverDirect,AnnualTurnoverParent,AnnualTurnoverLBR,TotalAssets,TotalAssetsDirect,TotalAssetsParent,TotalAssetsLBR
2779677,2779677,AAB,null,CBC Real Estate,FAIR,null,1043095000,EUR,48108000,EUR,null,null,null,null,null,null,null,null,null,null,null
2779686,2779686,AAB,null,CBC Real Estate,FAIR,null,1043095000,EUR,48108000,EUR,null,null,null,null,null,null,null,null,null,null,null
2779690,2779690,AAB,null,CBC Real Estate,FAIR,null,1043095000,EUR,48108000,EUR,null,null,null,null,null,null,null,null,null,null,null
2779691,2779691,AAB,null,CBC Real Estate,FAIR,null,1043095000,EUR,48108000,EUR,null,null,null,null,null,null,null,null,null,null,null
2779692,2779692,AAB,null,CIB Corporate Lendin,FAIR,null,1043095000,EUR,48108000,EUR,null,null,null,null,null,null,null,null,null,null,null
2779695,2779695,AAB,null,CBC Real Estate,FAIR,null,1043095000,EUR,48108000,EUR,null,null,null,null,null,null,null,null,null,null,null
2779954,2779954,AAB,null,CIB Corporate Lendin,FAIR,null,7229506000,EUR,10090629000,EUR,null,null,null,null,null,null,null,null,null,null,null
2779959,2779959,AAB,null,CIB Corporate Lendin,FAIR,null,7229506000,EUR,10090629000,EUR,null,null,null,null,null,null,null,null,null,null,null
2779965,2779965,AAB,null,CIB Corporate Lendin,FAIR,null,7229506000,EUR,10090629000,EUR,null,null,null,null,null,null,null,null,null,null,null
2780940,2780940,AAB,null,CIB Corporate Lendin,FAIR,null,1242583000,EUR,2356758000,EUR,null,null,null,null,null,null,null,null,null,null,null
2780941,2780941,AAB,null,CIB Corporate Lendin,FAIR,null,1242583000,EUR,2356758000,EUR,null,null,null,null,null,null,null,null,null,null,null
2780942,2780942,AAB,null,CIB Corporate Lendin,FAIR,null,1242583000,EUR,2356758000,EUR,null,null,null,null,null,null,null,null,null,null,null
2780944,2780944,AAB,null,CIB Corporate Lendin,FAIR,null,1242583000,EUR,2356758000,EUR,null,null,null,null,null,null,null,null,null,null,null
2781008,2781008,AAB,null,CIB Corporate Lendin,FAIR,null,699719000,EUR,1002394000,EUR,null,null,null,null,null,null,null,null,null,null,null
2781011,2781011,AAB,null,CIB Corporate Lendin,FAIR,null,699719000,EUR,1002394000,EUR,null,null,null,null,null,null,null,null,null,null,null
2781012,2781012,AAB,null,CIB Corporate Lendin,FAIR,null,699719000,EUR,1002394000,EUR,null,null,null,null,null,null,null,null,null,null,null
2781090,2781090,AAB,null,CIB Corporate Lendin,FAIR,null,1290307000,EUR,1212949000,EUR,null,null,null,null,null,null,null,null,null,null,null
2781092,2781092,AAB,null,CIB Corporate Lendin,FAIR,null,2406000000,EUR,3252000000,EUR,null,null,null,null,null,null,null,null,null,null,null
2781111,2781111,AAB,null,CIB Corporate Lendin,FAIR,null,1290307000,EUR,1212949000,EUR,null,null,null,null,null,null,null,null,null,null,null
2781112,2781112,AAB,null,CIB Corporate Lendin,FAIR,null,1290307000,EUR,1212949000,EUR,null,null,null,null,null,null,null,null,null,null,null
2781126,2781126,AAB,null,CIB Corporate Lendin,FAIR,null,1290307000,EUR,1212949000,EUR,null,null,null,null,null,null,null,null,null,null,null
2781129,2781129,AAB,null,CIB Corporate Lendin,FAIR,null,1290307000,EUR,1212949000,EUR,null,null,null,null,null,null,null,null,null,null,null
2781130,2781130,AAB,null,CIB Corporate Lendin,FAIR,null,1290307000,EUR,1212949000,EUR,null,null,null,null,null,null,null,null,null,null,null
2781131,2781131,AAB,null,CIB Corporate Lendin,FAIR,null,1290307000,EUR,1212949000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782098,2782098,AAB,null,CBC Transport&Logist,FAIR,null,97885000,EUR,317648000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782100,2782100,AAB,null,CBC Transport&Logist,FAIR,null,97885000,EUR,317648000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782106,2782106,AAB,null,CBC Transport&Logist,FAIR,null,97885000,EUR,317648000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782119,2782119,AAB,null,CBC Transport&Logist,FAIR,null,97885000,EUR,317648000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782120,2782120,AAB,null,CBC Transport&Logist,FAIR,null,97885000,EUR,317648000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782390,2782390,AAB,null,CIB Corporate Lendin,FAIR,null,267316000,EUR,894050000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782391,2782391,AAB,null,CIB Corporate Lendin,FAIR,null,267316000,EUR,894050000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782392,2782392,AAB,null,CIB Corporate Lendin,FAIR,null,267316000,EUR,894050000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782393,2782393,AAB,null,CIB Corporate Lendin,FAIR,null,267316000,EUR,894050000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782394,2782394,AAB,null,CIB Corporate Lendin,FAIR,null,267316000,EUR,894050000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782395,2782395,AAB,null,CIB Corporate Lendin,FAIR,null,267316000,EUR,894050000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782396,2782396,AAB,null,CIB Corporate Lendin,FAIR,null,267316000,EUR,894050000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782397,2782397,AAB,null,CIB Corporate Lendin,FAIR,null,267316000,EUR,894050000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782398,2782398,AAB,null,CIB Corporate Lendin,FAIR,null,267316000,EUR,894050000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782399,2782399,AAB,null,CIB Corporate Lendin,FAIR,null,267316000,EUR,894050000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782400,2782400,AAB,null,CIB Corporate Lendin,FAIR,null,267316000,EUR,894050000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782692,2782692,AAB,null,CBC Construction,FAIR,null,45848000,EUR,96348000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782693,2782693,AAB,null,CBC Construction,FAIR,null,45848000,EUR,96348000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782694,2782694,AAB,null,CBC Construction,FAIR,null,45848000,EUR,96348000,EUR,null,null,null,null,null,null,null,null,null,null,null
2782922,2782922,AAB,null,CIB NR BM Chemicals ,FAIR,null,11772895488.8275,EUR,5088490185.97461,EUR,null,null,null,null,null,null,null,null,null,null,null
2782923,2782923,AAB,null,CIB NR Energy EMEA,FAIR,null,11772895488.8275,EUR,5088490185.97461,EUR,null,null,null,null,null,null,null,null,null,null,null
2783935,2783935,AAB,null,CIB Corporate Lendin,FAIR,null,352773000,EUR,556889000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784141,2784141,AAB,null,CIB Corporate Lendin,FAIR,null,39714000,EUR,68883000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784143,2784143,AAB,null,CBC Manufacturing,FAIR,null,39714000,EUR,68883000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784148,2784148,AAB,null,CIB Corporate Lendin,FAIR,null,39714000,EUR,68883000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784152,2784152,AAB,null,CIB Corporate Lendin,FAIR,null,39714000,EUR,68883000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784305,2784305,AAB,null,CIB CFB T&L Transpor,FAIR,null,1965056098.44372,EUR,610563698.878031,EUR,null,null,null,null,null,null,null,null,null,null,null
2784306,2784306,AAB,null,CIB CFB T&L Transpor,FAIR,null,1965056098.44372,EUR,610563698.878031,EUR,null,null,null,null,null,null,null,null,null,null,null
2784307,2784307,AAB,null,CIB CFB T&L Transpor,FAIR,null,1965056098.44372,EUR,610563698.878031,EUR,null,null,null,null,null,null,null,null,null,null,null
2784497,2784497,AAB,null,CIB Corporate Lendin,FAIR,null,165056000,EUR,242505000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784498,2784498,AAB,null,CIB Corporate Lendin,FAIR,null,165056000,EUR,242505000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784499,2784499,AAB,null,CIB Corporate Lendin,FAIR,null,165056000,EUR,242505000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784500,2784500,AAB,null,CIB Corporate Lendin,FAIR,null,165056000,EUR,242505000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784501,2784501,AAB,null,CIB Corporate Lendin,FAIR,null,165056000,EUR,242505000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784502,2784502,AAB,null,CIB Corporate Lendin,FAIR,null,165056000,EUR,242505000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784503,2784503,AAB,null,CIB Corporate Lendin,FAIR,null,165056000,EUR,242505000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784504,2784504,AAB,null,CIB Corporate Lendin,FAIR,null,165056000,EUR,242505000,EUR,null,null,null,null,null,null,null,null,null,null,null
2784758,2784758,AAB,null,CIB Corporate Lendin,FAIR,null,209487000,EUR,266000,EUR,null,null,null,null,null,null,null,null,null,null,null
2785056,2785056,AAB,null,CBC Real Estate,FAIR,null,483412000,EUR,30593000,EUR,null,null,null,null,null,null,null,null,null,null,null
2785123,2785123,AAB,null,CBC Food,FAIR,null,77617000,EUR,368841000,EUR,null,null,null,null,null,null,null,null,null,null,null
2785254,2785254,AAB,null,CIB Corporate Lendin,FAIR,null,222157000,EUR,118830000,EUR,null,null,null,null,null,null,null,null,null,null,null
2785255,2785255,AAB,null,CIB Corporate Lendin,FAIR,null,222157000,EUR,118830000,EUR,null,null,null,null,null,null,null,null,null,null,null
2785256,2785256,AAB,null,CIB Corporate Lendin,FAIR,null,222157000,EUR,118830000,EUR,null,null,null,null,null,null,null,null,null,null,null
2785257,2785257,AAB,null,CIB Corporate Lendin,FAIR,null,222157000,EUR,118830000,EUR,null,null,null,null,null,null,null,null,null,null,null
2785258,2785258,AAB,null,CIB Corporate Lendin,FAIR,null,222157000,EUR,118830000,EUR,null,null,null,null,null,null,null,null,null,null,null
2785259,2785259,AAB,null,CIB Corporate Lendin,FAIR,null,222157000,EUR,118830000,EUR,null,null,null,null,null,null,null,null,null,null,null
2785488,2785488,AAB,null,CBC Real Estate,FAIR,null,483412000,EUR,30593000,EUR,null,null,null,null,null,null,null,null,null,null,null
2785490,2785490,AAB,null,CBC Real Estate,FAIR,null,483412000,EUR,30593000,EUR,null,null,null,null,null,null,null,null,null,null,null
2786126,2786126,AAB,null,CBC Manufacturing,FAIR,null,44063000,EUR,46534000,EUR,null,null,null,null,null,null,null,null,null,null,null
2786127,2786127,AAB,null,CBC Manufacturing,FAIR,null,44063000,EUR,46534000,EUR,null,null,null,null,null,null,null,null,null,null,null
2786128,2786128,AAB,null,CBC Manufacturing,FAIR,null,44063000,EUR,46534000,EUR,null,null,null,null,null,null,null,null,null,null,null
2786129,2786129,AAB,null,CBC Manufacturing,FAIR,null,44063000,EUR,46534000,EUR,null,null,null,null,null,null,null,null,null,null,null
2786130,2786130,AAB,null,CBC Manufacturing,FAIR,null,44063000,EUR,46534000,EUR,null,null,null,null,null,null,null,null,null,null,null
2786131,2786131,AAB,null,CBC Manufacturing,FAIR,null,44063000,EUR,46534000,EUR,null,null,null,null,null,null,null,null,null,null,null
2786132,2786132,AAB,null,CBC Manufacturing,FAIR,null,44063000,EUR,46534000,EUR,null,null,null,null,null,null,null,null,null,null,null
2786133,2786133,AAB,null,CBC Manufacturing,FAIR,null,44063000,EUR,46534000,EUR,null,null,null,null,null,null,null,null,null,null,null
2786134,2786134,AAB,null,CBC Manufacturing,FAIR,null,44063000,EUR,46534000,EUR,null,null,null,null,null,null,null,null,null,null,null
2787055,2787055,AAB,null,CB FSPM Event Financ,FAIR,null,97002000,EUR,79835000,EUR,null,null,null,null,null,null,null,null,null,null,null
2787746,2787746,AAB,null,CBC Real Estate,FAIR,null,1628893000,EUR,933000,EUR,null,null,null,null,null,null,null,null,null,null,null
2787748,2787748,AAB,null,CBC Real Estate,FAIR,null,1628893000,EUR,933000,EUR,null,null,null,null,null,null,null,null,null,null,null
2787751,2787751,AAB,null,CBC Real Estate,FAIR,null,1628893000,EUR,933000,EUR,null,null,null,null,null,null,null,null,null,null,null
2787752,2787752,AAB,null,CBC Real Estate,FAIR,null,1628893000,EUR,933000,EUR,null,null,null,null,null,null,null,null,null,null,null
2788449,2788449,AAB,null,CIB Corporate Lendin,FAIR,null,2872046000,EUR,6449635000,EUR,null,null,null,null,null,null,null,null,null,null,null
2788586,2788586,AAB,null,CBC Business Service,FAIR,null,18531000,EUR,48679000,EUR,null,null,null,null,null,null,null,null,null,null,null
2788587,2788587,AAB,null,CBC Business Service,FAIR,null,18531000,EUR,48679000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789448,2789448,AAB,null,CBC Business Service,FAIR,null,18531000,EUR,48679000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789459,2789459,AAB,null,CBC Business Service,FAIR,null,18531000,EUR,48679000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789885,2789885,AAB,null,CIB Corporate Lendin,FAIR,null,1031948000,EUR,417629000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789967,2789967,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789968,2789968,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789969,2789969,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789970,2789970,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789971,2789971,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789972,2789972,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789973,2789973,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789974,2789974,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789975,2789975,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789976,2789976,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789977,2789977,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789978,2789978,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789979,2789979,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789980,2789980,AAB,null,BU NL CC Noord Oost,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789981,2789981,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789982,2789982,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789983,2789983,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789984,2789984,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789985,2789985,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789986,2789986,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789987,2789987,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789988,2789988,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789989,2789989,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789990,2789990,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789991,2789991,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789992,2789992,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789993,2789993,AAB,null,BU NL CC Noord Oost,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789994,2789994,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789995,2789995,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789996,2789996,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789997,2789997,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2789998,2789998,AAB,null,CBC Construction,FAIR,null,120805000,EUR,298698000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790179,2790179,AAB,null,CIB Corporate Lendin,FAIR,null,199270000,EUR,179159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790180,2790180,AAB,null,CIB Corporate Lendin,FAIR,null,199270000,EUR,179159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790181,2790181,AAB,null,CIB Corporate Lendin,FAIR,null,199270000,EUR,179159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790182,2790182,AAB,null,CIB Corporate Lendin,FAIR,null,199270000,EUR,179159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790183,2790183,AAB,null,CIB Corporate Lendin,FAIR,null,199270000,EUR,179159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790184,2790184,AAB,null,CIB Corporate Lendin,FAIR,null,199270000,EUR,179159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790410,2790410,AAB,null,CIB Corporate Lendin,FAIR,null,5475611000,EUR,4101159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790411,2790411,AAB,null,CIB Corporate Lendin,FAIR,null,5475611000,EUR,4101159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790515,2790515,AAB,null,CBC Manufacturing,FAIR,null,44428000,EUR,86314000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790516,2790516,AAB,null,CBC Manufacturing,FAIR,null,44428000,EUR,86314000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790749,2790749,AAB,null,CBC Construction,FAIR,null,37026000,EUR,72159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790750,2790750,AAB,null,CBC Construction,FAIR,null,37026000,EUR,72159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790751,2790751,AAB,null,CBC Construction,FAIR,null,37026000,EUR,72159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790752,2790752,AAB,null,CBC Construction,FAIR,null,37026000,EUR,72159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790753,2790753,AAB,null,CBC Construction,FAIR,null,37026000,EUR,72159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790754,2790754,AAB,null,CBC Construction,FAIR,null,37026000,EUR,72159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790755,2790755,AAB,null,CBC Construction,FAIR,null,37026000,EUR,72159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790756,2790756,AAB,null,CBC Construction,FAIR,null,37026000,EUR,72159000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790789,2790789,AAB,null,CBC Leisure,FAIR,null,95747000,EUR,56942000,EUR,null,null,null,null,null,null,null,null,null,null,null
2790794,2790794,AAB,null,Bedrijven Regio Zuid,FAIR,null,14539000,EUR,1740000,EUR,null,null,null,null,null,null,null,null,null,null,null
2791166,2791166,AAB,null,CIB CFB T&L Transpor,FAIR,null,4783769453.49258,EUR,1367540716.61238,EUR,null,null,null,null,null,null,null,null,null,null,null
2792391,2792391,AAB,null,CIB Corporate Lendin,FAIR,null,508056000,EUR,605791000,EUR,null,null,null,null,null,null,null,null,null,null,null
2792392,2792392,AAB,null,CIB Corporate Lendin,FAIR,null,508056000,EUR,605791000,EUR,null,null,null,null,null,null,null,null,null,null,null
2792393,2792393,AAB,null,CIB Corporate Lendin,FAIR,null,508056000,EUR,605791000,EUR,null,null,null,null,null,null,null,null,null,null,null
2792394,2792394,AAB,null,CIB Corporate Lendin,FAIR,null,508056000,EUR,605791000,EUR,null,null,null,null,null,null,null,null,null,null,null
2792452,2792452,AAB,null,CIB Corporate Lendin,FAIR,null,56468000,EUR,110511000,EUR,null,null,null,null,null,null,null,null,null,null,null
2792453,2792453,AAB,null,CIB Corporate Lendin,FAIR,null,56468000,EUR,110511000,EUR,null,null,null,null,null,null,null,null,null,null,null
2792454,2792454,AAB,null,CIB Corporate Lendin,FAIR,null,56468000,EUR,110511000,EUR,null,null,null,null,null,null,null,null,null,null,null
2792455,2792455,AAB,null,CIB Corporate Lendin,FAIR,null,56468000,EUR,110511000,EUR,null,null,null,null,null,null,null,null,null,null,null
2792456,2792456,AAB,null,CIB Corporate Lendin,FAIR,null,56468000,EUR,110511000,EUR,null,null,null,null,null,null,null,null,null,null,null
2792457,2792457,AAB,null,CIB Corporate Lendin,FAIR,null,56468000,EUR,110511000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793160,2793160,AAB,null,CIB Corporate Lendin,FAIR,null,9087000000,EUR,392000000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793424,2793424,AAB,null,CIB Corporate Lendin,FAIR,null,1045745000,EUR,1909840000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793767,2793767,AAB,null,BU NL CC Noord Oost,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793768,2793768,AAB,null,CBC Construction,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793769,2793769,AAB,null,BU NL CC Noord Oost,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793770,2793770,AAB,null,CBC Construction,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793771,2793771,AAB,null,CBC Construction,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793772,2793772,AAB,null,BU NL CC Noord Oost,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793773,2793773,AAB,null,CBC Construction,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793774,2793774,AAB,null,BU NL CC Noord Oost,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793775,2793775,AAB,null,CBC Construction,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793776,2793776,AAB,null,CBC Construction,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793777,2793777,AAB,null,CBC Construction,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793778,2793778,AAB,null,CBC Construction,FAIR,null,21007000,EUR,58363000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793782,2793782,AAB,null,CBC Retail,FAIR,null,36880000,EUR,72263000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793783,2793783,AAB,null,CBC Retail,FAIR,null,36880000,EUR,72263000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793784,2793784,AAB,null,CBC Retail,FAIR,null,36880000,EUR,72263000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793785,2793785,AAB,null,CBC Retail,FAIR,null,36880000,EUR,72263000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793786,2793786,AAB,null,CBC Retail,FAIR,null,36880000,EUR,72263000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793787,2793787,AAB,null,CBC Retail,FAIR,null,36880000,EUR,72263000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793894,2793894,AAB,null,CBC Construction,FAIR,null,185224000,EUR,247770000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793908,2793908,AAB,null,CIB Corporate Lendin,FAIR,null,185224000,EUR,247770000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793918,2793918,AAB,null,CIB Corporate Lendin,FAIR,null,185224000,EUR,247770000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793979,2793979,AAB,null,CBC BSS Specials,FAIR,null,54023000,EUR,80326000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793981,2793981,AAB,null,CBC BSS Specials,FAIR,null,54023000,EUR,80326000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793982,2793982,AAB,null,CBC BSS Specials,FAIR,null,54023000,EUR,80326000,EUR,null,null,null,null,null,null,null,null,null,null,null
2793983,2793983,AAB,null,CBC BSS Specials,FAIR,null,54023000,EUR,80326000,EUR,null,null,null,null,null,null,null,null,null,null,null
2794655,2794655,AAB,null,CBC Retail,FAIR,null,114641000,EUR,76713000,EUR,null,null,null,null,null,null,null,null,null,null,null
2794656,2794656,AAB,null,CBC Retail,FAIR,null,114641000,EUR,76713000,EUR,null,null,null,null,null,null,null,null,null,null,null
2794657,2794657,AAB,null,CBC Retail,FAIR,null,114641000,EUR,76713000,EUR,null,null,null,null,null,null,null,null,null,null,null
2794658,2794658,AAB,null,CBC Retail,FAIR,null,114641000,EUR,76713000,EUR,null,null,null,null,null,null,null,null,null,null,null
2795169,2795169,AAB,null,CIB Corporate Lendin,FAIR,null,281595000,EUR,872124000,EUR,null,null,null,null,null,null,null,null,null,null,null
2795170,2795170,AAB,null,CIB Corporate Lendin,FAIR,null,281595000,EUR,872124000,EUR,null,null,null,null,null,null,null,null,null,null,null
2795173,2795173,AAB,null,CIB Corporate Lendin,FAIR,null,281595000,EUR,872124000,EUR,null,null,null,null,null,null,null,null,null,null,null
2795176,2795176,AAB,null,CIB Corporate Lendin,FAIR,null,281595000,EUR,872124000,EUR,null,null,null,null,null,null,null,null,null,null,null
2795205,2795205,AAB,null,CIB Corporate Lendin,FAIR,null,13110000000,EUR,12050000000,EUR,null,null,null,null,null,null,null,null,null,null,null
2795240,2795240,AAB,null,CIB Corporate Lendin,FAIR,null,131092110.025335,EUR,128423814.694173,EUR,null,null,null,null,null,null,null,null,null,null,null
2796509,2796509,AAB,null,CBC Food,FAIR,null,63526000,EUR,108064000,EUR,null,null,null,null,null,null,null,null,null,null,null
2796510,2796510,AAB,null,CBC Food,FAIR,null,63526000,EUR,108064000,EUR,null,null,null,null,null,null,null,null,null,null,null
2796511,2796511,AAB,null,CBC Food,FAIR,null,63526000,EUR,108064000,EUR,null,null,null,null,null,null,null,null,null,null,null
2796512,2796512,AAB,null,CBC Food,FAIR,null,63526000,EUR,108064000,EUR,null,null,null,null,null,null,null,null,null,null,null
2796746,2796746,AAB,null,CIB NR Energy EMEA,FAIR,null,791113000,EUR,1297779000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797077,2797077,AAB,null,CBC Leisure,FAIR,null,108677000,EUR,60954000,EUR,null,null,null,null,null,null,null,null,null,null,null
