RatingID,XPK_COUNTERPARTY,FAIR_AnnualTurnover,RDF_TotalTurnover,Turnover_Match_Status,FAIR_TotalAssets,RDF_TotalAssets,Assets_Match_Status,Overall_Match_Status,RDF_Source_System
2742073,2742073,null,25624000,FAIR_NULL,5217000,5217000,MATCH,MISMATCH,FAIR
2742075,2742075,null,1309000,FAIR_NULL,820000,1120000,MISMATCH,MISMATCH,FAIR
2742089,2742089,1165000,1165000,MATCH,null,2372000,FAIR_NULL,MISMATCH,FAIR
2742476,2742476,null,2569000,FAIR_NULL,2398000,2398000,MATCH,MISMATCH,FAIR
2742497,2742497,null,13204000,FAIR_NULL,580009000,580009000,MATCH,MISMATCH,FAIR
2742862,2742862,null,26673537.2651895,FAIR_NULL,134919192.392374,134919192.392374,MATCH,MISMATCH,FAIR
2742886,2742886,null,36590621.6330163,FAIR_NULL,173458565.606408,173458565.606408,MATCH,MISMATCH,FAIR
2742928,2742928,null,11768960509.6735,FAIR_NULL,10891741228.2756,10891741228.2756,MATCH,MISMATCH,FAIR
2742965,2742965,null,399165000,FAIR_NULL,13603681000,13603681000,MATCH,MISMATCH,FAIR
2743186,2743186,null,3242051000,FAIR_NULL,8830793000,8830793000,MATCH,MISMATCH,FAIR
2743302,2743302,171911000,171911000,MATCH,null,3529208000,FAIR_NULL,MISMATCH,FAIR
2743405,2743405,null,53869000,FAIR_NULL,370840000,370840000,MATCH,MISMATCH,FAIR
2743470,2743470,6364000,6364000,MATCH,null,7297000,FAIR_NULL,MISMATCH,FAIR
2743500,2743500,null,2566882465.92027,FAIR_NULL,2871597882.60646,2937180868.50611,MISMATCH,MISMATCH,FAIR
2743578,2743578,null,40335000000,FAIR_NULL,44873000000,58252000000,MISMATCH,MISMATCH,FAIR
2744047,2744047,null,28043943.6619718,FAIR_NULL,9916619.71830986,24178028.1690141,MISMATCH,MISMATCH,FAIR
2744050,2744050,48501065.5931802,48501065.5931802,MATCH,null,233110348.093772,FAIR_NULL,MISMATCH,FAIR
2744060,2744060,25861946.4835425,25861946.4835425,MATCH,null,29287236.561686,FAIR_NULL,MISMATCH,FAIR
2744074,2744074,130536000,130536000,MATCH,null,43811000,FAIR_NULL,MISMATCH,FAIR
2744325,2744325,null,-6906000000,FAIR_NULL,90375000000,90375000000,MATCH,MISMATCH,FAIR
2744366,2744366,null,57132000,FAIR_NULL,48566000,48566000,MATCH,MISMATCH,FAIR
2744555,2744555,7740000,7740000,MATCH,null,4116000,FAIR_NULL,MISMATCH,FAIR
2744891,2744891,1697000,1697000,MATCH,null,1530000,FAIR_NULL,MISMATCH,FAIR
2745087,2745087,2292000,2292000,MATCH,null,12320000,FAIR_NULL,MISMATCH,FAIR
2745957,2745957,null,53900000,FAIR_NULL,212000000,225700000,MISMATCH,MISMATCH,FAIR
2746114,2746114,null,20547000,FAIR_NULL,16589000,16611000,MISMATCH,MISMATCH,FAIR
2746231,2746231,null,20621000,FAIR_NULL,5519000,5519000,MATCH,MISMATCH,FAIR
2746252,2746252,4853000,4853000,MATCH,null,4669000,FAIR_NULL,MISMATCH,FAIR
2746371,2746371,796000,796000,MATCH,null,2527000,FAIR_NULL,MISMATCH,FAIR
2746390,2746390,null,1400000,FAIR_NULL,490000,575000,MISMATCH,MISMATCH,FAIR
2746853,2746853,null,110247000,FAIR_NULL,113380000,113380000,MATCH,MISMATCH,FAIR
2747114,2747114,42424338040.6002,42424338040.6002,MATCH,null,13197705207.4139,FAIR_NULL,MISMATCH,FAIR
2747122,2747122,null,5975000,FAIR_NULL,6991000,6996000,MISMATCH,MISMATCH,FAIR
2747306,2747306,null,72014000,FAIR_NULL,1428779000,1428779000,MATCH,MISMATCH,FAIR
2747325,2747325,null,7437000,FAIR_NULL,1857000,4689000,MISMATCH,MISMATCH,FAIR
2747379,2747379,null,102577000,FAIR_NULL,67847000,67847000,MATCH,MISMATCH,FAIR
2747713,2747713,31965000,31965000,MATCH,null,15853000,FAIR_NULL,MISMATCH,FAIR
2747957,2747957,null,9291000,FAIR_NULL,5687000,5687000,MATCH,MISMATCH,FAIR
2748014,2748014,null,2941000,FAIR_NULL,926000,2253000,MISMATCH,MISMATCH,FAIR
2748104,2748104,63322000,63322000,MATCH,null,45367000,FAIR_NULL,MISMATCH,FAIR
2748197,2748197,74078000,74078000,MATCH,null,21117000,FAIR_NULL,MISMATCH,FAIR
2748203,2748203,null,18213000,FAIR_NULL,7401000,7401000,MATCH,MISMATCH,FAIR
2748210,2748210,124900000,124900000,MATCH,null,688500000,FAIR_NULL,MISMATCH,FAIR
2748403,2748403,null,2250000,FAIR_NULL,3690000,3690000,MATCH,MISMATCH,FAIR
2748411,2748411,null,655100,FAIR_NULL,6579000,6579000,MATCH,MISMATCH,FAIR
2748577,2748577,null,53311472338.0334,FAIR_NULL,46392467325.6195,56778938492.5282,MISMATCH,MISMATCH,FAIR
2748584,2748584,null,909073874.549117,FAIR_NULL,8805921206.72694,8805921206.72694,MATCH,MISMATCH,FAIR
2748587,2748587,2974029865.57562,2974029865.57562,MATCH,null,71496421957.1652,FAIR_NULL,MISMATCH,FAIR
2748602,2748602,2129599000,2129599000,MATCH,null,3322012000,FAIR_NULL,MISMATCH,FAIR
2748607,2748607,null,19314127000,FAIR_NULL,24303697000,24303697000,MATCH,MISMATCH,FAIR
2748608,2748608,4248200000,4248200000,MATCH,null,4816400000,FAIR_NULL,MISMATCH,FAIR
2748621,2748621,null,3531656907.29377,FAIR_NULL,8454228697.24083,8454228697.24083,MATCH,MISMATCH,FAIR
2748907,2748907,52965000,52965000,MATCH,null,22877000,FAIR_NULL,MISMATCH,FAIR
2748960,2748960,null,73225000,FAIR_NULL,18708000,18708000,MATCH,MISMATCH,FAIR
2749072,2749072,null,14152000,FAIR_NULL,135319000,146924000,MISMATCH,MISMATCH,FAIR
2749091,2749091,null,88930000,FAIR_NULL,178157000,179702000,MISMATCH,MISMATCH,FAIR
2749242,2749242,null,314804000,FAIR_NULL,159006000,159006000,MATCH,MISMATCH,FAIR
2749279,2749279,179159000,179159000,MATCH,null,199270000,FAIR_NULL,MISMATCH,FAIR
2749768,2749768,54826000,54826000,MATCH,null,13012000,FAIR_NULL,MISMATCH,FAIR
2750606,2750606,184857000,184857000,MATCH,null,157930000,FAIR_NULL,MISMATCH,FAIR
2750639,2750639,31234000,31234000,MATCH,null,19337000,FAIR_NULL,MISMATCH,FAIR
2750754,2750754,null,20902000,FAIR_NULL,2226000,4478000,MISMATCH,MISMATCH,FAIR
2750811,2750811,61222000,61222000,MATCH,null,23670000,FAIR_NULL,MISMATCH,FAIR
2751059,2751059,null,3808000,FAIR_NULL,2890000,2890000,MATCH,MISMATCH,FAIR
2751091,2751091,51785000,51785000,MATCH,null,13832000,FAIR_NULL,MISMATCH,FAIR
2751165,2751165,null,27088000,FAIR_NULL,8098000,10223000,MISMATCH,MISMATCH,FAIR
2751182,2751182,null,5057000,FAIR_NULL,93934000,93934000,MATCH,MISMATCH,FAIR
2751200,2751200,4682000,4682000,MATCH,null,4564000,FAIR_NULL,MISMATCH,FAIR
2751775,2751775,null,853000,FAIR_NULL,1458000,1458000,MATCH,MISMATCH,FAIR
2751877,2751877,null,34543000,FAIR_NULL,145685000,145685000,MATCH,MISMATCH,FAIR
2751919,2751919,null,485473368.623226,FAIR_NULL,1898409144.14203,1898409144.14203,MATCH,MISMATCH,FAIR
2752031,2752031,null,11373000,FAIR_NULL,3432000,3780000,MISMATCH,MISMATCH,FAIR
2752047,2752047,null,15503000,FAIR_NULL,259133000,259133000,MATCH,MISMATCH,FAIR
2752075,2752075,null,46056000,FAIR_NULL,200118000,200796000,MISMATCH,MISMATCH,FAIR
2752112,2752112,7123000,7123000,MATCH,null,4622000,FAIR_NULL,MISMATCH,FAIR
2752165,2752165,null,22506000,FAIR_NULL,56011000,69340000,MISMATCH,MISMATCH,FAIR
2752228,2752228,191429687.222636,191429687.222636,MATCH,null,220115738.275287,FAIR_NULL,MISMATCH,FAIR
2752236,2752236,null,12731531362.7208,FAIR_NULL,46378413828.641,46378413828.641,MATCH,MISMATCH,FAIR
2752543,2752543,null,49758000,FAIR_NULL,84357000,87503000,MISMATCH,MISMATCH,FAIR
2752603,2752603,null,18145000,FAIR_NULL,15399000,15399000,MATCH,MISMATCH,FAIR
2752638,2752638,null,179435049.421464,FAIR_NULL,129224715.416686,129224715.416686,MATCH,MISMATCH,FAIR
2752753,2752753,56981000,56981000,MATCH,null,27643000,FAIR_NULL,MISMATCH,FAIR
2752801,2752801,null,1593202791.9614,FAIR_NULL,6582198903.82724,6582198903.82724,MATCH,MISMATCH,FAIR
2752859,2752859,50994000,50994000,MATCH,null,19559000,FAIR_NULL,MISMATCH,FAIR
2753251,2753251,null,3384000,FAIR_NULL,12017000,12017000,MATCH,MISMATCH,FAIR
2753404,2753404,null,15306000,FAIR_NULL,8061000,8061000,MATCH,MISMATCH,FAIR
2753641,2753641,null,300000000,FAIR_NULL,0,0,MATCH,MISMATCH,FAIR
2753707,2753707,null,30405000,FAIR_NULL,6816000,6895000,MISMATCH,MISMATCH,FAIR
2753902,2753902,20873000,20873000,MATCH,null,29590000,FAIR_NULL,MISMATCH,FAIR
2753940,2753940,383500000,383500000,MATCH,null,29896900000,FAIR_NULL,MISMATCH,FAIR
2754006,2754006,null,1170000,FAIR_NULL,44781000,44781000,MATCH,MISMATCH,FAIR
2754241,2754241,null,27727000,FAIR_NULL,6018000,7493000,MISMATCH,MISMATCH,FAIR
2754390,2754390,null,52767000,FAIR_NULL,127038000,132941000,MISMATCH,MISMATCH,FAIR
2754749,2754749,null,63158000,FAIR_NULL,143699000,143699000,MATCH,MISMATCH,FAIR
2754751,2754751,null,81672000,FAIR_NULL,353518000,353518000,MATCH,MISMATCH,FAIR
2754773,2754773,30134000,30134000,MATCH,null,18618000,FAIR_NULL,MISMATCH,FAIR
2755015,2755015,95452000,95452000,MATCH,null,22739000,FAIR_NULL,MISMATCH,FAIR
2755275,2755275,null,1012000,FAIR_NULL,657000,809000,MISMATCH,MISMATCH,FAIR
2755380,2755380,null,7476000,FAIR_NULL,4959000,5748000,MISMATCH,MISMATCH,FAIR
2755450,2755450,null,23725000,FAIR_NULL,687527000,687527000,MATCH,MISMATCH,FAIR
2755460,2755460,null,71384000,FAIR_NULL,28878000,28878000,MATCH,MISMATCH,FAIR
2755461,2755461,null,13002000,FAIR_NULL,3249000,3249000,MATCH,MISMATCH,FAIR
2755547,2755547,null,37329806427.7114,FAIR_NULL,185487420579.791,185487420579.791,MATCH,MISMATCH,FAIR
2755647,2755647,302000,302000,MATCH,null,4078000,FAIR_NULL,MISMATCH,FAIR
2755926,2755926,null,3317000,FAIR_NULL,48038000,48038000,MATCH,MISMATCH,FAIR
2755927,2755927,null,1743000,FAIR_NULL,1655000,1702000,MISMATCH,MISMATCH,FAIR
2755936,2755936,null,263350248.082995,FAIR_NULL,2544058412.26883,2544058412.26883,MATCH,MISMATCH,FAIR
2756074,2756074,477000,477000,MATCH,null,4171000,FAIR_NULL,MISMATCH,FAIR
2756331,2756331,null,14105726.3315688,FAIR_NULL,82633625.3337706,82633625.3337706,MATCH,MISMATCH,FAIR
2756340,2756340,24441000,24441000,MATCH,null,28079000,FAIR_NULL,MISMATCH,FAIR
2756361,2756361,null,36296934.4638591,FAIR_NULL,124748208.179135,124748208.179135,MATCH,MISMATCH,FAIR
2756379,2756379,101872000,101872000,MATCH,null,189812000,FAIR_NULL,MISMATCH,FAIR
2756427,2756427,null,8798000,FAIR_NULL,5532000,6612000,MISMATCH,MISMATCH,FAIR
2756771,2756771,null,69813000,FAIR_NULL,198864000,198864000,MATCH,MISMATCH,FAIR
2756774,2756774,null,2053000,FAIR_NULL,5621000,5621000,MATCH,MISMATCH,FAIR
2756865,2756865,null,5681000,FAIR_NULL,16626000,16626000,MATCH,MISMATCH,FAIR
2756922,2756922,null,108216000,FAIR_NULL,2311598000,2312459000,MISMATCH,MISMATCH,FAIR
2757287,2757287,null,50000,FAIR_NULL,1511000,1511000,MATCH,MISMATCH,FAIR
2757493,2757493,null,181777000,FAIR_NULL,103228000,103228000,MATCH,MISMATCH,FAIR
2757501,2757501,null,12019000,FAIR_NULL,1583000,1583000,MATCH,MISMATCH,FAIR
2757821,2757821,null,11607000,FAIR_NULL,4806000,4806000,MATCH,MISMATCH,FAIR
2757933,2757933,null,0,FAIR_NULL,0,0,MATCH,MISMATCH,FAIR
2758025,2758025,null,10264000,FAIR_NULL,5638000,6214000,MISMATCH,MISMATCH,FAIR
2758080,2758080,null,239906310.020143,FAIR_NULL,385974610.015459,385974610.015459,MATCH,MISMATCH,FAIR
2758155,2758155,null,338235000,FAIR_NULL,8742074000,8742074000,MATCH,MISMATCH,FAIR
2758284,2758284,null,68257000,FAIR_NULL,50905000,50905000,MATCH,MISMATCH,FAIR
2758391,2758391,15410000,15410000,MATCH,null,10430000,FAIR_NULL,MISMATCH,FAIR
2758479,2758479,15453602000,15453602000,MATCH,null,14975000000,FAIR_NULL,MISMATCH,FAIR
2758491,2758491,null,15453602000,FAIR_NULL,77961115,14975000000,MISMATCH,MISMATCH,FAIR
2758517,2758517,null,4647000,FAIR_NULL,2847000,3136000,MISMATCH,MISMATCH,FAIR
2758634,2758634,null,8303000,FAIR_NULL,5606000,5606000,MATCH,MISMATCH,FAIR
2758644,2758644,null,7872000,FAIR_NULL,4780000,10035000,MISMATCH,MISMATCH,FAIR
2758748,2758748,null,21625000,FAIR_NULL,556969000,556969000,MATCH,MISMATCH,FAIR
2759092,2759092,8199501000,8199501000,MATCH,null,8927384000,FAIR_NULL,MISMATCH,FAIR
2759104,2759104,48857000,48857000,MATCH,null,114163000,FAIR_NULL,MISMATCH,FAIR
2759152,2759152,null,1647274000,FAIR_NULL,1394472000,1394472000,MATCH,MISMATCH,FAIR
2759711,2759711,1632457149.30086,1632457149.30086,MATCH,null,2046637347.76725,FAIR_NULL,MISMATCH,FAIR
2760545,2760545,1991000,1991000,MATCH,null,4325000,FAIR_NULL,MISMATCH,FAIR
2760917,2760917,null,17935000,FAIR_NULL,9835000,10117000,MISMATCH,MISMATCH,FAIR
2760925,2760925,null,41966000,FAIR_NULL,39945000,39945000,MATCH,MISMATCH,FAIR
2761457,2761457,15786000,15786000,MATCH,null,16835000,FAIR_NULL,MISMATCH,FAIR
2761458,2761458,7571000,7571000,MATCH,null,34946000,FAIR_NULL,MISMATCH,FAIR
2761485,2761485,null,521005293.483862,FAIR_NULL,451391764.650771,451391764.650771,MATCH,MISMATCH,FAIR
2761490,2761490,23429000,23429000,MATCH,null,5615000,FAIR_NULL,MISMATCH,FAIR
2761621,2761621,null,81320000,FAIR_NULL,1914853000,1914853000,MATCH,MISMATCH,FAIR
2761731,2761731,null,92663000,FAIR_NULL,79206000,79206000,MATCH,MISMATCH,FAIR
2761745,2761745,null,12868000,FAIR_NULL,9696000,10086000,MISMATCH,MISMATCH,FAIR
2761830,2761830,23358000,23358000,MATCH,null,55036000,FAIR_NULL,MISMATCH,FAIR
2762327,2762327,2602000,2602000,MATCH,null,2676000,FAIR_NULL,MISMATCH,FAIR
2762446,2762446,null,26414016.0209866,FAIR_NULL,72196561.5777393,72196561.5777393,MATCH,MISMATCH,FAIR
2762619,2762619,9921000,9921000,MATCH,null,5349000,FAIR_NULL,MISMATCH,FAIR
2762641,2762641,null,360271000,FAIR_NULL,266878000,266878000,MATCH,MISMATCH,FAIR
2762718,2762718,null,9414071.29807467,FAIR_NULL,51648475.1955778,51648475.1955778,MATCH,MISMATCH,FAIR
2762961,2762961,null,221059990.9788,FAIR_NULL,81494136.2201173,81494136.2201173,MATCH,MISMATCH,FAIR
2762984,2762984,null,217004000,FAIR_NULL,5706585000,5730113000,MISMATCH,MISMATCH,FAIR
2763029,2763029,null,10077040000,FAIR_NULL,6687906000,6687906000,MATCH,MISMATCH,FAIR
