DeliveryEntity,ReportingDate,CounterpartyID,CounterpartySourceSystemIdentifier,BcdbId,AacAlphaCode,GlobalCounterpartyIdentifier,PDModelCode,LastPerformingPDModelCode,ApprovedUniformCounterpartyRating,UCRStep2,ProbabilityOfDefaultBeforeConservatism,ProbabilityOfDefault,UniformCounterpartyRatingDate,UniformCounterpartyRatingExpiryDate,PDMarginOfConservatism,UCRCase,RatingSourceCounterpartyID,RatingSourceCounterpartySSI,fairid,UniquePDRatingId,CptyInRatingSystem,InterCompanyIndicator,Default
FBS,2024-12-31,BCA2001814259,AAB.SYS.1861,2001814259,null,000148077544,PGCRWW03,PGCRWW03,4+,4+,0.006,0.006648,2024-12-02,2025-12-02,1.108,FAIR_BCDB,BCA2001814259,AAB.SYS.1861,5402001814259,2903002,BYO,N,N
