RatingID,XPK_COUNTERPARTY,FAIR_AnnualTurnover,RDF_TotalTurnover,Turnover_Difference,Turnover_Match_Status,FAIR_TotalAssets,RDF_TotalAssets,Assets_Difference,Assets_Match_Status,Overall_Match_Status
2908729,2908729,1683000.00,1683000,0,MATCH,4505000.00,4373000,132000,MISMATCH,MISMATCH
2908778,2908778,7337000.00,10311000,2974000,MISMATCH,4919000.00,4899000,20000,MISMATCH,MISMATCH
2908920,2908920,41120000.00,41120000,0,MATCH,36441000.00,28067000,8374000,MISMATCH,MISMATCH
2908960,2908960,36920015000.00,36920015000,0,MATCH,986038832000.00,1553787549000,567748717000,MISMATCH,MISMATCH
2909029,2909029,22311000.00,22311000,0,MATCH,8787000.00,6826000,1961000,MISMATCH,MISMATCH
2909050,2909050,2816000.00,2726000,90000,MISMATCH,5867000.00,5785000,82000,MISMATCH,MISMATCH
2909089,2909089,562000.00,1335000,773000,MISMATCH,7550000.00,7550000,0,MATCH,MISMATCH
2909127,2909127,54509000.00,54509000,0,MATCH,9243000.00,10832000,1589000,MISMATCH,MISMATCH
2909197,2909197,2870000.00,2870000,0,MATCH,2582000.00,2442000,140000,MISMATCH,MISMATCH
2909228,2909228,1906000.00,1411000,495000,MISMATCH,2238000.00,2220000,18000,MISMATCH,MISMATCH
2909230,2909230,9134000.00,11054000,1920000,MISMATCH,5966000.00,5966000,0,MATCH,MISMATCH
2909412,2909412,868000.00,1160000,292000,MISMATCH,2179000.00,2179000,0,MATCH,MISMATCH
2909429,2909429,4133268848.41,4133268848.40668,0.0033197402954101562,MATCH,112508633615.48,104020957601.161,8487676014.319,MISMATCH,MISMATCH
2909464,2909464,3396636036.33,3396636036.32651,0.003489971160888672,MATCH,47326432889.96,43054758450.2123,4271674439.747696,MISMATCH,MISMATCH
2909545,2909545,247357000.00,344515000,97158000,MISMATCH,88253000.00,194566000,106313000,MISMATCH,MISMATCH
2909639,2909639,1537643075.93,1537643075.931,0.0009999275207519531,MATCH,44078056188.31,41470148852.7057,2607907335.604294,MISMATCH,MISMATCH
2909677,2909677,7621000.00,7621000,0,MATCH,28337000.00,22914000,5423000,MISMATCH,MISMATCH
2909694,2909694,1950000.00,1950000,0,MATCH,26804000.00,26548000,256000,MISMATCH,MISMATCH
2909711,2909711,16002000.00,16002000,0,MATCH,9036000.00,10635000,1599000,MISMATCH,MISMATCH
2909772,2909772,5318000.00,5318000,0,MATCH,6399000.00,6188000,211000,MISMATCH,MISMATCH
2909836,2909836,26492000.00,26492000,0,MATCH,8579000.00,11378000,2799000,MISMATCH,MISMATCH
2909863,2909863,7772000.00,5790000,1982000,MISMATCH,14665000.00,14665000,0,MATCH,MISMATCH
2910073,2910073,14432000.00,14220000,212000,MISMATCH,9237000.00,7441000,1796000,MISMATCH,MISMATCH
2910165,2910165,50956000.00,50956000,0,MATCH,26055000.00,22894000,3161000,MISMATCH,MISMATCH
2910204,2910204,48131000.00,48131000,0,MATCH,38339000.00,38066000,273000,MISMATCH,MISMATCH
2910247,2910247,1969000.00,19664000,17695000,MISMATCH,20698000.00,20698000,0,MATCH,MISMATCH
2910271,2910271,15523000.00,15499000,24000,MISMATCH,6428000.00,6428000,0,MATCH,MISMATCH
2910277,2910277,4596000.00,3571000,1025000,MISMATCH,27025000.00,27025000,0,MATCH,MISMATCH
2910292,2910292,39729000.00,35250000,4479000,MISMATCH,29518000.00,27297000,2221000,MISMATCH,MISMATCH
2910329,2910329,7185000.00,10258000,3073000,MISMATCH,4261000.00,4261000,0,MATCH,MISMATCH
2910333,2910333,407000.00,407000,0,MATCH,6267000.00,5981000,286000,MISMATCH,MISMATCH
2910419,2910419,1506690311.14,1506690311.13977,0.0002300739288330078,MATCH,21464570737.61,16454081358.4825,5010489379.127501,MISMATCH,MISMATCH
2910450,2910450,8052000.00,11194000,3142000,MISMATCH,6551000.00,6551000,0,MATCH,MISMATCH
2910486,2910486,1885218000.00,1885218000,0,MATCH,46186079000.00,45663604000,522475000,MISMATCH,MISMATCH
2910501,2910501,25791000.00,18034000,7757000,MISMATCH,66190000.00,65311000,879000,MISMATCH,MISMATCH
2910626,2910626,2188000.00,1758000,430000,MISMATCH,108619000.00,100906000,7713000,MISMATCH,MISMATCH
2910708,2910708,2968000.00,2968000,0,MATCH,48421000.00,47558000,863000,MISMATCH,MISMATCH
2910728,2910728,43854405.77,31754433.5866811,12099972.183318902,MISMATCH,121899203.76,121899203.764025,0.004024997353553772,MATCH,MISMATCH
2910742,2910742,556000.00,2313000,1757000,MISMATCH,8724000.00,13182000,4458000,MISMATCH,MISMATCH
2910777,2910777,559000.00,527000,32000,MISMATCH,2372000.00,2372000,0,MATCH,MISMATCH
2910783,2910783,48639000.00,48639000,0,MATCH,1457225333.33,1142494000,314731333.3299999,MISMATCH,MISMATCH
2910815,2910815,8112000.00,13128000,5016000,MISMATCH,13225000.00,13225000,0,MATCH,MISMATCH
2910887,2910887,8474000.00,10089000,1615000,MISMATCH,16284000.00,16284000,0,MATCH,MISMATCH
2911004,2911004,128672000.00,109709000,18963000,MISMATCH,126357000.00,112666000,13691000,MISMATCH,MISMATCH
2911018,2911018,1827000.00,1368000,459000,MISMATCH,1667000.00,1667000,0,MATCH,MISMATCH
2911022,2911022,16122600.00,16122600,0,MATCH,14602000.00,14526000,76000,MISMATCH,MISMATCH
2911026,2911026,18173000.00,18173000,0,MATCH,13210000.00,12875000,335000,MISMATCH,MISMATCH
2911049,2911049,9866000.00,7482000,2384000,MISMATCH,5264000.00,3441000,1823000,MISMATCH,MISMATCH
2911082,2911082,6439000.00,6439000,0,MATCH,89161000.00,81239000,7922000,MISMATCH,MISMATCH
2911084,2911084,82056641.33,82056641.3318856,0.0018856078386306763,MATCH,252798988.15,228997466.521897,23801521.628103018,MISMATCH,MISMATCH
2911196,2911196,5313000.00,5038000,275000,MISMATCH,82239000.00,82239000,0,MATCH,MISMATCH
2911198,2911198,3171500000000.00,3171500000,3168328500000,MISMATCH,13258000000000.00,13258000000,13244742000000,MISMATCH,MISMATCH
2911238,2911238,1366000.00,1003000,363000,MISMATCH,1550000.00,1219000,331000,MISMATCH,MISMATCH
2911261,2911261,3057000.00,3057000,0,MATCH,7222000.00,6976000,246000,MISMATCH,MISMATCH
2911349,2911349,69627000.00,69627000,0,MATCH,17011000.00,16047000,964000,MISMATCH,MISMATCH
2911356,2911356,69626000.00,69627000,1000,MISMATCH,16693000.00,16047000,646000,MISMATCH,MISMATCH
2911397,2911397,66645000.00,65768000,877000,MISMATCH,86198000.00,86198000,0,MATCH,MISMATCH
2911460,2911460,5145000.00,5145000,0,MATCH,11010000.00,10620000,390000,MISMATCH,MISMATCH
2911484,2911484,44522000.00,41493000,3029000,MISMATCH,33579000.00,33579000,0,MATCH,MISMATCH
2911510,2911510,14563000.00,13720000,843000,MISMATCH,4295000.00,4099000,196000,MISMATCH,MISMATCH
2911533,2911533,4445000.00,3922000,523000,MISMATCH,5773000.00,5773000,0,MATCH,MISMATCH
2911551,2911551,393000.00,393000,0,MATCH,4255000.00,4161000,94000,MISMATCH,MISMATCH
2911556,2911556,95669000.00,124196000,28527000,MISMATCH,57431000.00,57431000,0,MATCH,MISMATCH
2911641,2911641,90300000.00,83094000,7206000,MISMATCH,229564000.00,229564000,0,MATCH,MISMATCH
2911652,2911652,12673000.00,12673000,0,MATCH,14323000.00,13521000,802000,MISMATCH,MISMATCH
2911813,2911813,683000.00,683000,0,MATCH,12672000.00,12616000,56000,MISMATCH,MISMATCH
2911850,2911850,492000.00,444000,48000,MISMATCH,12570000.00,12479000,91000,MISMATCH,MISMATCH
2911856,2911856,552601059.14,318764929.424539,233836129.71546096,MISMATCH,518061554.32,400489504.162143,117572050.157857,MISMATCH,MISMATCH
2911948,2911948,45460000.00,40146000,5314000,MISMATCH,347989000.00,325724000,22265000,MISMATCH,MISMATCH
2911990,2911990,710000.00,710000,0,MATCH,9517000.00,9051000,466000,MISMATCH,MISMATCH
2912069,2912069,14034000.00,13134000,900000,MISMATCH,6382000.00,6382000,0,MATCH,MISMATCH
2912080,2912080,19518000.00,18606000,912000,MISMATCH,6866000.00,14199000,7333000,MISMATCH,MISMATCH
2912084,2912084,496159647.73,325692182.410423,170467465.31957704,MISMATCH,92973521.62,115997104.596453,23023582.97645299,MISMATCH,MISMATCH
2912096,2912096,18757000.00,18757000,0,MATCH,4086000.00,3881000,205000,MISMATCH,MISMATCH
2912207,2912207,21574000.00,21574000,0,MATCH,10261000.00,10219000,42000,MISMATCH,MISMATCH
2912234,2912234,79664000.00,65896000,13768000,MISMATCH,13256000.00,11045000,2211000,MISMATCH,MISMATCH
2912317,2912317,7171000.00,10445000,3274000,MISMATCH,17568000.00,17568000,0,MATCH,MISMATCH
2912398,2912398,2754000.00,2754000,0,MATCH,9118000.00,9088000,30000,MISMATCH,MISMATCH
2912440,2912440,22126000.00,20642000,1484000,MISMATCH,8732000.00,8706000,26000,MISMATCH,MISMATCH
2912455,2912455,5295000.00,5295000,0,MATCH,41417000.00,40544000,873000,MISMATCH,MISMATCH
2912472,2912472,44220000.00,36556000,7664000,MISMATCH,21778000.00,16545000,5233000,MISMATCH,MISMATCH
2912503,2912503,907000.00,907000,0,MATCH,14535000.00,14122000,413000,MISMATCH,MISMATCH
2912537,2912537,3781058000.00,3781058000,0,MATCH,9510979000.00,10940121000,1429142000,MISMATCH,MISMATCH
2912689,2912689,0.00,0,0,MATCH,69801000.00,65509000,4292000,MISMATCH,MISMATCH
2912721,2912721,30181000.00,20507000,9674000,MISMATCH,28354000.00,28354000,0,MATCH,MISMATCH
2912745,2912745,25647000.00,20507000,5140000,MISMATCH,15320000.00,28354000,13034000,MISMATCH,MISMATCH
2912749,2912749,2373000.00,2373000,0,MATCH,14307000.00,13967000,340000,MISMATCH,MISMATCH
2912752,2912752,16057000.00,14758000,1299000,MISMATCH,7856000.00,7856000,0,MATCH,MISMATCH
2912853,2912853,66799000.00,49663000,17136000,MISMATCH,50479000.00,39736000,10743000,MISMATCH,MISMATCH
2912899,2912899,3967000.00,3967000,0,MATCH,111323000.00,103106000,8217000,MISMATCH,MISMATCH
2912989,2912989,621000.00,511000,110000,MISMATCH,2580000.00,2580000,0,MATCH,MISMATCH
2913089,2913089,9042000.00,10182000,1140000,MISMATCH,5445000.00,5445000,0,MATCH,MISMATCH
2913110,2913110,9767000.00,9767000,0,MATCH,6486000.00,4158000,2328000,MISMATCH,MISMATCH
2913243,2913243,107930856.79,107888165.038002,42691.7519980073,MISMATCH,514268047.03,480175533.840029,34092513.18997097,MISMATCH,MISMATCH
2913278,2913278,173457000.00,173457000,0,MATCH,93555000.00,107336000,13781000,MISMATCH,MISMATCH
2913301,2913301,9781000.00,9781000,0,MATCH,5741000.00,5513000,228000,MISMATCH,MISMATCH
2913355,2913355,6334000.00,4980000,1354000,MISMATCH,8124000.00,6465000,1659000,MISMATCH,MISMATCH
2913360,2913360,247983000.00,247983000,0,MATCH,414189000.00,412541000,1648000,MISMATCH,MISMATCH
2913365,2913365,6629000.00,11729000,5100000,MISMATCH,39860000.00,39860000,0,MATCH,MISMATCH
2913381,2913381,5145000.00,5145000,0,MATCH,31604000.00,25780000,5824000,MISMATCH,MISMATCH
2913438,2913438,51271000.00,44269000,7002000,MISMATCH,271235000.00,238667000,32568000,MISMATCH,MISMATCH
2913465,2913465,51720000.00,50622000,1098000,MISMATCH,8186000.00,8186000,0,MATCH,MISMATCH
2913582,2913582,252072890.80,243410242.490047,8662648.309953004,MISMATCH,2012068206.31,1911226927.25299,100841279.05700994,MISMATCH,MISMATCH
2913621,2913621,23700000.00,23700000,0,MATCH,12827000.00,12820000,7000,MISMATCH,MISMATCH
2913641,2913641,20717000.00,20717000,0,MATCH,6008000.00,5082000,926000,MISMATCH,MISMATCH
2913692,2913692,2881000.00,2617000,264000,MISMATCH,4424000.00,4424000,0,MATCH,MISMATCH
2913732,2913732,20278000.00,20133000,145000,MISMATCH,8015000.00,7496000,519000,MISMATCH,MISMATCH
2913856,2913856,11435000.00,10336000,1099000,MISMATCH,6734000.00,6734000,0,MATCH,MISMATCH
2913859,2913859,10793000.00,10793000,0,MATCH,13641000.00,11675000,1966000,MISMATCH,MISMATCH
2913892,2913892,6819000.00,10719000,3900000,MISMATCH,21833000.00,20824000,1009000,MISMATCH,MISMATCH
2914013,2914013,16965000.00,14963000,2002000,MISMATCH,59461000.00,59461000,0,MATCH,MISMATCH
2914050,2914050,9883000.00,9883000,0,MATCH,9161000.00,7813000,1348000,MISMATCH,MISMATCH
2914052,2914052,363000.00,362000,1000,MISMATCH,6405000.00,6405000,0,MATCH,MISMATCH
2914055,2914055,73381000.00,73381000,0,MATCH,22245000.00,17539000,4706000,MISMATCH,MISMATCH
2914126,2914126,126752000.00,119849000,6903000,MISMATCH,26305000.00,26012000,293000,MISMATCH,MISMATCH
2914130,2914130,14775000.00,362000,14413000,MISMATCH,5762000.00,6405000,643000,MISMATCH,MISMATCH
2914206,2914206,12057000.00,10965000,1092000,MISMATCH,51655000.00,51655000,0,MATCH,MISMATCH
2914253,2914253,8134000.00,7236000,898000,MISMATCH,15199000.00,14401000,798000,MISMATCH,MISMATCH
2914281,2914281,61252000.00,60717000,535000,MISMATCH,50486000.00,50486000,0,MATCH,MISMATCH
2914326,2914326,8735000.00,10429000,1694000,MISMATCH,8925000.00,8753000,172000,MISMATCH,MISMATCH
2914362,2914362,1211707000.00,7435630677.49359,6223923677.49359,MISMATCH,659182000.00,5398511072.37918,4739329072.37918,MISMATCH,MISMATCH
2914835,2914835,3507000.00,3507000,0,MATCH,3209000.00,3152000,57000,MISMATCH,MISMATCH
2914867,2914867,184199184.90,153663590.300398,30535594.599602014,MISMATCH,191605377.80,181940825.190011,9664552.609989017,MISMATCH,MISMATCH
2914955,2914955,13803000.00,12418000,1385000,MISMATCH,6107000.00,6107000,0,MATCH,MISMATCH
2914974,2914974,14880000.00,14880000,0,MATCH,13203000.00,12979000,224000,MISMATCH,MISMATCH
2915038,2915038,2046000.00,2046000,0,MATCH,7269000.00,6236000,1033000,MISMATCH,MISMATCH
2915097,2915097,32072007.63,31684173.6694678,387833.9605321996,MISMATCH,434925303.45,434925303.454715,0.004715025424957275,MATCH,MISMATCH
2915141,2915141,385562000.00,162942000,222620000,MISMATCH,68516000.00,40446000,28070000,MISMATCH,MISMATCH
2915197,2915197,13753000.00,12001000,1752000,MISMATCH,26952000.00,26952000,0,MATCH,MISMATCH
2915202,2915202,7121000.00,5730000,1391000,MISMATCH,8969000.00,8969000,0,MATCH,MISMATCH
2915213,2915213,385562000.00,162942000,222620000,MISMATCH,66952000.00,40446000,26506000,MISMATCH,MISMATCH
2915225,2915225,424421687.32,192017734.3467246,232403952.9732754,MISMATCH,210817951.50,210817951.50199,0.001989990472793579,MATCH,MISMATCH
2915290,2915290,19022000.00,14828000,4194000,MISMATCH,8417000.00,8417000,0,MATCH,MISMATCH
2915390,2915390,1569000.00,1481000,88000,MISMATCH,6329000.00,5586000,743000,MISMATCH,MISMATCH
2915400,2915400,3130000.00,3130000,0,MATCH,949000.00,1906000,957000,MISMATCH,MISMATCH
2915505,2915505,8624000.00,8239000,385000,MISMATCH,8042000.00,7819000,223000,MISMATCH,MISMATCH
2915593,2915593,5512000.00,5512000,0,MATCH,6664000.00,6517000,147000,MISMATCH,MISMATCH
2915596,2915596,2333000.00,2333000,0,MATCH,4417000.00,4329000,88000,MISMATCH,MISMATCH
2915699,2915699,2847000.00,2846000,1000,MISMATCH,13617000.00,13617000,0,MATCH,MISMATCH
2915732,2915732,47428000.00,33405000,14023000,MISMATCH,26882000.00,26882000,0,MATCH,MISMATCH
2915843,2915843,94843000.00,104416000,9573000,MISMATCH,28594000.00,28594000,0,MATCH,MISMATCH
2915850,2915850,16266000.00,15221000,1045000,MISMATCH,8479000.00,8162000,317000,MISMATCH,MISMATCH
2915851,2915851,66406520.82,65351972.4936663,1054548.3263337016,MISMATCH,5878028243.60,4960371878.39305,917656365.2069502,MISMATCH,MISMATCH
2915868,2915868,2347000.00,2067000,280000,MISMATCH,22490000.00,22490000,0,MATCH,MISMATCH
2915887,2915887,4102000.00,3646000,456000,MISMATCH,6683000.00,6683000,0,MATCH,MISMATCH
2915911,2915911,85871000.00,85871000,0,MATCH,64484000.00,51029000,13455000,MISMATCH,MISMATCH
2916095,2916095,1193000.00,1193000,0,MATCH,20821000.00,20809000,12000,MISMATCH,MISMATCH
2916232,2916232,1184000.00,1184000,0,MATCH,998000.00,1061000,63000,MISMATCH,MISMATCH
2916275,2916275,6167000.00,6167000,0,MATCH,50573000.00,49119000,1454000,MISMATCH,MISMATCH
2916319,2916319,77700000.00,58069000,19631000,MISMATCH,52729000.00,43309000,9420000,MISMATCH,MISMATCH
2916358,2916358,7330000.00,7330000,0,MATCH,81103000.00,73227000,7876000,MISMATCH,MISMATCH
2916388,2916388,2120000.00,1620000,500000,MISMATCH,5240000.00,5130000,110000,MISMATCH,MISMATCH
2916447,2916447,17509000.00,16372000,1137000,MISMATCH,5724000.00,5724000,0,MATCH,MISMATCH
2916467,2916467,9883000.00,17342000,7459000,MISMATCH,25670000.00,25670000,0,MATCH,MISMATCH
2916478,2916478,28647000.00,28647000,0,MATCH,15442000.00,13907000,1535000,MISMATCH,MISMATCH
2916488,2916488,125564000.00,115092000,10472000,MISMATCH,72038000.00,72038000,0,MATCH,MISMATCH
2916630,2916630,52000.00,465000,413000,MISMATCH,5545000.00,5156000,389000,MISMATCH,MISMATCH
2916635,2916635,35536000.00,35536000,0,MATCH,20328000.00,10512000,9816000,MISMATCH,MISMATCH
2916679,2916679,158783211.69,134317973.217517,24465238.47248301,MISMATCH,175819569.96,162870108.577633,12949461.382367015,MISMATCH,MISMATCH
2916698,2916698,1240000.00,1210000,30000,MISMATCH,6082000.00,5983000,99000,MISMATCH,MISMATCH
2916731,2916731,3487000.00,1837000,1650000,MISMATCH,3458000.00,3143000,315000,MISMATCH,MISMATCH
2916743,2916743,4425000.00,4060000,365000,MISMATCH,4491000.00,4491000,0,MATCH,MISMATCH
2916797,2916797,11911000.00,10524000,1387000,MISMATCH,19884000.00,19164000,720000,MISMATCH,MISMATCH
2916798,2916798,1589000.00,1589000,0,MATCH,19024000.00,16907000,2117000,MISMATCH,MISMATCH
2917043,2917043,17320000.00,15098000,2222000,MISMATCH,24778000.00,24778000,0,MATCH,MISMATCH
2917119,2917119,7367000.00,452000,6915000,MISMATCH,9427000.00,9427000,0,MATCH,MISMATCH
2917132,2917132,7335000.00,11312000,3977000,MISMATCH,9957000.00,13502000,3545000,MISMATCH,MISMATCH
2917236,2917236,93507000.00,77176000,16331000,MISMATCH,26586000.00,25991000,595000,MISMATCH,MISMATCH
2917452,2917452,156000.00,156000,0,MATCH,1779000.00,1255000,524000,MISMATCH,MISMATCH
2917495,2917495,173000.00,173000,0,MATCH,1564000.00,1544000,20000,MISMATCH,MISMATCH
2917625,2917625,628000.00,522000,106000,MISMATCH,4214000.00,4214000,0,MATCH,MISMATCH
2917652,2917652,9040000.00,6004000,3036000,MISMATCH,3917000.00,3361000,556000,MISMATCH,MISMATCH
2917823,2917823,96989000.00,96989000,0,MATCH,84836000.00,78392000,6444000,MISMATCH,MISMATCH
2917824,2917824,8215000.00,8065000,150000,MISMATCH,4800000.00,4800000,0,MATCH,MISMATCH
2917835,2917835,13769000.00,12466000,1303000,MISMATCH,4845000.00,4845000,0,MATCH,MISMATCH
2917909,2917909,823000.00,1066000,243000,MISMATCH,404000.00,404000,0,MATCH,MISMATCH
2917922,2917922,45127000.00,43538000,1589000,MISMATCH,39226000.00,39226000,0,MATCH,MISMATCH
2917999,2917999,25031000.00,25031000,0,MATCH,22874000.00,20640000,2234000,MISMATCH,MISMATCH
2918020,2918020,6733000.00,6733000,0,MATCH,9487000.00,8863000,624000,MISMATCH,MISMATCH
2918027,2918027,171000.00,171000,0,MATCH,3942000.00,3250000,692000,MISMATCH,MISMATCH
2918094,2918094,91707000.00,129889000,38182000,MISMATCH,390238000.00,378867000,11371000,MISMATCH,MISMATCH
2918105,2918105,1835000.00,1798000,37000,MISMATCH,2405000.00,2353000,52000,MISMATCH,MISMATCH
2918131,2918131,9396000.00,9010000,386000,MISMATCH,9334000.00,9195000,139000,MISMATCH,MISMATCH
2918175,2918175,10855000.00,10855000,0,MATCH,8622000.00,8038000,584000,MISMATCH,MISMATCH
2918193,2918193,4799000.00,4250000,549000,MISMATCH,4350000.00,4350000,0,MATCH,MISMATCH
2918244,2918244,9311000.00,7873000,1438000,MISMATCH,11802000.00,11802000,0,MATCH,MISMATCH
2918329,2918329,1595000.00,1443000,152000,MISMATCH,5809000.00,5729000,80000,MISMATCH,MISMATCH
2918357,2918357,53673000.00,53673000,0,MATCH,18844000.00,18446000,398000,MISMATCH,MISMATCH
2918423,2918423,6806000.00,6588000,218000,MISMATCH,4998000.00,4384000,614000,MISMATCH,MISMATCH
2918424,2918424,11857000.00,11857000,0,MATCH,9399000.00,9203000,196000,MISMATCH,MISMATCH
2918460,2918460,4047504000.00,4047504000,0,MATCH,81985000000.00,64579382000,17405618000,MISMATCH,MISMATCH
2918502,2918502,40867000.00,36484000,4383000,MISMATCH,20552000.00,18648000,1904000,MISMATCH,MISMATCH
2918514,2918514,99846000.00,119553000,19707000,MISMATCH,331458000.00,331294000,164000,MISMATCH,MISMATCH
2918515,2918515,198592000.00,198592000,0,MATCH,3558937000.00,3464165000,94772000,MISMATCH,MISMATCH
2918607,2918607,25245000.00,13126000,12119000,MISMATCH,3758000.00,3180000,578000,MISMATCH,MISMATCH
2918696,2918696,1336000.00,1260000,76000,MISMATCH,7686000.00,7686000,0,MATCH,MISMATCH
2918717,2918717,99913000.00,116139000,16226000,MISMATCH,2433934000.00,2433934000,0,MATCH,MISMATCH
2918733,2918733,9461874578.88,9338496867.21112,123377711.66887856,MISMATCH,269493631601.87,243878228149.183,25615403452.68698,MISMATCH,MISMATCH
2918802,2918802,22838000.00,19442000,3396000,MISMATCH,33676000.00,30540000,3136000,MISMATCH,MISMATCH
2918975,2918975,489000.00,489000,0,MATCH,4279000.00,2580000,1699000,MISMATCH,MISMATCH
2919016,2919016,158870000.00,126380000,32490000,MISMATCH,97423000.00,92488000,4935000,MISMATCH,MISMATCH
2919092,2919092,8716000.00,11398000,2682000,MISMATCH,45973000.00,45973000,0,MATCH,MISMATCH
2919099,2919099,58884000.00,53669000,5215000,MISMATCH,1133807000.00,1098199000,35608000,MISMATCH,MISMATCH
2919110,2919110,57065078.00,42817784.111473,14247293.888526998,MISMATCH,302152551.57,302152551.574376,0.0043759942054748535,MATCH,MISMATCH
2919165,2919165,8266000.00,8266000,0,MATCH,9233000.00,9214000,19000,MISMATCH,MISMATCH
2919193,2919193,9515000.00,10063000,548000,MISMATCH,202466000.00,175234000,27232000,MISMATCH,MISMATCH
2919202,2919202,31650000.00,31650000,0,MATCH,22623000.00,17694000,4929000,MISMATCH,MISMATCH
2919234,2919234,4066000.00,3397000,669000,MISMATCH,3058000.00,3058000,0,MATCH,MISMATCH
2919259,2919259,13012000.00,12317000,695000,MISMATCH,5675000.00,5675000,0,MATCH,MISMATCH
2919284,2919284,8903000.00,7727000,1176000,MISMATCH,9555000.00,13258000,3703000,MISMATCH,MISMATCH
2919290,2919290,14451000.00,14451000,0,MATCH,6067000.00,5604000,463000,MISMATCH,MISMATCH
2919434,2919434,86646000.00,86646000,0,MATCH,88564000.00,84975000,3589000,MISMATCH,MISMATCH
2919439,2919439,7548000.00,7347000,201000,MISMATCH,6063000.00,5983000,80000,MISMATCH,MISMATCH
2919607,2919607,141293073.64,141293073.642964,0.002964019775390625,MATCH,3791960983.31,3661403710.96001,130557272.34998989,MISMATCH,MISMATCH
2919674,2919674,87058000.00,128563000,41505000,MISMATCH,87506000.00,87506000,0,MATCH,MISMATCH
2919697,2919697,105065000.00,105065000,0,MATCH,89430000.00,120827000,31397000,MISMATCH,MISMATCH
2919718,2919718,77560000.00,130029000,52469000,MISMATCH,64578000.00,64578000,0,MATCH,MISMATCH
2919836,2919836,9499000.00,13922000,4423000,MISMATCH,13601000.00,12971000,630000,MISMATCH,MISMATCH
2919999,2919999,229434000.00,18236000,211198000,MISMATCH,254354000.00,254354000,0,MATCH,MISMATCH
2920119,2920119,38436000.00,29363000,9073000,MISMATCH,24770000.00,22267000,2503000,MISMATCH,MISMATCH
2920160,2920160,11380000.00,11194000,186000,MISMATCH,5131000.00,5131000,0,MATCH,MISMATCH
2920222,2920222,21542000.00,21542000,0,MATCH,9224000.00,8654000,570000,MISMATCH,MISMATCH
2920227,2920227,13555000.00,13555000,0,MATCH,9344000.00,9210000,134000,MISMATCH,MISMATCH
2920278,2920278,24058000.00,22153000,1905000,MISMATCH,4531000.00,4435000,96000,MISMATCH,MISMATCH
2920356,2920356,143882000.00,142451000,1431000,MISMATCH,3280517000.00,3146336000,134181000,MISMATCH,MISMATCH
2920402,2920402,72852000.00,72852000,0,MATCH,1453109000.00,1398756000,54353000,MISMATCH,MISMATCH
2920424,2920424,420000.00,406000,14000,MISMATCH,2669000.00,2669000,0,MATCH,MISMATCH
2920540,2920540,58666000.00,107741000,49075000,MISMATCH,417978000.00,417978000,0,MATCH,MISMATCH
2920644,2920644,696000.00,696000,0,MATCH,16354000.00,15671000,683000,MISMATCH,MISMATCH
2920646,2920646,152511000.00,152511000,0,MATCH,77062000.00,326253000,249191000,MISMATCH,MISMATCH
2920647,2920647,26696000.00,24136000,2560000,MISMATCH,5743000.00,5743000,0,MATCH,MISMATCH
2920673,2920673,4128000.00,3949000,179000,MISMATCH,3547000.00,3547000,0,MATCH,MISMATCH
2920868,2920868,2838000.00,2838000,0,MATCH,7567000.00,7534000,33000,MISMATCH,MISMATCH
2920874,2920874,673000.00,673000,0,MATCH,14456000.00,14400000,56000,MISMATCH,MISMATCH
2920972,2920972,3327000.00,3327000,0,MATCH,34233000.00,33981000,252000,MISMATCH,MISMATCH
2921004,2921004,4987000.00,4987000,0,MATCH,18264000.00,16864000,1400000,MISMATCH,MISMATCH
2921025,2921025,20291000.00,13663000,6628000,MISMATCH,26856000.00,26856000,0,MATCH,MISMATCH
2921082,2921082,15364000.00,15364000,0,MATCH,196742000.00,196560000,182000,MISMATCH,MISMATCH
2921154,2921154,6015000.00,5207000,808000,MISMATCH,3242000.00,3072000,170000,MISMATCH,MISMATCH
2921168,2921168,38745000.00,34948000,3797000,MISMATCH,43722000.00,43722000,0,MATCH,MISMATCH
2921205,2921205,229421000.00,229421000,0,MATCH,242084000.00,225299000,16785000,MISMATCH,MISMATCH
2921254,2921254,2720000.00,2720000,0,MATCH,5790000.00,5643000,147000,MISMATCH,MISMATCH
2921323,2921323,15584000.00,15584000,0,MATCH,8873000.00,7534000,1339000,MISMATCH,MISMATCH
2921409,2921409,167710000.00,167710000,0,MATCH,486172000.00,482308000,3864000,MISMATCH,MISMATCH
2921412,2921412,48712140.00,48712140,0,MATCH,49949000.00,134043000,84094000,MISMATCH,MISMATCH
2921496,2921496,3754000.00,3754000,0,MATCH,9792000.00,10165000,373000,MISMATCH,MISMATCH
2921576,2921576,37819000.00,30068000,7751000,MISMATCH,19233000.00,19233000,0,MATCH,MISMATCH
2921577,2921577,14384000.00,14384000,0,MATCH,5889000.00,5344000,545000,MISMATCH,MISMATCH
2921584,2921584,30068000.00,30068000,0,MATCH,8894000.00,18743000,9849000,MISMATCH,MISMATCH
2921648,2921648,66978000.00,124913000,57935000,MISMATCH,27791000.00,27791000,0,MATCH,MISMATCH
2921672,2921672,11452000.00,11452000,0,MATCH,991000.00,1096000,105000,MISMATCH,MISMATCH
2921771,2921771,40222000.00,23282000,16940000,MISMATCH,54904000.00,51052000,3852000,MISMATCH,MISMATCH
