RatingID,XPK_COUNTERPARTY,FAIR_AnnualTurnover,RDF_TotalTurnover,Turnover_Difference,Turnover_Match_Status,FAIR_TotalAssets,RDF_TotalAssets,Assets_Difference,Assets_Match_Status,Overall_Match_Status
2752236,2752236,9712704484.41,12731531362.7208,3018826878.3108006,MISMATCH,46378413828.64,46378413828.641,0.00099945068359375,MATCH,MISMATCH
2752543,2752543,49758000.00,49758000,0,MATCH,91382000.00,87503000,3879000,MISMATCH,MISMATCH
2752603,2752603,18145000.00,18145000,0,MATCH,16035000.00,15399000,636000,MISMATCH,MISMATCH
2753707,2753707,30405000.00,30405000,0,MATCH,6962000.00,6895000,67000,MISMATCH,MISMATCH
2753940,2753940,383500000.00,383500000,0,MATCH,30458300000.00,29896900000,561400000,MISMATCH,MISMATCH
2755015,2755015,95452000.00,95452000,0,MATCH,22980000.00,22739000,241000,MISMATCH,MISMATCH
2755275,2755275,1013000.00,1012000,1000,MISMATCH,809000.00,809000,0,MATCH,MISMATCH
2755450,2755450,51313000.00,23725000,27588000,MISMATCH,693432000.00,687527000,5905000,MISMATCH,MISMATCH
2755461,2755461,13206000.00,13002000,204000,MISMATCH,3370000.00,3249000,121000,MISMATCH,MISMATCH
2755547,2755547,37329806427.71,37329806427.7114,0.00140380859375,MATCH,186094941514.27,185487420579.791,607520934.4790039,MISMATCH,MISMATCH
2755647,2755647,304000.00,302000,2000,MISMATCH,4972000.00,4078000,894000,MISMATCH,MISMATCH
2755926,2755926,3317000.00,3317000,0,MATCH,48235000.00,48038000,197000,MISMATCH,MISMATCH
2755927,2755927,1815000.00,1743000,72000,MISMATCH,642000.00,1702000,1060000,MISMATCH,MISMATCH
2756074,2756074,6296000.00,477000,5819000,MISMATCH,5349000.00,4171000,1178000,MISMATCH,MISMATCH
2756331,2756331,7276721.09,14105726.3315688,6829005.2415688,MISMATCH,82633625.33,82633625.3337706,0.003770604729652405,MATCH,MISMATCH
2756379,2756379,59879000.00,101872000,41993000,MISMATCH,223190000.00,189812000,33378000,MISMATCH,MISMATCH
2756771,2756771,69813000.00,69813000,0,MATCH,225765000.00,198864000,26901000,MISMATCH,MISMATCH
2756865,2756865,6858000.00,5681000,1177000,MISMATCH,16626000.00,16626000,0,MATCH,MISMATCH
2757287,2757287,50000.00,50000,0,MATCH,2655000.00,1511000,1144000,MISMATCH,MISMATCH
2757493,2757493,181777000.00,181777000,0,MATCH,96234000.00,103228000,6994000,MISMATCH,MISMATCH
2757821,2757821,11922000.00,11607000,315000,MISMATCH,5611000.00,4806000,805000,MISMATCH,MISMATCH
2758025,2758025,6558000.00,10264000,3706000,MISMATCH,6760000.00,6214000,546000,MISMATCH,MISMATCH
2758080,2758080,86547219.77,239906310.020143,153359090.250143,MISMATCH,385974610.02,385974610.015459,0.004540979862213135,MATCH,MISMATCH
2758391,2758391,16598000.00,15410000,1188000,MISMATCH,9988000.00,10430000,442000,MISMATCH,MISMATCH
2758491,2758491,86334640.38,15453602000,15367267359.62,MISMATCH,77961115.00,14975000000,14897038885,MISMATCH,MISMATCH
2758634,2758634,8349000.00,8303000,46000,MISMATCH,5606000.00,5606000,0,MATCH,MISMATCH
2759104,2759104,48857000.00,48857000,0,MATCH,129903000.00,114163000,15740000,MISMATCH,MISMATCH
2760545,2760545,2148000.00,1991000,157000,MISMATCH,4325000.00,4325000,0,MATCH,MISMATCH
2760917,2760917,17935000.00,17935000,0,MATCH,7718000.00,10117000,2399000,MISMATCH,MISMATCH
2761457,2761457,15786000.00,15786000,0,MATCH,19067000.00,16835000,2232000,MISMATCH,MISMATCH
2761745,2761745,12868000.00,12868000,0,MATCH,11260000.00,10086000,1174000,MISMATCH,MISMATCH
2763226,2763226,31408000.00,31408000,0,MATCH,11186000.00,10754000,432000,MISMATCH,MISMATCH
2764435,2764435,153806000.00,153806000,0,MATCH,83223000.00,74543000,8680000,MISMATCH,MISMATCH
2765051,2765051,52759046778.46,50477350447.3697,2281696331.0903015,MISMATCH,908164726947.18,1105758186161.99,197593459214.80994,MISMATCH,MISMATCH
2765055,2765055,974737000.00,822123000,152614000,MISMATCH,4005006000.00,3998573000,6433000,MISMATCH,MISMATCH
2765103,2765103,52477493380.41,44407176652.457,8070316727.953003,MISMATCH,946561406364.45,1350821192673.44,404259786308.99,MISMATCH,MISMATCH
2765214,2765214,6334819881.01,6334819881.01373,0.0037298202514648438,MATCH,162303437775.82,145253846442.123,17049591333.697021,MISMATCH,MISMATCH
2765227,2765227,299286000.00,156595000,142691000,MISMATCH,4148809000.00,3595891000,552918000,MISMATCH,MISMATCH
2765968,2765968,700000.00,1570000,870000,MISMATCH,1111000.00,1111000,0,MATCH,MISMATCH
2766061,2766061,805000.00,2180000,1375000,MISMATCH,2312000.00,2312000,0,MATCH,MISMATCH
2766337,2766337,48679000.00,48679000,0,MATCH,24821000.00,18531000,6290000,MISMATCH,MISMATCH
2766421,2766421,58161000.00,107708000,49547000,MISMATCH,46353000.00,46353000,0,MATCH,MISMATCH
2766542,2766542,1744000.00,1744000,0,MATCH,2400000.00,2373000,27000,MISMATCH,MISMATCH
2766827,2766827,59204000.00,100890000,41686000,MISMATCH,173300000.00,171038000,2262000,MISMATCH,MISMATCH
2767218,2767218,245000.00,245000,0,MATCH,1172000.00,1125000,47000,MISMATCH,MISMATCH
2768351,2768351,5422148.21,2035421.39242715,3386726.81757285,MISMATCH,39747862.50,39747862.5021811,0.0021810978651046753,MATCH,MISMATCH
2769531,2769531,28807299.82,15537114.8136416,13270185.0063584,MISMATCH,641892457.98,491025429.620644,150867028.35935605,MISMATCH,MISMATCH
2769551,2769551,38066000.00,37029000,1037000,MISMATCH,35178000.00,35178000,0,MATCH,MISMATCH
2769558,2769558,139991000.00,139991000,0,MATCH,50949000.00,49161000,1788000,MISMATCH,MISMATCH
2769562,2769562,158889607.30,158889607.302463,0.0024629831314086914,MATCH,98041584.91,93717124.65532,4324460.254679993,MISMATCH,MISMATCH
2770312,2770312,6587000.00,5356000,1231000,MISMATCH,225321000.00,224464000,857000,MISMATCH,MISMATCH
2770329,2770329,6561000.00,6212000,349000,MISMATCH,3354000.00,3354000,0,MATCH,MISMATCH
2770494,2770494,4137000.00,4112000,25000,MISMATCH,4802000.00,4802000,0,MATCH,MISMATCH
2770538,2770538,86444000.00,86444000,0,MATCH,42048000.00,41306000,742000,MISMATCH,MISMATCH
2770836,2770836,960000.00,1426000,466000,MISMATCH,22698000.00,22698000,0,MATCH,MISMATCH
2771645,2771645,71790000.00,105072000,33282000,MISMATCH,284454000.00,284454000,0,MATCH,MISMATCH
2771743,2771743,774000.00,723000,51000,MISMATCH,2601000.00,2529000,72000,MISMATCH,MISMATCH
2771810,2771810,909000.00,602000,307000,MISMATCH,1136000.00,1124000,12000,MISMATCH,MISMATCH
2771872,2771872,1406000.00,1406000,0,MATCH,1818000.00,1816000,2000,MISMATCH,MISMATCH
2771874,2771874,1261000.00,1174000,87000,MISMATCH,6880000.00,6880000,0,MATCH,MISMATCH
2771890,2771890,32255000.00,17382000,14873000,MISMATCH,17038000.00,16868000,170000,MISMATCH,MISMATCH
2771892,2771892,0.00,0,0,MATCH,93400706.09,60077762.683281,33322943.406719007,MISMATCH,MISMATCH
2772121,2772121,9416000.00,13070000,3654000,MISMATCH,7233000.00,7171000,62000,MISMATCH,MISMATCH
2772263,2772263,4588000.00,4553000,35000,MISMATCH,9240000.00,9240000,0,MATCH,MISMATCH
2772279,2772279,9458000.00,13106000,3648000,MISMATCH,10307000.00,10222000,85000,MISMATCH,MISMATCH
2772287,2772287,60246000.00,60246000,0,MATCH,1284095000.00,1257525000,26570000,MISMATCH,MISMATCH
2773052,2773052,5851000.00,22586000,16735000,MISMATCH,76083000.00,70484000,5599000,MISMATCH,MISMATCH
2773455,2773455,45785525.15,105144516.793929,59358991.643929,MISMATCH,271293390.17,271293390.171921,0.0019209980964660645,MATCH,MISMATCH
2773984,2773984,9428067.08,16141846.629503,6713779.549503,MISMATCH,97548133.23,97548133.2271513,0.002848699688911438,MATCH,MISMATCH
2774023,2774023,24858000.00,24822000,36000,MISMATCH,6442000.00,5521000,921000,MISMATCH,MISMATCH
2774394,2774394,26064000.00,26064000,0,MATCH,17402000.00,16947000,455000,MISMATCH,MISMATCH
2774743,2774743,15786000.00,15786000,0,MATCH,7344000.00,7200000,144000,MISMATCH,MISMATCH
2775378,2775378,96348000.00,96348000,0,MATCH,52678000.00,45848000,6830000,MISMATCH,MISMATCH
2775442,2775442,5871000.00,5871000,0,MATCH,771000.00,2503000,1732000,MISMATCH,MISMATCH
2775597,2775597,2000.00,2000,0,MATCH,15427000.00,15214000,213000,MISMATCH,MISMATCH
2775656,2775656,795000.00,1111000,316000,MISMATCH,6277000.00,6165000,112000,MISMATCH,MISMATCH
2775681,2775681,85586000.00,81813000,3773000,MISMATCH,1555229000.00,1540364000,14865000,MISMATCH,MISMATCH
2775691,2775691,30002342.25,30002342.2494964,0.0005035996437072754,MATCH,124568402.47,122126762.542746,2441639.9272539914,MISMATCH,MISMATCH
2775704,2775704,169747000.00,169747000,0,MATCH,947455000.00,1243257000,295802000,MISMATCH,MISMATCH
2775750,2775750,12456000.00,10416000,2040000,MISMATCH,6030000.00,5984000,46000,MISMATCH,MISMATCH
2776218,2776218,76104000.00,74085000,2019000,MISMATCH,54759000.00,54741000,18000,MISMATCH,MISMATCH
2776507,2776507,3303000.00,3303000,0,MATCH,3627000.00,1982000,1645000,MISMATCH,MISMATCH
2777138,2777138,12415000.00,12415000,0,MATCH,9900000.00,9766000,134000,MISMATCH,MISMATCH
2777146,2777146,81641000.00,81641000,0,MATCH,684775000.00,2461322000,1776547000,MISMATCH,MISMATCH
2777596,2777596,15557000.00,15557000,0,MATCH,9144000.00,10156000,1012000,MISMATCH,MISMATCH
2777651,2777651,23051000.00,21058000,1993000,MISMATCH,7812000.00,6564000,1248000,MISMATCH,MISMATCH
2777926,2777926,589113000.00,589113000,0,MATCH,9686645000.00,12528666000,2842021000,MISMATCH,MISMATCH
2778387,2778387,206738000.00,5881505665.45036,5674767665.45036,MISMATCH,162070000.00,4858843864.02919,4696773864.02919,MISMATCH,MISMATCH
2778700,2778700,16769000.00,16548000,221000,MISMATCH,12632000.00,12295000,337000,MISMATCH,MISMATCH
2778736,2778736,7081000.00,7081000,0,MATCH,20484000.00,19394000,1090000,MISMATCH,MISMATCH
2779208,2779208,3717000.00,3717000,0,MATCH,3305000.00,3021000,284000,MISMATCH,MISMATCH
2779423,2779423,242505000.00,242505000,0,MATCH,172519000.00,165056000,7463000,MISMATCH,MISMATCH
2779587,2779587,125447000.00,119508000,5939000,MISMATCH,75623000.00,75623000,0,MATCH,MISMATCH
2779809,2779809,1184000.00,47852000,46668000,MISMATCH,12259000.00,129186000,116927000,MISMATCH,MISMATCH
2780213,2780213,14237000.00,13925000,312000,MISMATCH,2839000.00,2839000,0,MATCH,MISMATCH
2780362,2780362,13630000.00,13415000,215000,MISMATCH,5862000.00,5862000,0,MATCH,MISMATCH
2780779,2780779,3295730295.45,2758377461.66892,537352833.7810798,MISMATCH,203990738168.01,182834928875.506,21155809292.503998,MISMATCH,MISMATCH
2782327,2782327,486824825.00,486824825,0,MATCH,2201961185.00,2115706568,86254617,MISMATCH,MISMATCH
2782547,2782547,13247000.00,13194000,53000,MISMATCH,5021000.00,5021000,0,MATCH,MISMATCH
2782745,2782745,8328000.00,8328000,0,MATCH,8749000.00,11836000,3087000,MISMATCH,MISMATCH
2783104,2783104,65342000.00,41620000,23722000,MISMATCH,925257000.00,1065382000,140125000,MISMATCH,MISMATCH
2783281,2783281,3026000.00,3026000,0,MATCH,847000.00,1146000,299000,MISMATCH,MISMATCH
2783508,2783508,52274000.00,52274000,0,MATCH,786980000.00,735532000,51448000,MISMATCH,MISMATCH
2783562,2783562,12478000.00,12478000,0,MATCH,13977000.00,12657000,1320000,MISMATCH,MISMATCH
2783602,2783602,7616000.00,19462666.666666668,11846666.666666668,MISMATCH,9010000.00,9010000,0,MATCH,MISMATCH
2783605,2783605,153796000.00,153796000,0,MATCH,50067000.00,44325000,5742000,MISMATCH,MISMATCH
2783963,2783963,773000.00,1003000,230000,MISMATCH,2887000.00,2887000,0,MATCH,MISMATCH
2783965,2783965,8899000.00,11059000,2160000,MISMATCH,72725000.00,72725000,0,MATCH,MISMATCH
2784538,2784538,292900000.00,205300000,87600000,MISMATCH,17567000000.00,17567000000,0,MATCH,MISMATCH
2784651,2784651,22489000.00,22489000,0,MATCH,7997000.00,7974000,23000,MISMATCH,MISMATCH
2785213,2785213,18911000.00,18911000,0,MATCH,9867000.00,9305000,562000,MISMATCH,MISMATCH
2785908,2785908,9734000.00,7877000,1857000,MISMATCH,5873000.00,4252000,1621000,MISMATCH,MISMATCH
2786477,2786477,2191000.00,2191000,0,MATCH,9487000.00,13168000,3681000,MISMATCH,MISMATCH
2786511,2786511,22444000.00,22444000,0,MATCH,6669000.00,5762000,907000,MISMATCH,MISMATCH
2787503,2787503,7417000.00,7417000,0,MATCH,4071000.00,3890000,181000,MISMATCH,MISMATCH
2787919,2787919,3975000.00,3975000,0,MATCH,3482000.00,3360000,122000,MISMATCH,MISMATCH
2788102,2788102,395000.00,48679000,48284000,MISMATCH,1298000.00,18531000,17233000,MISMATCH,MISMATCH
2788162,2788162,86573000.00,76713000,9860000,MISMATCH,85117000.00,114641000,29524000,MISMATCH,MISMATCH
2788579,2788579,395000.00,48679000,48284000,MISMATCH,1283000.00,18531000,17248000,MISMATCH,MISMATCH
2788782,2788782,12144000.00,12079000,65000,MISMATCH,4319000.00,3861000,458000,MISMATCH,MISMATCH
2788819,2788819,6226000.00,6226000,0,MATCH,3185000.00,3162000,23000,MISMATCH,MISMATCH
2788899,2788899,8788000.00,8145000,643000,MISMATCH,6360000.00,6242000,118000,MISMATCH,MISMATCH
2789017,2789017,464000.00,266000,198000,MISMATCH,209487000.00,209487000,0,MATCH,MISMATCH
2789058,2789058,2608000.00,1798000,810000,MISMATCH,18479000.00,18479000,0,MATCH,MISMATCH
2789356,2789356,34193000.00,29678000,4515000,MISMATCH,12950000.00,12674000,276000,MISMATCH,MISMATCH
2790332,2790332,36977000.00,34928000,2049000,MISMATCH,15525000.00,15525000,0,MATCH,MISMATCH
2790473,2790473,2081000.00,1966000,115000,MISMATCH,5236000.00,5154000,82000,MISMATCH,MISMATCH
2790565,2790565,1915000.00,1740000,175000,MISMATCH,14539000.00,14539000,0,MATCH,MISMATCH
2790685,2790685,8609000.00,8609000,0,MATCH,6570000.00,4973000,1597000,MISMATCH,MISMATCH
2790798,2790798,66593000.00,66593000,0,MATCH,8159000.00,20626000,12467000,MISMATCH,MISMATCH
2791024,2791024,11994000.00,11255000,739000,MISMATCH,6066000.00,6066000,0,MATCH,MISMATCH
2791206,2791206,82202000.00,113245000,31043000,MISMATCH,50216000.00,50216000,0,MATCH,MISMATCH
2791231,2791231,40467000.00,33674000,6793000,MISMATCH,13288000.00,11900000,1388000,MISMATCH,MISMATCH
2791847,2791847,2746000.00,2544000,202000,MISMATCH,1682000.00,1682000,0,MATCH,MISMATCH
2792560,2792560,3514884979.70,3514884979.7023,0.002300262451171875,MATCH,106937732600.12,106681326116.373,256406483.74699402,MISMATCH,MISMATCH
2792887,2792887,1815000.00,1615000,200000,MISMATCH,2761000.00,2704000,57000,MISMATCH,MISMATCH
2793161,2793161,11968000.00,11839000,129000,MISMATCH,3657000.00,3598000,59000,MISMATCH,MISMATCH
2793259,2793259,9299000.00,11990000,2691000,MISMATCH,8235000.00,8235000,0,MATCH,MISMATCH
2793301,2793301,27366000.00,27366000,0,MATCH,48044000.00,42573000,5471000,MISMATCH,MISMATCH
2793376,2793376,7247000.00,11195000,3948000,MISMATCH,15394000.00,15394000,0,MATCH,MISMATCH
2793511,2793511,5619000.00,5294000,325000,MISMATCH,20928000.00,20832000,96000,MISMATCH,MISMATCH
2793743,2793743,5938000.00,14432000,8494000,MISMATCH,8649000.00,8649000,0,MATCH,MISMATCH
2793753,2793753,3327000.00,1792000,1535000,MISMATCH,4348000.00,3952000,396000,MISMATCH,MISMATCH
2794351,2794351,9516000.00,12101000,2585000,MISMATCH,12974000.00,12974000,0,MATCH,MISMATCH
2794416,2794416,3751000.00,3751000,0,MATCH,4879000.00,2717000,2162000,MISMATCH,MISMATCH
2794493,2794493,72005000.00,123988000,51983000,MISMATCH,85460000.00,85460000,0,MATCH,MISMATCH
2794686,2794686,932000.00,882000,50000,MISMATCH,4649000.00,4649000,0,MATCH,MISMATCH
2794786,2794786,142420000.00,142420000,0,MATCH,96578000.00,114181000,17603000,MISMATCH,MISMATCH
2795396,2795396,32110000.00,102005000,69895000,MISMATCH,37685000.00,37685000,0,MATCH,MISMATCH
2795714,2795714,23640000.00,23640000,0,MATCH,23219000.00,21129000,2090000,MISMATCH,MISMATCH
2795955,2795955,27800000.00,27800000,0,MATCH,8634000.00,10890000,2256000,MISMATCH,MISMATCH
2796076,2796076,90329000.00,108064000,17735000,MISMATCH,63526000.00,63526000,0,MATCH,MISMATCH
2796137,2796137,9883000.00,17404000,7521000,MISMATCH,5757000.00,5757000,0,MATCH,MISMATCH
2796145,2796145,11706000.00,11272000,434000,MISMATCH,8919000.00,10024000,1105000,MISMATCH,MISMATCH
2796202,2796202,25945000.00,25945000,0,MATCH,13588000.00,12654000,934000,MISMATCH,MISMATCH
2796243,2796243,14834000.00,13215000,1619000,MISMATCH,6612000.00,6612000,0,MATCH,MISMATCH
2796705,2796705,2852000.00,2852000,0,MATCH,2009000.00,1997000,12000,MISMATCH,MISMATCH
2796941,2796941,598000.00,416000,182000,MISMATCH,48022000.00,37437000,10585000,MISMATCH,MISMATCH
2797359,2797359,18881000.00,17340000,1541000,MISMATCH,16858000.00,15627000,1231000,MISMATCH,MISMATCH
2797664,2797664,17082000.00,15760000,1322000,MISMATCH,18792000.00,18792000,0,MATCH,MISMATCH
2797968,2797968,808000.00,1333000,525000,MISMATCH,1985000.00,1985000,0,MATCH,MISMATCH
2798081,2798081,9889000.00,9889000,0,MATCH,4930000.00,4892000,38000,MISMATCH,MISMATCH
2798189,2798189,295000.00,295000,0,MATCH,1421000.00,1408000,13000,MISMATCH,MISMATCH
2798379,2798379,1508000.00,1508000,0,MATCH,1239000.00,1213000,26000,MISMATCH,MISMATCH
2798479,2798479,32796000.00,32241000,555000,MISMATCH,20005000.00,20005000,0,MATCH,MISMATCH
2798951,2798951,1638000.00,1629000,9000,MISMATCH,1661000.00,1661000,0,MATCH,MISMATCH
2799050,2799050,16105000.00,16105000,0,MATCH,12049000.00,10735000,1314000,MISMATCH,MISMATCH
2799070,2799070,18622000.00,18390000,232000,MISMATCH,12297000.00,12297000,0,MATCH,MISMATCH
2799188,2799188,501000.00,454000,47000,MISMATCH,4797000.00,4715000,82000,MISMATCH,MISMATCH
2799333,2799333,211000.00,211000,0,MATCH,989000.00,972000,17000,MISMATCH,MISMATCH
2799765,2799765,84129000.00,84129000,0,MATCH,18748000.00,18630000,118000,MISMATCH,MISMATCH
2800177,2800177,144010868.04,535299000,391288131.96000004,MISMATCH,103101500.44,387312000,284210499.56,MISMATCH,MISMATCH
2800262,2800262,2934985.00,2934985,0,MATCH,5163000.00,5145000,18000,MISMATCH,MISMATCH
2800379,2800379,7066000.00,605000,6461000,MISMATCH,7931000.00,7931000,0,MATCH,MISMATCH
2800562,2800562,30954000.00,30954000,0,MATCH,5662000.00,13773000,8111000,MISMATCH,MISMATCH
2800630,2800630,2228000.00,2036000,192000,MISMATCH,4012000.00,4012000,0,MATCH,MISMATCH
2800841,2800841,3815000.00,11351000,7536000,MISMATCH,31977000.00,31977000,0,MATCH,MISMATCH
2800849,2800849,773000.00,1637000,864000,MISMATCH,7430000.00,7430000,0,MATCH,MISMATCH
2800970,2800970,40834000.00,40834000,0,MATCH,21543000.00,20832000,711000,MISMATCH,MISMATCH
