RATING_ID,PROCESS_ID,ITERATION_NUMBER,CALCULATION_ID,MODEL_COMPONENT_ID,CALCULATION_PERIOD_ID,MODEL_COMPONENT_ESSENTIAL_TYPE_CODE,MODEL_COMPONENT_ESSENTIAL_GROUP_ID,MODEL_COMPONENT_ESSENTIAL_CATEGORY_ID,MODEL_COMPONENT_ESSENTIAL_CATEGORY_VARIANT_ID,MODEL_COMPONENT_ESSENTIAL_CATEGORY_VARIANT_NAME,MODEL_COMPONENT_ESSENTIAL_VALUE,MODEL_COMPONENT_ESSENTIAL_VALUE_TYPE,MODEL_COMPONENT_ESSENTIAL_VALUE_CURRENCY
2595315,2026593,1,1069912,4585543,3238689,Turnover,34,fin,cons,Consolidated,17144000,decimal,null
2565007,1997359,1,1054781,4507018,3195489,Turnover,34,fin,cons,Consolidated,5291000,decimal,null
2608206,2038742,1,1076341,4618379,3249744,Turnover,34,fin,cons,Consolidated,12106000,decimal,null
1146270,629462,1,233329,776261,850841,CorrectedTotalAssets,34,fin,cons,Consolidated,1817000,decimal,null
1172508,654284,1,245448,826206,872113,CorrectedTotalAssets,34,fin,cons,Consolidated,1930000,decimal,null
1092265,578542,1,201167,646281,704874,Turnover,34,fin,cons,Consolidated,26381000,decimal,null
1163514,645878,1,241222,808884,887919,Turnover,34,fin,cons,Consolidated,7320000,decimal,null
2529836,1963266,1,1037639,4418189,3150744,CorrectedTotalAssets,34,fin,cons,Consolidated,16778000,decimal,null
1207579,687863,1,262561,895295,947466,TotalAssets,34,fin,cons,Consolidated,5423000,decimal,null
1073964,562040,1,188032,597248,619318,TotalAssets,6,fin,cons,Consolidated,290452932.098765,decimal,null
1208962,689202,1,263207,897819,961341,TotalAssets,34,fin,cons,Consolidated,2375000,decimal,null
1143622,626886,1,232163,771159,810442,CorrectedTotalAssets,34,fin,cons,Consolidated,4962000,decimal,null
1053339,542613,1,172043,1560903,3609856,TotalAssets,6,fin,cons,Consolidated,245960536.398467,decimal,null
1143260,626559,1,231990,770574,856041,TotalAssets,34,fin,cons,Consolidated,5150000,decimal,null
1095479,581553,1,203461,655602,791944,Turnover,34,fin,cons,Consolidated,42097000,decimal,null
1150423,633519,1,235361,784911,882157,Turnover,34,fin,cons,Consolidated,3076000,decimal,null
2645609,2075010,1,1095423,4718328,3300898,CorrectedTotalAssets,34,fin,cons,Consolidated,51182000,decimal,null
1052487,541761,1,171394,1560935,1536478,Revenues,6,fin,cons,Consolidated,72276234567.9012,decimal,null
1050548,539967,1,170126,534883,690131,TotalAssets,34,fin,cons,Consolidated,4832000,decimal,null
1105317,590664,1,210135,681871,705585,TotalAssets,34,fin,cons,Consolidated,541196000,decimal,null
1072265,560439,1,186771,592964,693460,TotalAssets,34,fin,cons,Consolidated,2163000,decimal,null
1137069,620835,1,229421,760275,822281,TotalAssets,34,fin,cons,Consolidated,4228000,decimal,null
1046410,536084,1,167277,523985,689487,CorrectedTotalAssets,34,fin,cons,Consolidated,3.2594E7,decimal,null
1037466,527329,1,160751,498758,459811,Turnover,34,fin,cons,Consolidated,5675000,decimal,null
1160354,643002,1,239795,803177,879092,TotalAssets,34,fin,cons,Consolidated,10955000,decimal,null
1055529,544785,1,173822,548662,690857,TotalAssets,34,fin,cons,Consolidated,1565000,decimal,null
2661637,2090570,1,1103569,4800374,3342243,CorrectedTotalAssets,34,fin,cons,Consolidated,43480000,decimal,null
1195171,676141,1,256502,870830,938821,TotalAssets,34,fin,cons,Consolidated,4265000,decimal,null
2665011,2093753,1,1105142,4808300,3344825,CorrectedTotalAssets,34,fin,cons,Consolidated,14709000,decimal,null
2607116,2037720,1,1075864,4615926,3250093,CorrectedTotalAssets,34,fin,cons,Consolidated,4483000,decimal,null
2602894,2033651,1,1073705,4604630,3241416,CorrectedTotalAssets,34,fin,cons,Consolidated,6161000,decimal,null
1064159,552998,1,180383,573165,692315,TotalAssets,34,fin,cons,Consolidated,1577000,decimal,null
1118702,603296,1,219633,720494,810900,TotalAssets,34,fin,cons,Consolidated,8555000,decimal,null
1209406,689636,1,263400,898696,952575,TotalAssets,34,fin,cons,Consolidated,1396000,decimal,null
2673876,2102194,1,1109489,4830291,3359754,TotalAssets,34,fin,cons,Consolidated,49223000,decimal,null
1214808,694816,1,265979,909637,963943,TotalAssets,34,fin,cons,Consolidated,5381000,decimal,null
2618608,2048814,1,1081668,4646199,3260487,Turnover,34,fin,cons,Consolidated,72847000,decimal,null
2675772,2104029,1,1110402,4834652,3358856,TotalAssets,51,fin,cons,Consolidated,2387379000,decimal,null
2656206,2085285,1,1100962,4786373,3329652,TotalAssets,34,fin,cons,Consolidated,28993000,decimal,null
1147574,630737,1,233986,779094,855527,CorrectedTotalAssets,34,fin,cons,Consolidated,577478000,decimal,null
1082289,569621,1,194435,619176,701058,CorrectedTotalAssets,34,fin,cons,Consolidated,507392.075694855,decimal,null
1054753,544026,1,173179,546238,701665,TotalAssets,53,fin,cons,Consolidated,76514500000,decimal,null
1175144,656856,1,246753,831434,902773,CorrectedTotalAssets,34,fin,cons,Consolidated,1956547.97827399,decimal,null
2545061,1978029,2,1061578,4542082,3225928,TotalAssets,34,fin,cons,Consolidated,6384000,decimal,null
2570959,2003152,1,1057728,4522585,3197577,CorrectedTotalAssets,34,fin,cons,Consolidated,65361765225066.2,decimal,null
1048245,537803,1,168534,528741,740034,Turnover,34,fin,cons,Consolidated,24670000,decimal,null
2641517,2071075,1,1093324,4707838,3295205,Turnover,34,fin,cons,Consolidated,5955000,decimal,null
1115513,600371,1,217487,711681,744067,Turnover,34,fin,cons,Consolidated,2793000,decimal,null
1046966,536606,1,167641,525575,490829,TotalAssets,34,fin,cons,Consolidated,400447000,decimal,null
2610210,2040633,1,1077347,4623389,3253142,TotalAssets,34,fin,cons,Consolidated,10870000,decimal,null
1196013,676945,1,256875,872452,968382,TotalAssets,34,fin,cons,Consolidated,2514000,decimal,null
1136253,620038,1,229072,758800,793518,TotalAssets,34,fin,cons,Consolidated,0,decimal,null
2579681,2011597,1,1062135,4544874,3209760,CorrectedTotalAssets,34,fin,cons,Consolidated,8772000,decimal,null
2616992,2047256,1,1080871,4642347,3257651,TotalAssets,34,fin,cons,Consolidated,8540000,decimal,null
1058010,547091,1,175590,556034,691299,TotalAssets,34,fin,cons,Consolidated,2675000,decimal,null
2638892,2068517,1,1091962,4700445,3298641,CorrectedTotalAssets,34,fin,cons,Consolidated,14840000,decimal,null
1174765,656482,1,246569,830623,876680,TotalAssets,34,fin,cons,Consolidated,2272000000,decimal,null
2506103,1940709,1,1026548,4362197,3127337,TotalAssets,34,fin,cons,Consolidated,31090000,decimal,null
2654193,2083396,1,1099974,4742501,3312092,CorrectedTotalAssets,34,fin,cons,Consolidated,25609127007.0582,decimal,null
1046231,535932,1,167139,1561120,1536544,Revenues,6,fin,cons,Consolidated,188437878.787879,decimal,null
1141421,624974,1,231191,767566,804301,Turnover,34,fin,cons,Consolidated,57904000,decimal,null
1186411,667649,1,252205,853303,925241,Turnover,34,fin,cons,Consolidated,3799000,decimal,null
1090101,576545,1,199754,640970,701598,TotalAssets,51,fin,cons,Consolidated,136215000,decimal,null
2612878,2043230,1,1078801,4631338,3273679,CorrectedTotalAssets,34,fin,cons,Consolidated,5981000,decimal,null
1082446,569752,1,194508,619463,617737,Revenues,6,fin,cons,Consolidated,31752000,decimal,null
1158694,641479,1,239066,800293,841966,TotalAssets,34,fin,cons,Consolidated,166704000,decimal,null
1180523,662039,1,249296,842118,961224,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
2637256,2066952,1,1091167,4696251,3290247,CorrectedTotalAssets,34,fin,cons,Consolidated,22346000,decimal,null
2528543,1961999,1,1037020,4414800,3155754,TotalOperatingIncome,28,fin,cons,Consolidated,299417152.373022,decimal,null
1091899,578203,1,200929,645341,695787,Turnover,34,fin,cons,Consolidated,84928000,decimal,null
2550008,1982867,1,1047301,4468677,3172382,TotalAssets,34,fin,cons,Consolidated,786807000,decimal,null
2619598,2049784,1,1082214,4648959,3261753,Turnover,34,fin,cons,Consolidated,38665000,decimal,null
1048948,538506,1,169037,530629,542875,TotalAssets,34,fin,cons,Consolidated,14005000,decimal,null
2605545,2036208,1,1075076,4611643,3242244,TotalAssets,34,fin,cons,Consolidated,4409000,decimal,null
1173791,655547,1,246072,828728,890435,TotalAssets,34,fin,cons,Consolidated,27541000,decimal,null
1143622,626886,1,232163,771159,810442,Turnover,34,fin,cons,Consolidated,10320000,decimal,null
2599695,2030590,1,1072111,4596171,3241068,CorrectedTotalAssets,34,fin,cons,Consolidated,16368000,decimal,null
1062950,551841,1,179411,570055,692121,Turnover,34,fin,cons,Consolidated,3741000,decimal,null
2564292,1996663,1,1054384,4505051,3197535,TotalAssets,28,fin,cons,Consolidated,35677000000,decimal,null
2603277,2034019,1,1073895,4605675,3304640,CorrectedTotalAssets,34,fin,cons,Consolidated,2534000,decimal,null
1133742,617602,1,228073,754862,842905,TotalAssets,6,fin,cons,Consolidated,279505840.427638,decimal,null
1071458,559691,1,186069,590931,693314,Turnover,34,fin,cons,Consolidated,5169000,decimal,null
1097393,583379,1,204822,661083,696222,TotalAssets,34,fin,cons,Consolidated,23810000,decimal,null
1120754,605137,1,220998,725439,760902,TotalAssets,34,fin,cons,Consolidated,17417000,decimal,null
2510123,1944660,1,1028633,4373255,3152722,Turnover,34,fin,cons,Consolidated,270973000,decimal,null
1158512,641319,1,238991,799947,863973,TotalAssets,34,fin,cons,Consolidated,6967000,decimal,null
2634512,2064249,1,1089803,4689049,3282093,Turnover,34,fin,cons,Consolidated,35412000,decimal,null
1115068,599935,1,217181,710401,774548,TotalAssets,34,fin,cons,Consolidated,1222000,decimal,null
1062992,551882,1,179450,570169,692147,TotalAssets,34,fin,cons,Consolidated,8736000,decimal,null
1199840,680451,1,258756,879781,930010,Turnover,34,fin,cons,Consolidated,5981000,decimal,null
1139207,622895,1,230280,763866,799400,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
2682604,2110586,1,1113952,4852186,3362403,TotalAssets,34,fin,cons,Consolidated,92716000,decimal,null
1052319,541602,1,171263,538970,690354,CorrectedTotalAssets,34,fin,cons,Consolidated,2.0701E7,decimal,null
1126063,610175,1,224822,741437,779648,TotalAssets,34,fin,cons,Consolidated,26997000,decimal,null
2511837,1946332,1,1029411,4377426,3128519,CorrectedTotalAssets,34,fin,cons,Consolidated,20532000,decimal,null
2612702,2043054,1,1078713,4630845,3260053,Turnover,34,fin,cons,Consolidated,10149000,decimal,null
1121295,605577,1,221337,726648,754532,TotalAssets,34,fin,cons,Consolidated,3831000,decimal,null
2598310,2029357,1,1071391,4592832,3236069,CorrectedTotalAssets,51,fin,cons,Consolidated,172893000,decimal,null
1040271,530089,1,162877,506697,688631,CorrectedTotalAssets,34,fin,cons,Consolidated,1040000.0,decimal,null
1037620,527483,1,160883,499288,688345,Turnover,34,fin,cons,Consolidated,1790000,decimal,null
1111589,596673,1,214676,700222,742400,TotalAssets,34,fin,cons,Consolidated,23653000,decimal,null
2595547,2026755,1,1070001,4586023,3232691,Turnover,34,fin,cons,Consolidated,5999000,decimal,null
1079984,567497,1,192698,613354,694473,TotalAssets,34,fin,cons,Consolidated,18829000,decimal,null
2581496,2013345,1,1063075,4550007,3219382,TotalAssets,34,fin,cons,Consolidated,3728000,decimal,null
1143940,627200,1,232291,771767,878691,Turnover,34,fin,cons,Consolidated,4161000,decimal,null
1144988,628194,1,232762,773841,887239,TotalAssets,34,fin,cons,Consolidated,671000,decimal,null
1057486,546576,1,175230,554518,691220,TotalAssets,34,fin,cons,Consolidated,7930000,decimal,null
1124107,608313,1,223416,735565,800449,Turnover,34,fin,cons,Consolidated,448000,decimal,null
1095275,581352,1,203298,654900,3611093,Revenues,6,fin,cons,Consolidated,3579970082.27375,decimal,null
1061320,550346,1,178149,566018,691886,TotalAssets,34,fin,cons,Consolidated,1159000,decimal,null
1114827,599696,1,216980,709548,734616,TotalAssets,6,fin,cons,Consolidated,144335606.060606,decimal,null
2515599,1949930,1,1031160,4386244,3137987,Turnover,34,fin,cons,Consolidated,10315000,decimal,null
2660880,2089829,1,1103230,4798626,3335810,CorrectedTotalAssets,34,fin,cons,Consolidated,21076000,decimal,null
1061625,550649,1,178379,1560493,1536327,TotalAssets,6,fin,cons,Consolidated,443014660.493827,decimal,null
1194131,675121,1,255984,868876,1000645,CorrectedTotalAssets,34,fin,cons,Consolidated,2204000,decimal,null
2682711,2110684,1,1114015,4852538,3362876,TotalAssets,6,fin,cons,Consolidated,581081000,decimal,null
1138830,622532,1,230129,763207,799826,TotalAssets,34,fin,cons,Consolidated,1551000,decimal,null
2604025,2034715,1,1074289,4607594,3248720,Turnover,34,fin,cons,Consolidated,4896000,decimal,null
2518340,1952558,1,1032331,4392301,3156578,TotalAssets,34,fin,cons,Consolidated,23914000,decimal,null
2676700,2104940,1,1110893,4837091,3360649,TotalAssets,34,fin,cons,Consolidated,3060000,decimal,null
1167196,649262,1,242921,815689,901917,TotalAssets,34,fin,cons,Consolidated,4863000,decimal,null
1117114,601836,1,218536,715863,741389,Revenues,6,fin,cons,Consolidated,195748054.835124,decimal,null
1178793,660416,1,248552,838948,998729,Turnover,34,fin,cons,Consolidated,924000,decimal,null
1033935,524098,1,158328,489896,687926,Turnover,34,fin,cons,Consolidated,297000,decimal,null
1173597,655355,1,245972,828342,898079,CorrectedTotalAssets,34,fin,cons,Consolidated,18281000,decimal,null
2648565,2077900,1,1096941,4726769,3322760,Turnover,34,fin,cons,Consolidated,8692545.84424863,decimal,null
1215191,695177,1,266156,910348,1160699,TotalAssets,34,fin,cons,Consolidated,12792000,decimal,null
2506330,1940932,1,1026648,4362812,3119560,TotalAssets,34,fin,cons,Consolidated,6684000,decimal,null
2515362,1949698,1,1031027,4385640,3140954,TotalOperatingIncome,28,fin,cons,Consolidated,null,text,null
1110214,595355,1,213720,696222,808237,Turnover,34,fin,cons,Consolidated,63627586.2068966,decimal,null
1050108,539585,1,169862,533846,690080,TotalAssets,34,fin,cons,Consolidated,8154000,decimal,null
2539459,1972667,1,1042144,4441551,3170796,TotalAssets,34,fin,cons,Consolidated,44029000,decimal,null
1034656,524781,1,158899,491972,688039,TotalAssets,34,fin,cons,Consolidated,1184000,decimal,null
2549764,1982643,1,1047197,4468073,3184454,Turnover,34,fin,cons,Consolidated,21459000,decimal,null
2640786,2070355,1,1092909,4705463,3291182,TotalAssets,34,fin,cons,Consolidated,2159795233.89232,decimal,null
2629625,2059541,1,1087316,4675773,3274798,TotalAssets,34,fin,cons,Consolidated,150838481.906443,decimal,null
1145702,628899,1,233083,775126,813994,TotalAssets,34,fin,cons,Consolidated,7470000,decimal,null
2560269,1992842,1,1052345,4494643,3184297,TotalAssets,34,fin,cons,Consolidated,9478000,decimal,null
2630419,2060318,1,1087714,4677668,3284244,Turnover,34,fin,cons,Consolidated,8407000,decimal,null
1055398,544656,1,173736,548362,690830,TotalAssets,34,fin,cons,Consolidated,3169000,decimal,null
2634797,2064531,1,1089989,4690030,3301203,Revenues,6,fin,cons,Consolidated,336646000,decimal,null
2676714,2104954,1,1110897,4837116,3351563,TotalAssets,34,fin,cons,Consolidated,5826000,decimal,null
1096079,582123,1,203886,657245,696110,Turnover,34,fin,cons,Consolidated,1508000,decimal,null
2614244,2044575,1,1079505,4634825,3257058,TotalAssets,34,fin,cons,Consolidated,1552000,decimal,null
1075962,563828,1,189656,602428,693926,Turnover,34,fin,cons,Consolidated,46056000,decimal,null
1111761,596839,1,214800,700720,744033,Turnover,34,fin,cons,Consolidated,112969000,decimal,null
2672541,2100883,1,1108739,4826589,3363919,Turnover,34,fin,cons,Consolidated,2013000,decimal,null
1174358,656099,1,246357,829858,876393,Turnover,34,fin,cons,Consolidated,20594000,decimal,null
2536372,1969665,1,1040671,4434154,3159298,TotalAssets,34,fin,cons,Consolidated,1162000,decimal,null
1145365,628569,1,232931,774530,921401,CorrectedTotalAssets,34,fin,cons,Consolidated,5672000,decimal,null
1113797,598766,1,216282,706634,783310,Turnover,34,fin,cons,Consolidated,4027000,decimal,null
1165704,647818,1,242203,812579,859682,TotalAssets,28,fin,cons,Consolidated,17055535390.1996,decimal,null
1197888,678739,1,257762,876105,929806,Turnover,34,fin,cons,Consolidated,14067000,decimal,null
1186623,667857,1,252289,853655,902871,Turnover,34,fin,cons,Consolidated,11467000,decimal,null
1160651,643288,1,239951,803856,857035,TotalAssets,34,fin,cons,Consolidated,5378000,decimal,null
2532110,1965478,2,1062871,4548850,3219003,TotalAssets,34,fin,cons,Consolidated,1374328000,decimal,null
1173788,655544,1,246070,828718,897892,Turnover,34,fin,cons,Consolidated,7520000,decimal,null
2665184,2093911,1,1105209,4808673,3336044,TotalAssets,34,fin,cons,Consolidated,11850000,decimal,null
2559584,1992169,1,1052048,4493045,3183758,TotalAssets,34,fin,cons,Consolidated,12499000,decimal,null
2650731,2080022,1,1098155,4733064,3348135,Turnover,34,fin,cons,Consolidated,6919000,decimal,null
2579428,2011351,1,1062027,4544259,3235366,Turnover,34,fin,cons,Consolidated,71800000,decimal,null
2523582,1957552,1,1034870,4404339,3139409,Turnover,34,fin,cons,Consolidated,7557209385.23586,decimal,null
1185001,666252,1,251504,850371,911274,Turnover,34,fin,cons,Consolidated,6156000,decimal,null
1181046,662527,1,249530,843057,900178,TotalAssets,34,fin,cons,Consolidated,10726000,decimal,null
1126932,610996,1,225392,743807,777206,Turnover,34,fin,cons,Consolidated,299000,decimal,null
1069683,557999,1,184701,1559970,1536202,Revenues,6,fin,cons,Consolidated,1213956060.60606,decimal,null
2572660,2004785,1,1058527,4526703,3201931,TotalAssets,34,fin,cons,Consolidated,3729000,decimal,null
2636402,2066113,1,1090710,4694055,3291110,Turnover,34,fin,cons,Consolidated,8991000,decimal,null
1161125,643711,1,240176,804685,888781,TotalAssets,34,fin,cons,Consolidated,75536000,decimal,null
2597778,2028858,1,1071157,4591543,3258935,TotalOperatingIncome,28,fin,cons,Consolidated,219456465.740757,decimal,null
1143389,626653,1,232059,770790,852771,TotalAssets,6,fin,cons,Consolidated,983164521.876856,decimal,null
2651780,2081058,1,1098710,4736013,3306969,CorrectedTotalAssets,34,fin,cons,Consolidated,14408000,decimal,null
2537018,1970301,1,1040994,4435832,3174188,CorrectedTotalAssets,34,fin,cons,Consolidated,45370000,decimal,null
1168486,650447,1,243480,817984,875830,Turnover,34,fin,cons,Consolidated,1875000,decimal,null
2549660,1982540,1,1047160,4467869,3172880,TotalAssets,28,fin,cons,Consolidated,213483683798.156,decimal,null
2657416,2086457,1,1101518,4789252,3345949,TotalAssets,34,fin,cons,Consolidated,17283000,decimal,null
1068803,557238,1,184061,584312,692955,Turnover,34,fin,cons,Consolidated,2686000,decimal,null
2548225,1981145,1,1046480,4464212,3185470,TotalAssets,28,fin,cons,Consolidated,118841602610.718,decimal,null
1165963,648075,1,242349,813203,881522,TotalAssets,34,fin,cons,Consolidated,36410000,decimal,null
1161450,644030,1,240330,805344,896610,Turnover,34,fin,cons,Consolidated,82532000,decimal,null
1193346,674338,1,255497,867138,966956,Turnover,34,fin,cons,Consolidated,491000,decimal,null
2629924,2059836,1,1087493,4676560,3296784,CorrectedTotalAssets,34,fin,cons,Consolidated,4933000,decimal,null
2667805,2096327,1,1106415,4814340,3353041,Turnover,34,fin,cons,Consolidated,15659000,decimal,null
2670851,2099239,1,1107920,4822153,3355359,TotalAssets,34,fin,cons,Consolidated,3942000,decimal,null
2539281,1972499,1,1042068,4441180,3159202,Turnover,34,fin,cons,Consolidated,2272000,decimal,null
1121689,605966,1,221640,728041,757085,Turnover,34,fin,cons,Consolidated,1353000,decimal,null
1152290,635318,1,236199,788496,910769,TotalAssets,34,fin,cons,Consolidated,588000,decimal,null
1171484,653299,1,244945,824197,921620,Turnover,34,fin,cons,Consolidated,122450000000,decimal,null
2594382,2025781,1,1069491,4583523,3245276,CorrectedTotalAssets,34,fin,cons,Consolidated,14323000,decimal,null
2507791,1942347,1,1027386,4366815,3126402,CorrectedTotalAssets,34,fin,cons,Consolidated,2789000,decimal,null
2652244,2081495,1,1098921,4737154,3308026,TotalOperatingIncome,28,fin,cons,Consolidated,7816875061.35047,decimal,null
1060364,549401,1,177377,563056,583230,TotalAssets,34,fin,cons,Consolidated,696000,decimal,null
2603604,2034307,1,1074068,4606431,3242376,CorrectedTotalAssets,34,fin,cons,Consolidated,8744000,decimal,null
1120211,604676,1,220650,724362,752675,Turnover,34,fin,cons,Consolidated,52361000,decimal,null
1081244,568677,1,193637,616499,694636,Turnover,34,fin,cons,Consolidated,11330000,decimal,null
1067686,556209,1,183163,581544,692788,TotalAssets,34,fin,cons,Consolidated,20570000,decimal,null
2545471,1978436,1,1045087,4456885,3189068,TotalAssets,34,fin,cons,Consolidated,1394000,decimal,null
2516186,1950494,1,1031450,4387747,3157695,TotalOperatingIncome,28,fin,cons,Consolidated,23369358525.3456,decimal,null
2586249,2017906,1,1065257,4561771,3217386,Turnover,34,fin,cons,Consolidated,13902000,decimal,null
1070973,559220,1,185691,589408,718139,Turnover,34,fin,cons,Consolidated,1237000,decimal,null
2527224,1960779,1,1036395,4411715,3144693,TotalAssets,34,fin,cons,Consolidated,34087000,decimal,null
1176381,658060,1,247442,834169,880269,CorrectedTotalAssets,34,fin,cons,Consolidated,161617574.461083,decimal,null
2639058,2068682,1,1092066,4700966,3288671,TotalAssets,34,fin,cons,Consolidated,64797000,decimal,null
2666649,2095261,1,1105835,4811731,3349670,CorrectedTotalAssets,34,fin,cons,Consolidated,7956000,decimal,null
1165393,647550,1,242059,812095,870300,TotalAssets,34,fin,cons,Consolidated,13903000,decimal,null
1169139,651085,1,243802,819350,876329,TotalAssets,51,fin,cons,Consolidated,349799000,decimal,null
1071263,559509,1,185925,590376,766247,TotalOperatingIncome,28,fin,cons,Consolidated,1975565410.19956,decimal,null
1180648,662163,1,249362,842389,907227,TotalAssets,34,fin,cons,Consolidated,2511000,decimal,null
2560310,1992883,1,1052357,4494715,3185229,TotalAssets,34,fin,cons,Consolidated,29066000,decimal,null
1068133,556594,1,183475,582553,692861,Turnover,34,fin,cons,Consolidated,null,decimal,null
1096316,582359,1,204044,657958,696147,Turnover,34,fin,cons,Consolidated,28497000,decimal,null
1036500,526433,1,160063,496509,688221,Turnover,34,fin,cons,Consolidated,14498000,decimal,null
2674011,2102329,1,1109548,4830577,3348929,Turnover,34,fin,cons,Consolidated,1241000,decimal,null
1194750,675725,1,256315,869983,959723,CorrectedTotalAssets,34,fin,cons,Consolidated,7983000,decimal,null
1055108,544370,1,173492,547334,690760,Turnover,34,fin,cons,Consolidated,94057000,decimal,null
2569481,2001713,1,1057021,4518873,3264811,TotalAssets,34,fin,cons,Consolidated,1634000,decimal,null
1097649,583634,1,205028,661832,711179,Turnover,34,fin,cons,Consolidated,3013000,decimal,null
1078261,565963,1,191365,608866,697982,TotalAssets,34,fin,cons,Consolidated,1268512021.10438,decimal,null
2550835,1983647,1,1047775,4470940,3185428,TotalAssets,28,fin,cons,Consolidated,6789425676.97289,decimal,null
2630820,2060709,1,1087941,4678950,3286959,CorrectedTotalAssets,34,fin,cons,Consolidated,10470000,decimal,null
1111075,596188,1,214353,698865,786128,Turnover,34,fin,cons,Consolidated,3191000,decimal,null
2676144,2104396,1,1110597,4835628,3351939,TotalRevenues,53,fin,cons,Consolidated,1547637532.74589,decimal,null
1095339,581414,1,203347,655117,709638,Turnover,34,fin,cons,Consolidated,11136000,decimal,null
1148155,631290,1,234337,780375,825350,CorrectedTotalAssets,34,fin,cons,Consolidated,9023000,decimal,null
2531758,1965129,1,1038535,4423075,3156143,CorrectedTotalAssets,34,fin,cons,Consolidated,5600000,decimal,null
1190002,671134,1,253884,860441,938748,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
1078835,566494,1,191825,610563,694322,Turnover,34,fin,cons,Consolidated,26677000,decimal,null
1034970,525073,1,159119,492898,688085,TotalAssets,34,fin,cons,Consolidated,39765000,decimal,null
1086803,573562,1,197512,629543,618062,TotalAssets,34,fin,cons,Consolidated,3407000,decimal,null
2572238,2004396,1,1058304,4525706,3199290,TotalAssets,34,fin,cons,Consolidated,7979000,decimal,null
1126280,610379,1,224955,741986,799786,TotalAssets,6,fin,cons,Consolidated,261593939.393939,decimal,null
1075142,563115,1,188982,600320,693818,Turnover,34,fin,cons,Consolidated,12783000,decimal,null
2568662,2000922,1,1056647,4517022,3195106,CorrectedTotalAssets,51,fin,cons,Consolidated,84113000,decimal,null
2516021,1950339,1,1031379,4387409,3179557,CorrectedTotalAssets,34,fin,cons,Consolidated,7266000,decimal,null
1196621,677519,1,257138,873561,924044,CorrectedTotalAssets,34,fin,cons,Consolidated,6159000,decimal,null
2616851,2047119,1,1080794,4641872,3337855,TotalAssets,34,fin,cons,Consolidated,13909000,decimal,null
1166823,648890,1,242756,814929,915655,TotalAssets,34,fin,cons,Consolidated,2769000,decimal,null
1166252,648328,1,242493,813761,875487,TotalAssets,34,fin,cons,Consolidated,3496000,decimal,null
1140750,624352,1,230905,766415,834426,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
2607390,2037988,1,1076008,4616633,3269248,Turnover,34,fin,cons,Consolidated,85408000,decimal,null
2507849,1942405,2,1028487,4372428,3127510,CorrectedTotalAssets,34,fin,cons,Consolidated,10665000,decimal,null
2566408,1998728,1,1055500,4510783,3203124,TotalOperatingIncome,28,fin,cons,Consolidated,1970399330.37472,decimal,null
2505323,1939953,1,1026188,4360248,3126283,CorrectedTotalAssets,34,fin,cons,Consolidated,3462000,decimal,null
2656934,2086008,1,1101313,4788175,3333203,CorrectedTotalAssets,34,fin,cons,Consolidated,10911000,decimal,null
1192672,673669,1,255200,865876,915932,Revenues,6,fin,cons,Consolidated,5878000,decimal,null
1209317,689548,1,263354,898518,1012030,TotalAssets,34,fin,cons,Consolidated,3948000,decimal,null
2534835,1968156,1,1039940,4430374,3179590,Turnover,34,fin,cons,Consolidated,9666000,decimal,null
1178715,660338,1,248522,838823,929796,TotalAssets,34,fin,cons,Consolidated,11459000,decimal,null
2513534,1947954,1,1030188,4381615,3128827,TotalOperatingIncome,28,fin,cons,Consolidated,314000000,decimal,null
2658024,2087056,1,1101827,4790999,3336068,CorrectedTotalAssets,34,fin,cons,Consolidated,25883000,decimal,null
1212089,692176,1,264641,903930,956750,CorrectedTotalAssets,51,fin,cons,Consolidated,2126000,decimal,null
1202488,682952,1,259988,884602,981761,CorrectedTotalAssets,34,fin,cons,Consolidated,17801000,decimal,null
1085687,572586,1,196757,626671,751265,Turnover,34,fin,cons,Consolidated,41870000,decimal,null
1160032,642698,1,239611,802446,899693,Revenues,6,fin,cons,Consolidated,71653000,decimal,null
2580891,2012746,1,1062759,4548315,3231314,TotalOperatingIncome,28,fin,cons,Consolidated,553200000,decimal,null
1059249,548286,1,176525,559851,691519,CorrectedTotalAssets,34,fin,cons,Consolidated,2.0229E7,decimal,null
1084433,571520,1,195847,624417,706427,TotalAssets,34,fin,cons,Consolidated,2237000,decimal,null
1172504,654280,1,245447,826201,901835,Turnover,34,fin,cons,Consolidated,22748000,decimal,null
1152289,635317,1,236198,788490,828385,TotalAssets,34,fin,cons,Consolidated,9558017.49271137,decimal,null
1036787,526720,1,160291,497209,688255,Turnover,34,fin,cons,Consolidated,14168000,decimal,null
1096561,582583,1,204205,658554,646705,Revenues,6,fin,cons,Consolidated,1000,decimal,null
2637816,2067491,1,1091459,4697835,3301499,CorrectedTotalAssets,34,fin,cons,Consolidated,5100000,decimal,null
2637708,2067384,1,1091395,4697448,3288241,TotalAssets,34,fin,cons,Consolidated,5522000,decimal,null
2584653,2016396,1,1064500,4557628,3230173,CorrectedTotalAssets,34,fin,cons,Consolidated,6318000,decimal,null
