RATING_ID,PROCESS_ID,ITERATION_NUMBER,CALCULATION_ID,MODEL_COMPONENT_ID,CALCULATION_PERIOD_ID,MODEL_COMPONENT_ESSENTIAL_TYPE_CODE,MODEL_COMPONENT_ESSENTIAL_GROUP_ID,MODEL_COMPONENT_ESSENTIAL_CATEGORY_ID,MODEL_COMPONENT_ESSENTIAL_CATEGORY_VARIANT_ID,MODEL_COMPONENT_ESSENTIAL_CATEGORY_VARIANT_NAME,MODEL_COMPONENT_ESSENTIAL_VALUE,MODEL_COMPONENT_ESSENTIAL_VALUE_TYPE,MODEL_COMPONENT_ESSENTIAL_VALUE_CURRENCY
2799316,2222899,1,1173230,5162989,3535466,Turnover,34,fin,cons,Consolidated,157846000,decimal,null
1063032,551922,1,179480,570292,720270,TotalAssets,6,fin,cons,Consolidated,993050193.050193,decimal,null
2684343,2112291,1,1114716,4856060,3372511,TotalAssets,34,fin,cons,Consolidated,2665000,decimal,null
1085629,572529,1,196707,626449,649112,Turnover,34,fin,cons,Consolidated,2587000,decimal,null
1099407,585265,1,206250,666599,753785,Turnover,34,fin,cons,Consolidated,209000,decimal,null
2719281,2146138,1,1132253,4948029,3409372,TotalOperatingIncome,28,fin,cons,Consolidated,209800000,decimal,null
2714729,2141759,1,1129967,4936109,3416007,Turnover,34,fin,cons,Consolidated,4758000,decimal,null
2839482,2261631,1,1192991,5268554,3860472,TotalAssets,53,fin,cons,Consolidated,4442196887.44119,decimal,null
1098957,584836,1,205966,665466,696345,Turnover,34,fin,cons,Consolidated,27513000,decimal,null
1039187,529007,1,162064,503515,700234,CorrectedTotalAssets,34,fin,cons,Consolidated,3.5278E7,decimal,null
1070510,558775,1,185325,588241,693177,CorrectedTotalAssets,34,fin,cons,Consolidated,1.2839E7,decimal,null
1195924,676857,1,256849,872333,931862,CorrectedTotalAssets,34,fin,cons,Consolidated,3195000,decimal,null
1101692,587376,1,207823,672755,696457,Turnover,34,fin,cons,Consolidated,16371000,decimal,null
1040676,530479,1,163171,507625,688661,Turnover,34,fin,cons,Consolidated,9966000,decimal,null
2688483,2116358,1,1116701,4866163,3374880,Turnover,34,fin,cons,Consolidated,302618000,decimal,null
1090747,577141,1,200189,642622,766513,TotalAssets,28,fin,cons,Consolidated,19045340834.8457,decimal,null
1103203,588705,1,208798,676043,696480,Turnover,34,fin,cons,Consolidated,3400000,decimal,null
2730856,2157300,1,1138230,4979162,3437597,Turnover,34,fin,cons,Consolidated,23208000,decimal,null
2770048,2194689,1,1158638,5086067,3483538,TotalAssets,34,fin,cons,Consolidated,99158000,decimal,null
2781863,2206144,1,1164632,5118103,3499577,CorrectedTotalAssets,34,fin,cons,Consolidated,23433000,decimal,null
1113223,598227,1,215847,704894,750199,TotalAssets,34,fin,cons,Consolidated,68672000,decimal,null
1043839,533597,1,165399,516283,511615,TotalAssets,34,fin,cons,Consolidated,1173.76505567911,decimal,null
1097102,583114,1,204633,660410,696212,TotalAssets,34,fin,cons,Consolidated,28867000,decimal,null
1092920,579131,1,201593,648005,702411,TotalAssets,34,fin,cons,Consolidated,10523000,decimal,null
1087383,574072,1,197864,675390,666115,TotalAssets,6,fin,cons,Consolidated,26849000,decimal,null
1094954,581057,1,203073,654016,652432,Revenues,6,fin,cons,Consolidated,9396969.6969697,decimal,null
2805812,2229209,1,1176281,5178852,3532798,Turnover,34,fin,cons,Consolidated,90479000,decimal,null
2745410,2171191,1,1145645,5017045,3455321,Turnover,34,fin,cons,Consolidated,32150000,decimal,null
2713485,2140570,1,1129282,4932687,3406657,Turnover,34,fin,cons,Consolidated,1705000,decimal,null
2776486,2200917,1,1161981,5103899,3518121,CorrectedTotalAssets,34,fin,cons,Consolidated,20159000,decimal,null
2720947,2147720,1,1133122,4952493,3412911,Turnover,34,fin,cons,Consolidated,1333000000,decimal,null
2711907,2139061,1,1128423,4927973,3404702,TotalAssets,28,fin,cons,Consolidated,27604100000,decimal,null
2722666,2149385,1,1134011,4957299,3414132,TotalAssets,28,fin,cons,Consolidated,47737000000,decimal,null
2779004,2203377,1,1163228,5110808,3495545,TotalAssets,34,fin,cons,Consolidated,930816861.157418,decimal,null
1073954,562030,1,188027,597224,693672,CorrectedTotalAssets,34,fin,cons,Consolidated,4598000.0,decimal,null
2723178,2149890,1,1134241,4958469,3424884,TotalOperatingIncome,28,fin,cons,Consolidated,938000000,decimal,null
2732592,2158946,1,1139128,4983576,3442944,CorrectedTotalAssets,34,fin,cons,Consolidated,4580000,decimal,null
2794493,2218387,1,1170926,5151429,3533943,TotalAssets,34,fin,cons,Consolidated,71635000,decimal,null
1119461,603982,1,220152,722579,856432,Turnover,34,fin,cons,Consolidated,64000,decimal,null
1154534,637488,1,237193,792626,876966,Turnover,34,fin,cons,Consolidated,641000,decimal,null
2806369,2229725,1,1176543,5180218,3536249,TotalAssets,34,fin,cons,Consolidated,11865000,decimal,null
1052741,542015,1,171579,539898,690414,TotalAssets,34,fin,cons,Consolidated,7133000,decimal,null
2734232,2160533,1,1139992,4988209,3438646,Turnover,34,fin,cons,Consolidated,152000000,decimal,null
2728876,2155435,1,1137257,4974387,3453861,CorrectedTotalAssets,34,fin,cons,Consolidated,553481000,decimal,null
1080583,568055,1,193206,614967,694552,TotalAssets,34,fin,cons,Consolidated,3748000,decimal,null
2822304,2245040,1,1184325,5220795,3556155,TotalAssets,28,fin,cons,Consolidated,12393300000,decimal,null
2764934,2189775,1,1156022,5071781,3475863,TotalAssets,34,fin,cons,Consolidated,150785000,decimal,null
1146687,629874,1,233533,777190,853768,CorrectedTotalAssets,34,fin,cons,Consolidated,4556000,decimal,null
1075637,563523,1,189326,601542,589019,TotalAssets,34,fin,cons,Consolidated,4262000,decimal,null
1120442,604881,1,220796,724842,813897,Turnover,34,fin,cons,Consolidated,18799000,decimal,null
1180688,662200,1,249388,842491,975708,CorrectedTotalAssets,34,fin,cons,Consolidated,7072000,decimal,null
1077601,565343,1,190869,606874,719509,Turnover,34,fin,cons,Consolidated,957000,decimal,null
1112785,597817,1,215584,703870,744715,TotalAssets,34,fin,cons,Consolidated,12875000,decimal,null
1137711,621475,1,229676,761337,796646,TotalAssets,51,fin,cons,Consolidated,450966000,decimal,null
2790185,2214195,1,1168797,5140089,3516964,CorrectedTotalAssets,34,fin,cons,Consolidated,32837000,decimal,null
2841886,2263986,1,1194243,5275210,3588829,CorrectedTotalAssets,34,fin,cons,Consolidated,16189000,decimal,null
1055657,544913,1,173911,549002,690878,Turnover,34,fin,cons,Consolidated,3715000,decimal,null
1067569,556092,1,183047,581203,567802,Turnover,34,fin,cons,Consolidated,51860000,decimal,null
1044459,534212,2,171859,541054,689220,TotalAssets,34,fin,cons,Consolidated,17774000,decimal,null
2789310,2213330,1,1168331,5137757,3511928,CorrectedTotalAssets,34,fin,cons,Consolidated,32975000,decimal,null
2761513,2186471,1,1154209,5062141,3505472,TotalAssets,53,fin,cons,Consolidated,8824000000,decimal,null
1120466,604905,1,220801,724861,752593,TotalAssets,34,fin,cons,Consolidated,2297000,decimal,null
1097511,583497,1,204923,661414,696239,TotalAssets,34,fin,cons,Consolidated,2309000,decimal,null
1044108,533863,1,165618,517150,484718,TotalAssets,34,fin,cons,Consolidated,5119000,decimal,null
1143782,627045,1,232225,771455,812646,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
1166508,648581,1,242603,814250,979862,CorrectedTotalAssets,34,fin,cons,Consolidated,1455000,decimal,null
2843002,2265062,1,1194774,5278054,3580254,Turnover,34,fin,cons,Consolidated,13983000,decimal,null
2720672,2147448,1,1132977,4951789,3419619,TotalAssets,34,fin,cons,Consolidated,1627000,decimal,null
2794552,2218444,1,1170955,5151579,3521968,CorrectedTotalAssets,34,fin,cons,Consolidated,593157000,decimal,null
1203577,683934,1,260528,886795,1000799,Turnover,34,fin,cons,Consolidated,36166000,decimal,null
2704021,2131437,1,1124440,4907304,3387583,CorrectedTotalAssets,34,fin,cons,Consolidated,15244000,decimal,null
2711675,2138844,1,1128280,4927197,3410492,CorrectedTotalAssets,34,fin,cons,Consolidated,4958000,decimal,null
2701623,2129139,1,1123219,4900925,3384976,CorrectedTotalAssets,34,fin,cons,Consolidated,20541000,decimal,null
2739707,2165861,1,1142723,5002586,3440534,CorrectedTotalAssets,34,fin,cons,Consolidated,10222000,decimal,null
2833686,2256048,1,1189983,5252077,3568347,Turnover,34,fin,cons,Consolidated,38259000,decimal,null
2702284,2129733,2,1143589,5006765,3450501,Turnover,34,fin,cons,Consolidated,20762000,decimal,null
2848807,2270645,1,1197794,5294057,3586912,Turnover,34,fin,cons,Consolidated,3198000,decimal,null
2805812,2229209,1,1176281,5178852,3532797,TotalAssets,34,fin,cons,Consolidated,50445000,decimal,null
1092170,578447,1,201098,646000,695817,Turnover,34,fin,cons,Consolidated,8372000,decimal,null
2765926,2190749,1,1156540,5074632,3503228,Turnover,34,fin,cons,Consolidated,131084000,decimal,null
1179682,661281,1,248929,840590,890199,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
1178217,659840,1,248283,837814,886355,TotalAssets,34,fin,cons,Consolidated,7117000,decimal,null
2723819,2150498,1,1134580,4960302,3419034,TotalOperatingIncome,28,fin,cons,Consolidated,383500000,decimal,null
2841239,2263353,1,1193875,5273451,3754906,Revenues,6,fin,cons,Consolidated,50301000,decimal,null
1099366,585224,1,206217,666443,762349,TotalAssets,34,fin,cons,Consolidated,3590000,decimal,null
2700554,2128128,1,1122679,4898168,3397971,TotalAssets,34,fin,cons,Consolidated,36979000,decimal,null
2747573,2173254,1,1146756,5022971,3448919,CorrectedTotalAssets,34,fin,cons,Consolidated,3721000,decimal,null
1186161,667405,1,252065,852748,971292,TotalAssets,34,fin,cons,Consolidated,13184000,decimal,null
1208594,688836,1,263037,897237,989419,TotalAssets,34,fin,cons,Consolidated,44954000,decimal,null
2761081,2186047,1,1153990,5060952,3505442,TotalRevenues,53,fin,cons,Consolidated,23558000000,decimal,null
1043158,532928,1,164899,514317,688983,TotalAssets,34,fin,cons,Consolidated,4798000,decimal,null
1082809,570111,1,194747,620402,694856,Turnover,34,fin,cons,Consolidated,36148000,decimal,null
2833248,2255627,1,1189767,5250870,3860926,Turnover,34,fin,cons,Consolidated,3226000,decimal,null
2810312,2233403,1,1178499,5189761,3552077,CorrectedTotalAssets,34,fin,cons,Consolidated,4417000,decimal,null
2773342,2197863,1,1160314,5095211,3486782,TotalAssets,34,fin,cons,Consolidated,2666000,decimal,null
1043272,533042,1,164975,1561232,1536585,TotalAssets,6,fin,cons,Consolidated,3278987644.78764,decimal,null
2776807,2201225,1,1162130,5104753,3497238,CorrectedTotalAssets,34,fin,cons,Consolidated,39979000,decimal,null
1115732,600582,1,217639,712314,782822,Turnover,34,fin,cons,Consolidated,5492000,decimal,null
1047571,537168,1,168081,527149,689672,Turnover,34,fin,cons,Consolidated,156836000,decimal,null
1056722,545844,1,174673,552127,691048,CorrectedTotalAssets,34,fin,cons,Consolidated,8993000.0,decimal,null
2841299,2263413,1,1193905,5273663,3581813,TotalAssets,34,fin,cons,Consolidated,228273762.121141,decimal,null
2757933,2183011,1,1152262,5051999,3470564,TotalAssets,34,fin,cons,Consolidated,0,decimal,null
1100835,586606,1,207284,670722,789542,TotalAssets,34,fin,cons,Consolidated,9120000,decimal,null
2808400,2231628,1,1177601,5185324,3535436,CorrectedTotalAssets,34,fin,cons,Consolidated,26413000,decimal,null
2844246,2266245,1,1195360,5281369,3762832,CorrectedTotalAssets,34,fin,cons,Consolidated,177286000,decimal,null
2753850,2179063,1,1150095,5040039,3457974,TotalAssets,34,fin,cons,Consolidated,24668000,decimal,null
1157146,640035,1,238391,797565,889244,CorrectedTotalAssets,51,fin,cons,Consolidated,949247000,decimal,null
2691599,2119369,1,1118205,4874058,3375995,CorrectedTotalAssets,34,fin,cons,Consolidated,12722000,decimal,null
2782373,2206635,1,1164877,5119503,3506456,CorrectedTotalAssets,34,fin,cons,Consolidated,73317000,decimal,null
1117379,602078,1,218703,716524,853090,Turnover,34,fin,cons,Consolidated,14872000,decimal,null
1168638,650595,1,243545,818274,870859,TotalAssets,6,fin,cons,Consolidated,1876601515.15152,decimal,null
1162353,644854,1,240742,807037,891278,CorrectedTotalAssets,34,fin,cons,Consolidated,2466000,decimal,null
1119462,603983,1,220153,722584,834501,TotalAssets,34,fin,cons,Consolidated,14334000,decimal,null
1180233,661757,1,249154,841560,889294,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
2727651,2154245,1,1136613,4971044,3422631,Turnover,34,fin,cons,Consolidated,13726000,decimal,null
2769315,2193976,1,1158192,5083782,3862348,Turnover,34,fin,cons,Consolidated,102749000,decimal,null
1179598,661197,1,248892,840424,949558,TotalAssets,34,fin,cons,Consolidated,2716000,decimal,null
1035401,525454,1,159377,493918,3609305,TotalAssets,28,fin,cons,Consolidated,14563337109.349,decimal,null
2801642,2225150,1,1174295,5168367,3533442,TotalAssets,6,fin,cons,Consolidated,354089000,decimal,null
1060394,549431,1,177399,563151,691726,TotalAssets,34,fin,cons,Consolidated,7586258.40179238,decimal,null
2778227,2202618,1,1162889,5108963,3504878,CorrectedTotalAssets,34,fin,cons,Consolidated,2427000,decimal,null
1120124,604590,1,220586,724151,752423,Turnover,34,fin,cons,Consolidated,178000,decimal,null
2760488,2185475,1,1153674,5059330,3483821,TotalAssets,28,fin,cons,Consolidated,350515675235.957,decimal,null
2720243,2147035,1,1132774,4950749,3416569,TotalAssets,34,fin,cons,Consolidated,12739000,decimal,null
1180515,662032,1,249292,842098,936269,TotalAssets,34,fin,cons,Consolidated,11495000,decimal,null
1196710,677608,1,257184,873750,935332,Turnover,34,fin,cons,Consolidated,25094000,decimal,null
2716830,2143799,1,1130994,4941908,3406535,TotalAssets,34,fin,cons,Consolidated,99158000,decimal,null
1206124,686447,1,261830,892302,1031486,Turnover,34,fin,cons,Consolidated,41371000,decimal,null
2693154,2120900,1,1118957,4878128,3380527,CorrectedTotalAssets,34,fin,cons,Consolidated,3998000,decimal,null
2785103,2209258,1,1166258,5126750,3505603,TotalAssets,34,fin,cons,Consolidated,1729733000,decimal,null
2772056,2196629,1,1159643,5091566,3488101,CorrectedTotalAssets,34,fin,cons,Consolidated,232191000,decimal,null
1086611,573373,1,197382,629095,737542,TotalAssets,34,fin,cons,Consolidated,6661000,decimal,null
2712726,2139856,1,1128896,4930584,3408256,TotalAssets,28,fin,cons,Consolidated,231253864246.303,decimal,null
1045704,535409,1,166752,1561151,3770069,Revenues,6,fin,cons,Consolidated,637415123.45679,decimal,null
1082000,569370,1,194214,618605,694758,TotalAssets,34,fin,cons,Consolidated,1769000,decimal,null
2732381,2158738,1,1138998,4982874,3454578,TotalAssets,28,fin,cons,Consolidated,912661000000,decimal,null
2705083,2132444,1,1124947,4909919,3391724,Turnover,34,fin,cons,Consolidated,39362000,decimal,null
2806691,2230039,1,1176711,5181076,3533202,TotalAssets,34,fin,cons,Consolidated,13168000,decimal,null
1192575,673575,1,255161,865699,949040,CorrectedTotalAssets,34,fin,cons,Consolidated,573000,decimal,null
1093057,579266,1,201681,648381,695900,Turnover,34,fin,cons,Consolidated,7809000,decimal,null
1036810,526743,1,160307,497284,458952,Turnover,34,fin,cons,Consolidated,435000,decimal,null
1214555,694574,1,265859,909094,1016321,CorrectedTotalAssets,34,fin,cons,Consolidated,1739000,decimal,null
1066820,555395,1,182418,579259,581604,TotalAssets,34,fin,cons,Consolidated,48990000,decimal,null
1063177,552065,1,179597,570833,692173,Turnover,34,fin,cons,Consolidated,179318000,decimal,null
2803656,2227113,1,1175239,5173533,3530161,TotalAssets,34,fin,cons,Consolidated,820000,decimal,null
2693854,2121570,1,1119349,4880050,3405465,Turnover,34,fin,cons,Consolidated,0,decimal,null
1042551,532339,1,164456,512614,688907,TotalAssets,34,fin,cons,Consolidated,5544000,decimal,null
2813326,2236350,1,1180050,5198047,3540213,TotalAssets,34,fin,cons,Consolidated,3628000,decimal,null
2755217,2180405,1,1150772,5043834,3500814,TotalAssets,28,fin,cons,Consolidated,475224789470.642,decimal,null
1096529,582551,1,204183,658459,696162,Turnover,34,fin,cons,Consolidated,9261000,decimal,null
2771079,2195676,1,1159174,5089082,3484686,TotalAssets,34,fin,cons,Consolidated,3255000,decimal,null
1118100,602714,1,219195,718616,806966,Turnover,34,fin,cons,Consolidated,904000,decimal,null
2765366,2190195,1,1156248,5073082,3493275,CorrectedTotalAssets,34,fin,cons,Consolidated,94945000,decimal,null
1044854,534578,1,166173,519439,483549,TotalAssets,34,fin,cons,Consolidated,963000,decimal,null
1046202,535903,1,167118,523327,689458,Turnover,34,fin,cons,Consolidated,20147000,decimal,null
2834501,2256833,1,1190438,5254678,3576346,TotalOperatingIncome,28,fin,cons,Consolidated,46423654015.887,decimal,null
1098981,584860,1,205976,665504,701608,CorrectedTotalAssets,51,fin,cons,Consolidated,7.41788E8,decimal,null
2780808,2205120,1,1164134,5115557,3506877,TotalAssets,34,fin,cons,Consolidated,41394000,decimal,null
1148466,631599,1,234465,780962,826327,CorrectedTotalAssets,34,fin,cons,Consolidated,1190102.5950513,decimal,null
1160167,642825,1,239679,802787,947930,CorrectedTotalAssets,34,fin,cons,Consolidated,3746000,decimal,null
1043970,533725,1,165521,516750,689115,TotalAssets,34,fin,cons,Consolidated,987000,decimal,null
1134643,618459,1,228431,756287,862484,TotalAssets,34,fin,cons,Consolidated,7148000,decimal,null
1070747,559012,1,185548,588875,693222,Turnover,34,fin,cons,Consolidated,null,decimal,null
2780790,2205102,1,1164121,5115483,3498015,TotalAssets,34,fin,cons,Consolidated,106127000,decimal,null
2828644,2251161,1,1187437,5237599,3563269,TotalAssets,34,fin,cons,Consolidated,4107732.40660295,decimal,null
2712800,2139930,1,1128925,4930748,3401601,Turnover,34,fin,cons,Consolidated,15996000,decimal,null
2689471,2117286,1,1117155,4868417,3371246,CorrectedTotalAssets,34,fin,cons,Consolidated,27739000,decimal,null
1098571,584477,1,205703,664462,696329,TotalAssets,34,fin,cons,Consolidated,0,decimal,null
1188923,670073,1,253368,858295,3612639,CorrectedTotalAssets,34,fin,cons,Consolidated,216025176.896495,decimal,null
2816661,2239573,1,1181646,5206744,3543555,TotalAssets,34,fin,cons,Consolidated,21847000,decimal,null
1114716,599588,1,216899,709220,754665,Turnover,34,fin,cons,Consolidated,3469000,decimal,null
1197043,677928,1,257348,874374,944951,TotalAssets,34,fin,cons,Consolidated,1899000,decimal,null
1188849,670000,1,253325,858102,915927,Turnover,34,fin,cons,Consolidated,2177000,decimal,null
2731685,2158055,1,1138610,4980903,3435250,Turnover,34,fin,cons,Consolidated,8260000,decimal,null
2803543,2227002,1,1175183,5173209,3533857,TotalAssets,34,fin,cons,Consolidated,57826000,decimal,null
1046052,535755,1,167015,522848,487351,Turnover,34,fin,cons,Consolidated,8496000,decimal,null
2843914,2265936,1,1195206,5280624,3582463,TotalAssets,34,fin,cons,Consolidated,12032000,decimal,null
2794493,2218387,1,1170926,5151429,3533943,CorrectedTotalAssets,34,fin,cons,Consolidated,72118000,decimal,null
1067159,555698,1,182662,580111,692697,Turnover,34,fin,cons,Consolidated,5143000,decimal,null
1082205,569557,1,194350,619058,643416,TotalAssets,34,fin,cons,Consolidated,306400000,decimal,null
1059059,548097,1,176361,559261,691476,Turnover,34,fin,cons,Consolidated,1160000,decimal,null
1211876,691989,1,264541,903463,970840,Turnover,34,fin,cons,Consolidated,496000,decimal,null
2690636,2118426,1,1117691,4871271,3369300,TotalOperatingIncome,28,fin,cons,Consolidated,1675445147.5964,decimal,null
2819832,2242608,1,1183146,5214263,3861191,Turnover,34,fin,cons,Consolidated,3420000,decimal,null
2787168,2211228,1,1167306,5131992,3545920,Turnover,34,fin,cons,Consolidated,55934000,decimal,null
1066375,555060,1,182167,578468,692596,TotalAssets,34,fin,cons,Consolidated,1495000,decimal,null
1096172,582216,1,203955,657546,696130,TotalAssets,34,fin,cons,Consolidated,16961000,decimal,null
2794278,2218176,1,1170807,5150754,3517646,Turnover,34,fin,cons,Consolidated,911000,decimal,null
1177143,658783,1,247787,835685,897391,TotalAssets,34,fin,cons,Consolidated,34258000,decimal,null
1206066,686389,1,261791,892138,948743,TotalAssets,34,fin,cons,Consolidated,2133000,decimal,null
1162874,645292,1,240940,807776,866701,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
2750811,2176318,1,1148522,5031825,3473919,TotalAssets,34,fin,cons,Consolidated,14524000,decimal,null
1038245,528080,1,161355,500940,688403,Turnover,34,fin,cons,Consolidated,4482000,decimal,null
1192280,673305,1,254998,864924,942301,CorrectedTotalAssets,34,fin,cons,Consolidated,4639000,decimal,null
2728738,2155299,1,1137160,4973990,3422953,TotalAssets,34,fin,cons,Consolidated,1124000,decimal,null
2731815,2158184,1,1138684,4981302,3435592,CorrectedTotalAssets,34,fin,cons,Consolidated,6368000,decimal,null
1104798,590171,1,209817,680480,733255,TotalAssets,34,fin,cons,Consolidated,20268000,decimal,null
2689468,2117284,1,1117152,4868402,3375410,Turnover,34,fin,cons,Consolidated,3272000,decimal,null
1165013,647181,1,241877,811435,898083,CorrectedTotalAssets,34,fin,cons,Consolidated,675436000,decimal,null
2845663,2267552,1,1196082,5284819,3582467,TotalAssets,34,fin,cons,Consolidated,51915000,decimal,null
1095513,581587,1,203489,655719,725076,TotalAssets,51,fin,cons,Consolidated,847632000,decimal,null
2762769,2187641,1,1154854,5065477,3475958,CorrectedTotalAssets,34,fin,cons,Consolidated,1089784000,decimal,null
1112977,597993,1,215704,704375,734857,TotalAssets,34,fin,cons,Consolidated,43780000,decimal,null
1131469,615422,1,227179,751201,834291,TotalAssets,34,fin,cons,Consolidated,39974000,decimal,null
1191820,672883,1,254783,864081,1177120,Turnover,34,fin,cons,Consolidated,23058823.5294118,decimal,null
2711581,2138751,1,1128238,4926926,3423693,CorrectedTotalAssets,34,fin,cons,Consolidated,439721740.759826,decimal,null
2715780,2142777,1,1130483,4939185,3404835,TotalAssets,28,fin,cons,Consolidated,3036916000,decimal,null
1057392,546483,1,175157,554181,691186,TotalAssets,34,fin,cons,Consolidated,6577000,decimal,null
1065603,554330,1,181516,576578,692472,TotalAssets,34,fin,cons,Consolidated,5857000,decimal,null
1182031,663503,1,249951,844778,905529,Revenues,6,fin,cons,Consolidated,120000,decimal,null
2802180,2225660,1,1174548,5169801,3535181,TotalAssets,34,fin,cons,Consolidated,8801000,decimal,null
2782719,2206972,1,1165060,5120453,3512113,TotalOperatingIncome,28,fin,cons,Consolidated,2499637243.04716,decimal,null
2811504,2234566,1,1179134,5193290,3538413,CorrectedTotalAssets,34,fin,cons,Consolidated,28674000,decimal,null
1036506,526439,1,160066,496528,688222,Turnover,34,fin,cons,Consolidated,3287000,decimal,null
1127107,611161,1,225501,744273,803348,Turnover,34,fin,cons,Consolidated,701000,decimal,null
2825721,2248371,1,1186011,5229984,3569820,TotalAssets,34,fin,cons,Consolidated,8709000,decimal,null
2748325,2173930,1,1147126,5024829,3471549,TotalAssets,51,fin,cons,Consolidated,390583000,decimal,null
2783907,2208129,1,1165655,5123588,3533995,Turnover,34,fin,cons,Consolidated,2175000,decimal,null
1211309,691438,1,264299,902448,988952,Turnover,34,fin,cons,Consolidated,4293000,decimal,null
2797981,2221606,1,1172650,5159580,3523335,CorrectedTotalAssets,34,fin,cons,Consolidated,247257000,decimal,null
1051972,541278,1,171014,538266,507393,Turnover,34,fin,cons,Consolidated,4298200000,decimal,null
1153641,636633,1,236806,791046,840511,CorrectedTotalAssets,34,fin,cons,Consolidated,1194000,decimal,null
1156572,639470,1,238152,796443,995134,TotalAssets,34,fin,cons,Consolidated,8274000,decimal,null
1167078,649145,1,242880,815488,863830,TotalAssets,34,fin,cons,Consolidated,7966000,decimal,null
1199246,680068,1,258437,878930,930058,CorrectedTotalAssets,34,fin,cons,Consolidated,26073000,decimal,null
1042959,532730,1,164736,513633,688952,Turnover,34,fin,cons,Consolidated,16051000,decimal,null
1210122,690335,1,263733,900103,960556,CorrectedTotalAssets,34,fin,cons,Consolidated,2264000,decimal,null
2721578,2148328,1,1133423,4954183,3418919,TotalAssets,34,fin,cons,Consolidated,701000,decimal,null
1129277,613282,1,226355,747811,798770,Turnover,34,fin,cons,Consolidated,8973000,decimal,null
1154302,637263,1,237109,792250,845170,TotalAssets,34,fin,cons,Consolidated,43804000,decimal,null
2731985,2158351,1,1138773,4981757,3443812,CorrectedTotalAssets,34,fin,cons,Consolidated,88014000,decimal,null
2787596,2211643,1,1167534,5133274,3507968,TotalAssets,34,fin,cons,Consolidated,11166000,decimal,null
1193717,674707,1,255732,868066,948580,CorrectedTotalAssets,34,fin,cons,Consolidated,53409000,decimal,null
2688595,2116470,1,1116761,4866506,3367650,Turnover,34,fin,cons,Consolidated,971000,decimal,null
2690834,2118616,1,1117780,4871810,3374199,TotalAssets,28,fin,cons,Consolidated,11653300000,decimal,null
1152374,635400,1,236235,788653,868729,TotalRevenues,53,fin,cons,Consolidated,15861450692.7465,decimal,null
1189211,670358,1,253522,858952,1032536,TotalAssets,34,fin,cons,Consolidated,875150.06002401,decimal,null
2850333,2272120,1,1198565,5298350,3739311,TotalAssets,34,fin,cons,Consolidated,4000000,decimal,null
1173271,655029,1,245816,827663,925487,Turnover,34,fin,cons,Consolidated,379000,decimal,null
1058662,547700,1,176052,557983,691396,TotalAssets,34,fin,cons,Consolidated,6144000,decimal,null
1044876,534600,1,166186,519489,488214,Turnover,34,fin,cons,Consolidated,2271000,decimal,null
2761490,2186449,1,1154198,5062071,3520071,TotalAssets,34,fin,cons,Consolidated,3842000,decimal,null
2786125,2210214,1,1166750,5129291,3536015,Turnover,34,fin,cons,Consolidated,52418000,decimal,null
1048723,538281,1,168896,530152,552055,Revenues,6,fin,cons,Consolidated,5005000,decimal,null
1196547,677445,1,257096,873372,956072,TotalAssets,34,fin,cons,Consolidated,7018000,decimal,null
2827620,2250175,1,1186919,5235085,3565846,TotalAssets,34,fin,cons,Consolidated,29189761.6946161,decimal,null
1183217,664626,1,250575,847271,920483,TotalAssets,34,fin,cons,Consolidated,4126000,decimal,null
1101323,587054,1,207614,671992,767729,Turnover,34,fin,cons,Consolidated,10000,decimal,null
2720057,2146872,1,1132697,4950281,3422197,Turnover,34,fin,cons,Consolidated,20525000,decimal,null
1157326,640213,1,238470,797909,875797,TotalAssets,34,fin,cons,Consolidated,5435956.79012346,decimal,null
1047884,537472,1,168298,527979,689732,CorrectedTotalAssets,34,fin,cons,Consolidated,1.8228E7,decimal,null
2805810,2229207,1,1176278,5178831,3545828,CorrectedTotalAssets,34,fin,cons,Consolidated,5497000,decimal,null
1203773,684130,1,260640,887288,950576,TotalAssets,34,fin,cons,Consolidated,10917000,decimal,null
1119025,603582,1,219851,721377,778961,Turnover,34,fin,cons,Consolidated,2411000,decimal,null
1093996,580140,1,202380,651081,721582,TotalAssets,34,fin,cons,Consolidated,22511000,decimal,null
2753586,2178900,1,1149995,5039480,3468614,TotalRevenues,53,fin,cons,Consolidated,870483000,decimal,null
1199921,680524,1,258791,879933,942366,Turnover,34,fin,cons,Consolidated,203000,decimal,null
1122755,606991,1,222442,731520,760787,TotalAssets,34,fin,cons,Consolidated,4316000,decimal,null
1105482,590827,1,210260,682379,718732,TotalAssets,34,fin,cons,Consolidated,13727000,decimal,null
1142969,626308,1,231859,770136,807994,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
2720183,2146986,1,1132747,4950593,3431842,Turnover,34,fin,cons,Consolidated,22000,decimal,null
2750606,2176148,1,1148423,5031279,3458130,TotalAssets,34,fin,cons,Consolidated,52678000,decimal,null
1102275,587860,1,208179,673819,749797,TotalAssets,34,fin,cons,Consolidated,44078000,decimal,null
