EXMPTN_CNDTN_ID,EXMPTN_ID,SRCE_SSTM_CMPNNT_ID,PD_RTNG_MDL,RPRTNG_ENTTY_CD,BSL_II_PRDCT_TYP_CD,RPRTNG_CRTSS_ACCNT_CD,BSL_II_CNTRPRTY_TYP_CD,RTL_CRDT_EXPSR_PRTFL_CD,CSTMR_MRKT_SGMNT_ID,LGD_RTNG_MDL,LGL_ENTTY,EX_FBN_FLG,INTRCMPNY_FLG,CNTRPRTY_ID,DL_SRC_SSTM_CMPNNT_CD,EFFCTV_STATUS,EFFCTV_STRT_DT,EFFCTV_END_DT,BSL_APPRCH,EC_MDL_INPT_INDCTR,EC_PRXD_INDCTR,GLBL_CNTRPRTY_IDNTFR,MIN_TURNOVER,SOURCED_EXEMPTION_ID,PL_NPL_INDICATOR,SPECIALISED_LENDING_TYPE
1569,LC_above_500mln_ECIRB,null,null,null,null,null,OTH_CORP,null,null,null,null,null,null,null,null,Active,30-04-2025,31-12-9999,FOU,Y,N,null,null,LC_above_500mln,null,*
157,Ex_Non_Material,null,null,208556,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
1570,LC_above_500mln_ECIRB,null,null,null,null,null,PF_NONREG,null,null,null,null,null,null,null,null,Active,30-04-2025,31-12-9999,FOU,Y,N,null,null,LC_above_500mln,null,*
1571,LC_above_500mln_ECIRB,null,null,null,null,null,PF_REG,null,null,null,null,null,null,null,null,Active,30-04-2025,31-12-9999,FOU,Y,N,null,null,LC_above_500mln,null,*
1572,LC_above_500mln_ECIRB,null,null,null,null,null,SME,null,null,null,null,null,null,null,null,Active,30-04-2025,31-12-9999,FOU,Y,N,null,null,LC_above_500mln,null,*
1573,LC_above_500mln_ECIRB,null,null,null,null,null,SPESEC,null,null,null,null,null,null,null,null,Active,30-04-2025,31-12-9999,FOU,Y,N,null,null,LC_above_500mln,null,*
158,Ex_Non_Material,null,null,208564,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
159,Ex_Non_Material,null,null,208598,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
160,Ex_Non_Material,null,null,208613,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
1600,NMB Corps_ECIRB,null,null,200399,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1601,NMB Corps_ECIRB,null,null,201136,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1602,NMB Corps_ECIRB,null,null,201138,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1603,NMB Corps_ECIRB,null,null,201193,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1604,NMB Corps_ECIRB,null,null,202865,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1605,NMB Corps_ECIRB,null,null,202969,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1606,NMB Corps_ECIRB,null,null,202998,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1607,NMB Corps_ECIRB,null,null,202999,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1608,NMB Corps_ECIRB,null,null,203689,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1609,NMB Corps_ECIRB,null,null,203694,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
161,Ex_Non_Material,null,null,209186,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
1610,NMB Corps_ECIRB,null,null,203714,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1611,NMB Corps_ECIRB,null,null,208219,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1612,NMB Corps_ECIRB,null,null,208231,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1613,NMB Corps_ECIRB,null,null,208292,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1614,NMB Corps_ECIRB,null,null,208564,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1615,NMB Corps_ECIRB,null,null,208586,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1616,NMB Corps_ECIRB,null,null,208598,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1617,NMB Corps_ECIRB,null,null,209606,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1618,NMB Corps_ECIRB,null,null,425041,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1619,NMB Corps_ECIRB,null,null,524749,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
162,Ex_Non_Material,null,null,804726,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
1620,NMB Corps_ECIRB,null,null,524753,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1621,NMB Corps_ECIRB,null,null,525131,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1622,NMB Corps_ECIRB,null,null,525607,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1623,NMB Corps_ECIRB,null,null,528078,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1624,NMB Corps_ECIRB,null,null,529692,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1625,NMB Corps_ECIRB,null,null,609707,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1626,NMB Corps_ECIRB,null,null,803323,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1627,NMB Corps_ECIRB,null,null,803404,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1628,NMB Corps_ECIRB,null,null,803557,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1629,NMB Corps_ECIRB,null,null,805721,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
163,Ex_Non_Material,null,null,804999,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
1630,NMB Corps_ECIRB,null,null,806659,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1631,NMB Corps_ECIRB,null,null,808154,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1632,NMB Corps_ECIRB,null,null,808203,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1633,NMB Corps_ECIRB,null,null,808216,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1634,NMB Corps_ECIRB,null,null,808286,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1635,NMB Corps_ECIRB,null,null,808343,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1636,NMB Corps_ECIRB,null,null,808389,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1637,NMB Corps_ECIRB,null,null,809133,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1638,NMB Corps_ECIRB,null,null,809489,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1639,NMB Corps_ECIRB,null,null,809505,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
164,Ex_Non_Material,null,null,805694,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
1640,NMB Corps_ECIRB,null,null,810219,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1641,NMB Corps_ECIRB,null,null,810327,null,null,null,null,null,LCROWW05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1642,NMB Corps_ECIRB,null,null,200399,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1643,NMB Corps_ECIRB,null,null,201136,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1644,NMB Corps_ECIRB,null,null,201138,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1645,NMB Corps_ECIRB,null,null,201193,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1646,NMB Corps_ECIRB,null,null,202865,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1647,NMB Corps_ECIRB,null,null,202969,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1648,NMB Corps_ECIRB,null,null,202998,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1649,NMB Corps_ECIRB,null,null,202999,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
165,Ex_Non_Material,null,null,808153,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
1650,NMB Corps_ECIRB,null,null,203689,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1651,NMB Corps_ECIRB,null,null,203694,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1652,NMB Corps_ECIRB,null,null,203714,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1653,NMB Corps_ECIRB,null,null,208219,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1654,NMB Corps_ECIRB,null,null,208231,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1655,NMB Corps_ECIRB,null,null,208292,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1656,NMB Corps_ECIRB,null,null,208564,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1657,NMB Corps_ECIRB,null,null,208586,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1658,NMB Corps_ECIRB,null,null,208598,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1659,NMB Corps_ECIRB,null,null,209606,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
166,Ex_Non_Material,null,null,808189,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
1660,NMB Corps_ECIRB,null,null,425041,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1661,NMB Corps_ECIRB,null,null,524749,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1662,NMB Corps_ECIRB,null,null,524753,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1663,NMB Corps_ECIRB,null,null,525131,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1664,NMB Corps_ECIRB,null,null,525607,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1665,NMB Corps_ECIRB,null,null,528078,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1666,NMB Corps_ECIRB,null,null,529692,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1667,NMB Corps_ECIRB,null,null,609707,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1668,NMB Corps_ECIRB,null,null,803323,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1669,NMB Corps_ECIRB,null,null,803404,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
167,Ex_Non_Material,null,null,808516,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
1670,NMB Corps_ECIRB,null,null,803557,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1671,NMB Corps_ECIRB,null,null,805721,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1672,NMB Corps_ECIRB,null,null,806659,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1673,NMB Corps_ECIRB,null,null,808154,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1674,NMB Corps_ECIRB,null,null,808203,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1675,NMB Corps_ECIRB,null,null,808216,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1676,NMB Corps_ECIRB,null,null,808286,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1677,NMB Corps_ECIRB,null,null,808343,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1678,NMB Corps_ECIRB,null,null,808389,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1679,NMB Corps_ECIRB,null,null,809133,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
168,Ex_Non_Material,null,null,808610,null,null,null,null,null,null,null,null,null,null,null,Active,30-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
1680,NMB Corps_ECIRB,null,null,809489,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1681,NMB Corps_ECIRB,null,null,809505,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1682,NMB Corps_ECIRB,null,null,810219,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1683,NMB Corps_ECIRB,null,null,810327,null,null,null,null,null,LCLCWW02,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1684,NMB Corps FR cor,null,null,810219,null,null,CORP,null,null,LCRMNL05,null,null,null,null,null,Active,27-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1685,NMB Corps BE cor,null,null,609707,null,null,CORP,null,null,LCRMNL05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1686,NMB Corps DE cor,null,null,810327,null,null,CORP,null,null,LCRMNL05,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1800,PM_Krediet,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,IRB,Y,N,null,null,PM_Krediet,null,*
1850,PBNKWW09_ECFOU,null,PBNKWW09,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1851,PICOWW01_ECFOU,null,PICOWW01,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1852,PIBKWW08_ECFOU,null,PIBKWW08,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1853,PBNDWW_ECFOU,null,PBNDWW01,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1854,PBNEWW_ECFOU,null,PBNEWW01,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1855,PFSIWW05_ECFOU,null,PFSIWW05,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1856,PFSHWW05_ECFOU,null,PFSHWW05,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1857,PFSLWW05_ECFOU,null,PFSLWW05,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1858,PFSUWW05_ECFOU,null,PFSUWW05,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1859,PFSPWW05_ECFOU,null,PFSPWW05,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,FOU,Y,N,null,null,null,null,*
1900,SPESEC_RW,null,null,null,null,null,SPESEC,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,null,null,*
200,ALFAM_C3C,null,null,203714,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,ALFAM_SA_C3C,null,*
201,ALFAM_A3A,null,null,203714,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,ALFAM_SA_A3A,null,*
203,ALFAM_C1A,null,null,203714,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,ALFAM_SA_C1A,null,*
204,ALFAM_C3B,null,null,203714,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,ALFAM_SA_C3B,null,*
205,ALFAM_C8B,null,null,203714,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,ALFAM_SA_C8B,null,*
206,ALFAM_FK,null,null,203714,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,ALFAM_SA_FK,null,*
207,ALFAM_HK,null,null,203714,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,ALFAM_SA_HK,null,*
208,ALFAM_DK,null,null,203714,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,ALFAM_SA_DK,null,*
209,ALFAM_ZZP,null,null,203714,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,ALFAM_SA_ZZP,null,*
300,PL,null,null,null,null,null,null,B3A,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
301,PL,null,null,null,null,null,null,B3B,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
302,PL,null,null,null,null,null,null,B3C,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
303,PL,null,null,null,null,null,null,C3A,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
304,PL,null,null,null,null,null,null,C3B,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
305,PL,null,null,null,null,null,null,C3C,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
306,PL,null,null,null,null,null,null,C9A,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
307,PL,null,null,null,null,null,null,D01,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
308,PL,null,null,null,null,null,null,C4A,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
350,ACF Germany NR,null,null,808216,25,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
351,ACF France NR,null,null,808343,25,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
352,GOV,null,null,null,null,null,INTORG_0,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,null,null,*
353,GOV,null,null,null,null,null,MDB_0,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,Y,N,null,null,null,null,*
354,MBO/MBI,null,PMBOWW03,null,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
355,ACF Germany R,null,null,808216,155,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
356,ACF France R,null,null,808343,155,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
357,ACF NL (BV) NR,null,null,200399,25,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
358,ACF UK NR,null,null,808203,25,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
359,Start_Ups Non-NL,null,PSURWW05,810219,null,null,null,null,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
400,PL_MCB,null,null,null,null,null,null,B1A,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
401,PL_MCB,null,null,null,null,null,null,B1B,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
402,PL_MCB,null,null,null,null,null,null,B1C,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
403,PL_MCB,null,null,null,null,null,null,B2A,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
404,PL_MCB,null,null,null,null,null,null,B2B,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
405,PL_MCB,null,null,null,null,null,null,B2C,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
406,PL_MCB,null,null,null,null,null,null,B2D,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
407,PL_MCB,null,null,null,null,null,null,B2E,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
408,PL_MCB,null,null,null,null,null,null,C1A,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
409,PL_MCB,null,null,null,null,null,null,C1B,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
410,PL_MCB,null,null,null,null,null,null,C1C,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
411,PL_MCB,null,null,null,null,null,null,C5A,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
412,PL_MCB,null,null,null,null,null,null,C5B,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
413,PL_MCB,null,null,null,null,null,null,C5C,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
414,PL_MCB,null,null,null,null,null,null,C6A,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
415,PL_MCB,null,null,null,null,null,null,C6B,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
416,PL_MCB,null,null,null,null,null,null,C6C,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
417,PL_MCB,null,null,null,null,null,null,C6D,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
418,PL_MCB,null,null,null,null,null,null,C6E,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
419,PL_MCB,null,null,null,null,null,null,C6F,null,null,null,null,null,null,null,Active,25-01-2025,31-12-9999,STD,N,Y,null,null,null,null,*
