"epr","EPR_PARTY_ADDRESS_V2","M+1","First Day of Month","stg_dial_epr_party_address","",""
"epr","EPR_ENTERPRISE_PARTY_V2","M-F","Last Friday of Month","stg_dial_epr_enterprise_party","",""
"andes","ANDES_BSL_EXMPTN_CNDTN_V1","M+1","First Day of Month","stg_dial_andes_bsl_exmptn_cndtn","",""
"andes","ANDES_CRRNCY","M+1","First Day of Month","stg_dial_andes_crrncy","",""
"andes","ANDES_CCR_EXTRNL","M-T","Last Tuesday of Month","stg_dial_andes_ccr_extrnl","",""
"fair","FAIR_LGD_EAD_Results_V1","M+1","First Day of Month","stg_dial_fair_lgd_ead_results","",""
"gids","GIDS_ISSUER_RATINGS","M+1","First Day of Month","stg_dial_gids_issuer_ratings","",""
"gold","GOLD_BO","M+1","First Day of Month","stg_dial_gold_bo","",""
